"SMILES","EXTERNALID","N","NAME","NAME","INTRODUCER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","IC group given","Temperature","UNIT {Temperature}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","pKa predicted value","UNIT {pKa predicted value}","IC smiles given","COMMENTS","CASRN"
"CN(C)C1=NC2=C(C=CC=C2)N=C1","-","-","2-dimethylaminoquinoxaline","-","Koerner","A5793","-","-","-","3.69","Log unit","n1c(cnc2ccccc12)N(C)C","2","25.0","?C","3","","-","2.8818","Log unit","n(cc(n1)N(C)C)c(ccc2)c1c2","-","-"
"COC1=NC2=C(C=CC=C2)N=C1C","-","-","2-methoxy-3-methylquinoxaline","-","Koerner","A5793","-","-","-","1.38","Log unit","n1c(c(nc2ccccc12)OC)C","1","25.0","?C","6","","-","1.9036","Log unit","n1c(OC)c(C)nc2ccccc12","-","-"
"CNC1=NC2=C(C=CC=C2)N=C1","-","-","2-methylaminoquinoxaline","-","Koerner","A5793","-","-","-","4.07","Log unit","n1c(cnc2ccccc12)NC","3","25.0","?C","3","","-","3.0044","Log unit","n(cc(n1)NC)c(ccc2)c1c2","-","-"
"NC1=NC(N)=C2C=CC=NC2=N1","-","-","2,4-diamino-1,3,8-triazanaphthalene","-","Koerner","A5793","-","-","-","6.62","Log unit","n1c(nc2NCCCc2c1N)N","6","25.0","?C","7","","-","4.1365","Log unit","n(ccc1)-c(nc(n2)N)c1c2N","-","-"
"CC1=C2C(N)=NC(N)=NC2=NC=C1CC1=CC=CC=C1","-","-","2,4-diamino-6-benzyl-5-methyl-1,3,8-triazanaphthalene","-","Koerner","A5793","-","-","-","6.98","Log unit","n1c(c2c(c(Cc3ccccc3)cnc2nc1N)C)N","6","25.0","?C","15","","-","3.907","Log unit","c(ccc1C-c(cnc2nc3N)c(c2c(n3)N)C)cc1","-","-"
"NC1=NC2=C(C=C1)N=CC=N2","-","-","6-amino-1,4,5-triazanapthalene","-","Koerner","A5793","-","-","-","4.25","Log unit","n1ccnc2c1ccc(N)n2","3","25.0","?C","0","","-","2.8364","Log unit","n(ccn1)c(ccc2N)c1n2","-","-"
"C1=NC2=CC=NC=C2N=C1","-","-","1,4,6-triazanapthalene","-","Koerner","A5793","-","-","-","2.4","Log unit","n1ccc2nccnc2c1","3","25.0","?C","0","","-","3.1436","Log unit","n(ccc1nc2)cc1nc2","-","-"
"CC1=NC2=C(C=NC=C2)N=C1C","-","-","2,3-dimethyl-1,4,6-triazanaphthalene","-","Koerner","A5793","-","-","-","3.28","Log unit","n1cc2nc(c(C)nc2cc1)C","3","25.0","?C","0","","-","3.1709","Log unit","n(cc(nc(c1C)C)c2n1)cc2","-","-"
"OC(=O)c1ccc2[n+]c3ccccc3cc2c1","-","-","2-carboxyacridine","-","Koerner","A5793","-","-","-","2.9","Log unit","OC(=O)c1cc2cc3ccccc3[n+]c2cc1","co2h","25.0","?C","16","","-","2.8147","Log unit","c(ccc1[n+1]c2cc3)cc1cc2cc3C(=O)O","-","-"
"C1=CC2=CN=CN=C2C=C1","-","-","Quinazoline","-","Koerner","A5793","-","-","-","1.5","Log unit","n1cnc2ccccc2c1","2","25.0","?C","0","","-","2.1915","Log unit","n(cnc1cc2)cc1cc2","-","-"
"[O-]C1=NC2=C(C=CC=C2)C=C1","-","-","2-Hydroxyquinoline","-","Koerner","A5793","-","-","-","11.76","Log unit","[O-]c1nc2ccccc2cc1","n","25.0","?C","4","","-","11.8906","Log unit","n(c(cc1)[O-1])c(ccc2)c1c2","-","-"
"[O-]C1=CC=NC2=C1C=CC=C2","-","-","4-Hydroxyquinoline","-","Koerner","A5793","-","-","-","11.28","Log unit","[O-]c1ccnc2ccccc12","n","25.0","?C","4","","-","11.3272","Log unit","n(ccc1[O-1])c(ccc2)c1c2","-","-"
"NC1=NC(N)=NC(N)=N1","-","-","2,4,6-Triamino-1,3,5-triazine","-","Koerner","A5793","-","-","-","4.8","Log unit","n1c(nc(nc1N)N)N","n","25.0","?C","2","","-","1.8383","Log unit","n(c(nc1N)N)c(n1)N","-","-"
"NC1=NC=CN=N1","-","-","3-Amino-1,2,4-triazine","-","Koerner","A5793","-","-","-","3.09","Log unit","n1c(nncc1)N","4","25.0","?C","3","","-","1.5947","Log unit","n(nc(n1)N)cc1","-","-"
"NC1=NC(N)=C2C=CC=CC2=N1","-","-","2,4-DIAMINOQUINAZOLINE","-","Koerner","A5793","-","-","-","7.96","Log unit","n1c(nc(N)c2c1cccc2)N","5","25.0","?C","2","","-","7.0226","Log unit","n(c(nc1cc2)N)c(N)c1cc2","-","-"
"[S-]C1=NC2=C(C=CC=C2)C=C1","-","-","2-Mercaptoquinoline","-","Koerner","A5793","-","-","-","10.25","Log unit","[S-]c1nc2ccccc2cc1","n","25.0","?C","0","","-","8.1896","Log unit","[S-1]-c(nc(ccc1)c2c1)cc2","-","-"
"NC1=NC(=NC(N)=N1)C1=CC=C(Cl)C=C1","-","-","2,4-diamino-6-(p-chlorobenzyl)1,3,5-triazine","-","Koerner","A5793","-","-","-","3.97","Log unit","n1c(c2ccc(Cl)cc2)nc(nc1N)N","5","25.0","?C","6","","-","6.0206","Log unit","Cl-c(ccc1c(nc(n2)N)nc2N)cc1","-","-"
"CCCOC1=NC(N)=NC(N)=N1","-","-","2,4-diamino-6-propoxy-1,3,5-triazine","-","Koerner","A5793","-","-","-","3.4","Log unit","n1c(nc(nc1OCCC)N)N","5","25.0","?C","2","","-","5.3206","Log unit","n(c(nc1OCCC)N)c(n1)N","-","-"
"NNC1=CC2=CC=CC=C2N=C1","-","-","3-hydrazinoquinoline","-","Koerner","A5793","-","-","-","4.85","Log unit","NNc1cc2ccccc2nc1","n","25.0","?C","7","","-","5.0297","Log unit","c(ccc1cc2NN)cc1nc2","-","-"
"ClC1=NC=C2C=CC=CC2=N1","-","-","2-chloroquinazoline","-","Koerner","A5793","-","-","-","-1.6","Log unit","n1c(Cl)nc2c(c1)cccc2","2","25.0","?C","2","","-","-0.586","Log unit","Cl-c(ncc1cc2)nc1cc2","-","-"
"NC1=NC(N)=NC=N1","-","-","2,4-Diamino-1,3,5-triazine","-","Koerner","A5793","-","-","-","3.9","Log unit","n1cnc(N)nc1N","6","25.0","?C","0","","-","5.6503","Log unit","n(cnc1N)c(n1)N","-","-"
"CC1=NC(N)=NC(N)=N1","-","-","2,4-Diamino-6-methyl-1,3,5-triazine","-","Koerner","A5793","-","-","-","4.3","Log unit","n1c(nc(nc1C)N)N","6","25.0","?C","2","","-","7.1693","Log unit","n(c(nc1C)N)c(n1)N","-","-"
"COCNC1=NC(NCOC)=NC(NCOC)=N1","-","-","2,4,6-tris(methoxy)methylamino-1,3,5-triazine","-","Koerner","A5793","-","-","-","3.2","Log unit","n1c(nc(nc1NCOC)NCOC)NCOC","n","25.0","?C","6","","-","0.6717","Log unit","n1c(NCOC)nc(NCOC)nc1NCOC","-","-"
"NC1=NC=NC=N1","-","-","2-Amino-1,3,5-triazine","-","Koerner","A5793","-","-","-","2.9","Log unit","n1cnc(N)nc1","5","25.0","?C","0","","-","2.7308","Log unit","n(cnc1N)cn1","-","-"
"OC1=CC=C(C([O-])=O)C2=C1N=CC=C2","-","-","5-carboxy-8-hydroxyquinoline","-","Koerner","A5793","-","-","-","4.8","Log unit","[O-]C(=O)c1c2c(nccc2)c(cc1)O","n","25.0","?C","13","","-","3.8251","Log unit","n(ccc1)c(c(cc2)O)c1c2C(=O)[O-1]","-","-"
"NC1=CC2=CN=CN=C2C=C1","-","-","6-aminoquinazoline","-","Koerner","A5793","-","-","-","3.28","Log unit","Nc1cc2cncnc2cc1","4","25.0","?C","10","","-","3.232","Log unit","n(cnc1cc2)cc1cc2N","-","-"
"NC1=CC2=NC=NC=C2C=C1","-","-","7-aminoquinazoline","-","Koerner","A5793","-","-","-","4.59","Log unit","n1cnc2cc(N)ccc2c1","4","25.0","?C","0","","-","4.5037","Log unit","n(cnc1cc2N)cc1cc2","-","-"
"NC1=NC2=C(C=CC=C2)C=N1","-","-","2-aminoquinazoline","-","Koerner","A5793","-","-","-","4.81","Log unit","n1cc2ccccc2nc1N","3","25.0","?C","0","","-","4.097","Log unit","n(cc(ccc1)c2c1)c(n2)N","-","-"
"CC1=NC(N)=NC2=CC=CC=C12","-","-","2-amino-4-methylquinazoline","-","Koerner","A5793","-","-","-","5.31","Log unit","n1c(c2ccccc2nc1N)C","3","25.0","?C","5","","-","4.9018","Log unit","c(ccc1c(n2)C)cc1nc2N","-","-"
"NC1=NC(CC([O-])=O)=NC(N)=N1","-","-","2,4-diamino-6-carboxymethyl-1,3,5-triazine","-","Koerner","A5793","-","-","-","4.1","Log unit","n1c(N)nc(N)nc1CC(=O)[O-]","5","25.0","?C","0","","-","5.1794","Log unit","n1c(N)nc(N)nc1CC(=O)[O-1]","-","-"
"CC1=NC([O-])=NC(N)=N1","-","-","2-amino-4-hydroxy-6-methyl-1,3,5-triazine","-","Koerner","A5793","-","-","-","9.2","Log unit","[O-]c1nc(nc(n1)C)N","4","25.0","?C","5","","-","14.9034","Log unit","n(c(nc1C)[O-1])c(n1)N","-","-"
"[O-]C1=CC2=C(C=CC=C2)C=N1","-","-","3-hydroxyisoquinoline","-","Koerner","A5793","-","-","-","9.62","Log unit","[O-]c1ncc2ccccc2c1","n","25.0","?C","3","","-","11.6803","Log unit","c1nc([O-1])cc2ccccc12","-","-"
"[S-]C1=NC=CC2=C1C=CC=C2","-","-","1-mercaptoisoquinoline","-","Koerner","A5793","-","-","-","10.86","Log unit","[S-]c1nccc2c1cccc2","n","25.0","?C","0","","-","8.1086","Log unit","[S-1]-c(ncc1)c(ccc2)c1c2","-","-"
"[S-]C1=NC=C2C=CC=CC2=C1","-","-","3-mercaptoisoquinoline","-","Koerner","A5793","-","-","-","8.62","Log unit","[S-]c1ncc2ccccc2c1","n","25.0","?C","0","","-","8.1063","Log unit","[S-1]-c(ncc1cc2)cc1cc2","-","-"
"[S-]C1=CC=C(Br)C2=C1N=CC=C2","-","-","5-bromo-8-mercaptoquinoline","-","Koerner","A5793","-","-","-","7.3","Log unit","[S-]c1ccc(Br)c2cccnc12","n","25.0","?C","5","","-","5.5263","Log unit","Br-c(ccc1[S-1])c(ccc2)c1n2","-","-"
"[S-]C1=CC=C(Cl)C2=C1N=CC=C2","-","-","5-chloro-8-mercaptoquinoline","-","Koerner","A5793","-","-","-","7.34","Log unit","[S-]c1ccc(Cl)c2cccnc12","n","25.0","?C","5","","-","5.56","Log unit","Cl-c(ccc1[S-1])c(ccc2)c1n2","-","-"
"FC1=CC=C([S-])C2=C1C=CC=N2","-","-","5-fluoro-8-mercaptoquinoline","-","Koerner","A5793","-","-","-","7.44","Log unit","[S-]c1ccc(F)c2c1nccc2","n","25.0","?C","0","","-","5.5892","Log unit","[S-1]-c(ccc1F)c(ncc2)c1c2","-","-"
"NNC1=CC=CC2=C1C=CC=N2","-","-","5-hydrazinoquinoline","-","Koerner","A5793","-","-","-","3.5","Log unit","NNc1c2c(nccc2)ccc1","4","25.0","?C","11","","-","5.4417","Log unit","n(ccc1)c(ccc2)c1c2NN","-","-"
"NNC1=CC2=C(C=C1)N=CC=C2","-","-","6-hydrazinoquinoline","-","Koerner","A5793","-","-","-","5.5","Log unit","NNc1ccc2ncccc2c1","n","25.0","?C","9","","-","5.4217","Log unit","n(ccc1)c(ccc2NN)c1c2","-","-"
"NNC1=CC2=C(C=CC=N2)C=C1","-","-","7-hydrazinoquinoline","-","Koerner","A5793","-","-","-","6.71","Log unit","NNc1cc2ncccc2cc1","n","25.0","?C","9","","-","5.2368","Log unit","n(ccc1)c(cc(c2)NN)c1c2","-","-"
"NNC1=CC=CC2=C1N=CC=C2","-","-","8-hydrazinoquinoline","-","Koerner","A5793","-","-","-","5.27","Log unit","NNc1c2ncccc2ccc1","n","25.0","?C","9","","-","5.3126","Log unit","n(ccc1)c(c(cc2)NN)c1c2","-","-"
"[S-]C1=CC=C(I)C2=C1N=CC=C2","-","-","5-iodo-8-mercaptoquinoline","-","Koerner","A5793","-","-","-","7.48","Log unit","[S-]c1ccc(I)c2cccnc12","n","25.0","?C","5","","-","5.5263","Log unit","I-c(ccc1[S-1])c(ccc2)c1n2","-","-"
"[S-]C1=CN=C2C=CC=CC2=C1","-","-","3-mercaptoquinoline","-","Koerner","A5793","-","-","-","6.17","Log unit","[S-]c1cnc2ccccc2c1","n","25.0","?C","0","","-","6.2912","Log unit","[S-1]-c(cnc1cc2)cc1cc2","-","-"
"[S-]C1=CC=NC2=C1C=CC=C2","-","-","4-mercaptoquinoline","-","Koerner","A5793","-","-","-","8.87","Log unit","[S-]c1ccnc2c1cccc2","n","25.0","?C","0","","-","6.3112","Log unit","[S-1]-c(ccn1)c(ccc2)c1c2","-","-"
"[S-]C1=CC=CC2=C1C=CC=N2","-","-","5-mercaptoquinoline","-","Koerner","A5793","-","-","-","6.52","Log unit","[S-]c1cccc2c1cccn2","n","25.0","?C","0","","-","6.3517","Log unit","[S-1]-c(ccc1)c(ccc2)c1n2","-","-"
"[S-]C1=CC=C2N=CC=CC2=C1","-","-","6-mercaptoquinoline","-","Koerner","A5793","-","-","-","6.5","Log unit","[S-]c1ccc2ncccc2c1","n","25.0","?C","0","","-","6.3802","Log unit","[S-1]-c(ccc1nc2)cc1cc2","-","-"
"[S-]C1=CC=CC2=C1N=CC=C2","-","-","8-Mercaptoquinoline","-","Koerner","A5793","-","-","-","8.33","Log unit","[S-]c1cccc2c1nccc2","n","25.0","?C","0","","-","6.2862","Log unit","[S-1]-c(ccc1)c(ncc2)c1c2","-","-"
"CC1=CC2=C(N=CC=C2C)C([S-])=C1","-","-","8-mercapto-4,6-dimethylquinoline","-","Koerner","A5793","-","-","-","9.3","Log unit","[S-]c1cc(cc2c1nccc2C)C","n","25.0","?C","0","","-","6.4499","Log unit","[S-1]-c(cc(c1)C)c(ncc2)c1c2C","-","-"
"CC1=CC=NC2=C1C=CC=C2[S-]","-","-","8-mercapto-4-methylquinoline","-","Koerner","A5793","-","-","-","9.1","Log unit","[S-]c1cccc2c1nccc2C","n","25.0","?C","0","","-","6.3772","Log unit","[S-1]-c(ccc1)c(ncc2)c1c2C","-","-"
"CC1=CC2=C(N=CC=C2)C([S-])=C1","-","-","8-mercapto-6-methylquinoline","-","Koerner","A5793","-","-","-","8.49","Log unit","[S-]c1cc(cc2c1nccc2)C","n","25.0","?C","0","","-","6.3702","Log unit","[S-1]-c(cc(c1)C)c(ncc2)c1c2","-","-"
"CC1=C([S-])C2=C(C=CC=N2)C=C1","-","-","8-mercapto-7-methylquinoline","-","Koerner","A5793","-","-","-","9.27","Log unit","[S-]c1c(ccc2c1nccc2)C","n","25.0","?C","0","","-","6.3807","Log unit","[S-1]-c(c(cc1)C)c(ncc2)c1c2","-","-"
"[S-]C1=CC=CC2=C1N=C(C=C2)C1=CC=CC=C1","-","-","8-mercapto-2-phenylquinoline","-","Koerner","A5793","-","-","-","7.87","Log unit","[S-]c1cccc2c1nc(cc2)c1ccccc1","n","25.0","?C","0","","-","6.4993","Log unit","[S-1]-c(ccc1)c(nc(c2)-c(ccc3)cc3)c1c2","-","-"
"[O-]S(=O)(=O)C1=CC=C([S-])C2=C1C=CC=N2","-","-","8-mercapto-5-sulphoquinoline","-","Koerner","A5793","-","-","-","7.63","Log unit","[S-]c1ccc(S(=O)(=O)[O-])c2c1nccc2","n","25.0","?C","0","","-","5.5491","Log unit","[S-1]-c(ccc1S(=O)(=O)[O-1])c(ncc2)c1c2","-","-"
"CC1=NC2=C(C=C1)C(=CC(=C2[O-])N(=O)=O)S([O-])(=O)=O","-","-","2-methyl-8-hydroxy-7-nitro-5-sulphoquinoline","-","Koerner","A5793","-","-","-","6.24","Log unit","[O-]c1c(cc(S(=O)(=O)[O-])c2ccc(C)nc12)N(=O)=O","n","25.0","?C","8","","-","6.0138","Log unit","S(=O)(=O)([O-1])-c(cc(c1[O-1])N(=O)=O)c(ccc2C)c1n2","-","-"
"NC1=CC=NC2=C1C=CC=C2O","-","-","4-amino-8-hydroxyquinoline","-","Koerner","A5793","-","-","-","10.71","Log unit","n1ccc(N)c2c1c(ccc2)O","oh","25.0","?C","0","","-","9.6259","Log unit","n(ccc1N)c(c(cc2)O)c1c2","-","-"
"CC1=NC(C)=C(C)C(=N1)S([O-])(=O)=O","-","-","2,4,5-trimethyl-6-sulphopyrimidine","-","Koerner","A5793","-","-","-","2.33","Log unit","n1c(nc(S(=O)(=O)[O-])c(c1C)C)C","1","25.0","?C","7","","-","2.1966","Log unit","S(=O)(=O)([O-1])-c(nc(n1)C)c(c1C)C","-","-"
"CC1=NC(N)=NC(C)=N1","-","-","2-amino-4,6-dimethyl-1,3,5-triazine","-","Koerner","A5793","-","-","-","3.56","Log unit","n1c(nc(nc1C)N)C","3","25.0","?C","7","","-","5.705","Log unit","n(c(nc1C)N)c(n1)C","-","-"
"NC1=NN=C(CC2=CC=C(Cl)C=C2)C(N)=N1","-","-","3,5-diamino-6-(p-chlorobenzyl)1,2,4-triazine","-","Koerner","A5793","-","-","-","6.47","Log unit","n1nc(Cc2ccc(Cl)cc2)c(nc1N)N","6","25.0","?C","8","","-","6.5667","Log unit","Cl-c(ccc1C-c(nnc2N)c(n2)N)cc1","-","-"
"NC1=NN=C(C(N)=N1)C1=CC=C(Cl)C=C1","-","-","3,5-diamino-6-(p-chlorophenyl)1,2,4-triazine","-","Koerner","A5793","-","-","-","6.07","Log unit","n1nc(c2ccc(Cl)cc2)c(nc1N)N","6","25.0","?C","7","","-","6.0668","Log unit","Cl-c(ccc1-c(nnc2N)c(n2)N)cc1","-","-"
"NC1=NC(=NC([O-])=N1)C1=CC=CC=C1","-","-","2-amino-4-hydroxy-6-phenyl-1,3,5-triazine","-","Koerner","A5793","-","-","-","8.1","Log unit","[O-]c1nc(c2ccccc2)nc(n1)N","5","25.0","?C","8","","-","14.7401","Log unit","c(ccc1-c(nc(n2)[O-1])nc2N)cc1","-","-"
"CC1=NC(C)=C(C)N=N1","-","-","3,5,6-trimethyl-1,2,4-triazine","-","Koerner","A5793","-","-","-","2.8","Log unit","n1nc(nc(c1C)C)C","3","25.0","?C","1","","-","2.6505","Log unit","n(nc(C)c1C)c(n1)C","-","-"
"NC1=NC(CO)=NC(N)=N1","-","-","2,4-diamino-6-hydroxymethyl-1,3,5-triazine","-","Koerner","A5793","-","-","-","3.8","Log unit","n1c(nc(nc1CO)N)N","6","25.0","?C","2","","-","5.2529","Log unit","n(c(nc1CO)N)c(n1)N","-","-"
"Oc1cc2ccccc2c[n+]1","-","-","3-hydroxyisoquinoline","-","Koerner","A5793","-","-","-","2.18","Log unit","Oc1[n+]cc2ccccc2c1","oh","25.0","?C","3","","-","2.8352","Log unit","c1[n+1]c(O)cc2ccccc12","-","-"
"Sc1[n+]ccc2ccccc12","-","-","1-mercaptoisoquinoline","-","Koerner","A5793","-","-","-","-1.9","Log unit","Sc1[n+]ccc2c1cccc2","sh","25.0","?C","0","","-","6.6169","Log unit","S-c([n+1]cc1)c(ccc2)c1c2","-","-"
"Sc1cc2ccccc2c[n+]1","-","-","3-mercaptoisoquinoline","-","Koerner","A5793","-","-","-","0.39","Log unit","Sc1[n+]cc2ccccc2c1","sh","25.0","?C","0","","-","6.6024","Log unit","S-c([n+1]cc1cc2)cc1cc2","-","-"
"Sc1ccc(Br)c2ccc[n+]c12","-","-","5-bromo-8-mercaptoquinoline","-","Koerner","A5793","-","-","-","1.43","Log unit","Sc1ccc(Br)c2ccc[n+]c12","sh","25.0","?C","5","","-","4.695","Log unit","Br-c(ccc1S)c(ccc2)c1[n+1]2","-","-"
"Sc1cc(Br)cc2ccc[n+]c12","-","-","6-bromo-8-mercaptoquinoline","-","Koerner","A5793","-","-","-","2.22","Log unit","Sc1cc(Br)cc2c1[n+]ccc2","sh","25.0","?C","4","","-","4.6663","Log unit","Br-c(cc(S)c1[n+1]c2)cc1cc2","-","-"
"OC(=O)c1ccc2ccccc2[n+]1","-","-","2-Carboxyquinoline","-","Koerner","A5793","-","-","-","1.0","Log unit","OC(=O)c1[n+]c2ccccc2cc1","co2h","25.0","?C","12","","-","1.8317","Log unit","c(ccc1cc2)cc1[n+1]c2C(=O)O","-","-"
"OC(=O)c1cccc2ccc[n+]c12","-","-","8-Carboxyquinoline","-","Koerner","A5793","-","-","-","1.82","Log unit","OC(=O)c1c2[n+]cccc2ccc1","co2h","25.0","?C","12","","-","0.1098","Log unit","[n+1](ccc1)c(c1cc2)c(c2)C(=O)O","-","-"
"Fc1ccc(S)c2[n+]cccc12","-","-","5-fluoro-8-mercaptoquinoline","-","Koerner","A5793","-","-","-","1.97","Log unit","Sc1ccc(F)c2c1[n+]ccc2","sh","25.0","?C","0","","-","4.6593","Log unit","S-c(ccc1F)c([n+1]cc2)c1c2","-","-"
"NNc1ccc2ccccc2[n+]1","-","-","2-Hydrazinoquinoline","-","Koerner","A5793","-","-","-","2.0","Log unit","NNc1[n+]c2ccccc2cc1","4","25.0","?C","11","","-","3.2877","Log unit","c(ccc1cc2)cc1[n+1]c2NN","-","-"
"NNc1c[n+]c2ccccc2c1","-","-","3-hydrazinoquinoline","-","Koerner","A5793","-","-","-","2.47","Log unit","NNc1cc2ccccc2[n+]c1","4","25.0","?C","7","","-","4.2396","Log unit","c(ccc1cc2NN)cc1[n+1]c2","-","-"
"NNc1cc[n+]c2ccccc12","-","-","4-hydrazinoquinoline","-","Koerner","A5793","-","-","-","0.8","Log unit","NNc1c2ccccc2[n+]cc1","4","25.0","?C","7","","-","5.0249","Log unit","c(ccc1c(c2)NN)cc1[n+1]c2","-","-"
"NNc1ccc2[n+]cccc2c1","-","-","6-hydrazinoquinoline","-","Koerner","A5793","-","-","-","3.53","Log unit","c1c[n+]c2ccc(NN)cc2c1","4","25.0","?C","2","","-","4.8256","Log unit","[n+1](ccc1)c(ccc2NN)c1c2","-","-"
"NNc1ccc2ccc[n+]c2c1","-","-","7-hydrazinoquinoline","-","Koerner","A5793","-","-","-","2.8","Log unit","NNc1cc2[n+]cccc2cc1","4","25.0","?C","9","","-","4.687","Log unit","[n+1](ccc1)c(cc(c2)NN)c1c2","-","-"
"NNc1cccc2ccc[n+]c12","-","-","8-hydrazinoquinoline","-","Koerner","A5793","-","-","-","1.3","Log unit","NNc1c2[n+]cccc2ccc1","4","25.0","?C","9","","-","4.7681","Log unit","[n+1](ccc1)c(c(cc2)NN)c1c2","-","-"
"Cc1cc(NN)[n+]c2ccccc12","-","-","2-hydrazino-4-methylquinoline","-","Koerner","A5793","-","-","-","2.8","Log unit","NNc1[n+]c2ccccc2c(c1)C","4","25.0","?C","12","","-","3.3564","Log unit","c(ccc1c(c2)C)cc1[n+1]c2NN","-","-"
"Oc1ccc2ccccc2[n+]1","-","-","2-Hydroxyquinoline","-","Koerner","A5793","-","-","-","-0.31","Log unit","Oc1[n+]c2ccccc2cc1","oh","25.0","?C","4","","-","3.557","Log unit","[n+1](c(cc1)O)c(ccc2)c1c2","-","-"
"Oc1cc[n+]c2ccccc12","-","-","4-Hydroxyquinoline","-","Koerner","A5793","-","-","-","2.2","Log unit","Oc1cc[n+]c2ccccc12","oh","25.0","?C","4","","-","7.3818","Log unit","[n+1](ccc1O)c(ccc2)c1c2","-","-"
"Sc1ccc(I)c2ccc[n+]c12","-","-","5-iodo-8-mercaptoquinoline","-","Koerner","A5793","-","-","-","1.34","Log unit","Sc1ccc(I)c2ccc[n+]c12","sh","25.0","?C","5","","-","4.7365","Log unit","I-c(ccc1S)c(ccc2)c1[n+1]2","-","-"
"Sc1ccc2ccccc2[n+]1","-","-","2-Mercaptoquinoline","-","Koerner","A5793","-","-","-","-1.44","Log unit","Sc1[n+]c2ccccc2cc1","sh","25.0","?C","0","","-","6.7149","Log unit","S-c([n+1]c(ccc1)c2c1)cc2","-","-"
"Sc1c[n+]c2ccccc2c1","-","-","3-mercaptoquinoline","-","Koerner","A5793","-","-","-","2.3","Log unit","Sc1c[n+]c2ccccc2c1","sh","25.0","?C","0","","-","5.2193","Log unit","S-c(c[n+1]c1cc2)cc1cc2","-","-"
"Sc1cc[n+]c2ccccc12","-","-","4-mercaptoquinoline","-","Koerner","A5793","-","-","-","0.77","Log unit","Sc1cc[n+]c2c1cccc2","sh","25.0","?C","0","","-","5.346","Log unit","S-c(cc[n+1]1)c(ccc2)c1c2","-","-"
"Sc1ccc2[n+]cccc2c1","-","-","6-mercaptoquinoline","-","Koerner","A5793","-","-","-","3.91","Log unit","Sc1ccc2[n+]cccc2c1","sh","25.0","?C","0","","-","5.347","Log unit","S-c(ccc1[n+1]c2)cc1cc2","-","-"
"Sc1cccc2ccc[n+]c12","-","-","8-Mercaptoquinoline","-","Koerner","A5793","-","-","-","2.015","Log unit","Sc1cccc2c1[n+]ccc2","sh","25.0","?C","0","","-","5.1948","Log unit","S-c(ccc1)c([n+1]cc2)c1c2","-","-"
"Cc1cc(S)c2[n+]ccc(C)c2c1","-","-","8-mercapto-4,6-dimethylquinoline","-","Koerner","A5793","-","-","-","2.3","Log unit","Sc1cc(cc2c1[n+]ccc2C)C","sh","25.0","?C","0","","-","5.4737","Log unit","S-c(cc(c1)C)c([n+1]cc2)c1c2C","-","-"
"Cc1ccc2cccc(S)c2[n+]1","-","-","8-mercapto-2-methylquinoline","-","Koerner","A5793","-","-","-","2.28","Log unit","Sc1cccc2c1[n+]c(cc2)C","sh","25.0","?C","0","","-","5.3613","Log unit","S-c(ccc1)c([n+1]c(c2)C)c1c2","-","-"
"Cc1cc[n+]c2c(S)cccc12","-","-","8-mercapto-4-methylquinoline","-","Koerner","A5793","-","-","-","2.07","Log unit","Sc1cccc2c1[n+]ccc2C","sh","25.0","?C","0","","-","5.3367","Log unit","S-c(ccc1)c([n+1]cc2)c1c2C","-","-"
"Cc1cc(S)c2[n+]cccc2c1","-","-","8-mercapto-6-methylquinoline","-","Koerner","A5793","-","-","-","2.11","Log unit","Sc1cc(cc2c1[n+]ccc2)C","sh","25.0","?C","0","","-","5.3552","Log unit","S-c(cc(c1)C)c([n+1]cc2)c1c2","-","-"
"Cc1ccc2ccc[n+]c2c1S","-","-","8-mercapto-7-methylquinoline","-","Koerner","A5793","-","-","-","2.25","Log unit","Sc1c(ccc2c1[n+]ccc2)C","sh","25.0","?C","0","","-","5.35","Log unit","S-c(c(cc1)C)c([n+1]cc2)c1c2","-","-"
"Sc1cccc2ccc([n+]c12)C1=CC=CC=C1","-","-","8-mercapto-2-phenylquinoline","-","Koerner","A5793","-","-","-","1.28","Log unit","Sc1cccc2c1[n+]c(cc2)c1ccccc1","sh","25.0","?C","0","","-","5.8102","Log unit","S-c(ccc1)c([n+1]c(c2)-c(ccc3)cc3)c1c2","-","-"
"[O-]S(=O)(=O)c1ccc(S)c2[n+]cccc12","-","-","8-mercapto-5-sulphoquinoline","-","Koerner","A5793","-","-","-","0.92","Log unit","[O-]S(=O)(=O)c1ccc(S)c2[n+]cccc12","sh","25.0","?C","8","","-","-2.7023","Log unit","S-c(ccc1S(=O)(=O)[O-1])c([n+1]cc2)c1c2","-","-"
"Cc1ccc2c(cc(c(O)c2[n+]1)N(=O)=O)S([O-])(=O)=O","-","-","2-methyl-8-hydroxy-7-nitro-5-sulphoquinoline","-","Koerner","A5793","-","-","-","0.7","Log unit","Oc1c(cc(S(=O)(=O)[O-])c2ccc(C)[n+]c12)N(=O)=O","oh","25.0","?C","8","","-","2.8302","Log unit","S(=O)(=O)([O-1])-c(cc(c1O)N(=O)=O)c(ccc2C)c1[n+1]2","-","-"
