"SMILES","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","IC group given","Temperature","UNIT {Temperature}","CASRN"
"C[C@@H](N)CC1=CC=C2OCOC2=C1","3,4-Methylenedioxyamphetamine ","-","A3633","-","476","2","9.67","Log unit","9.67","Log unit","NC(Cc1cc2c(cc1)OCO2)C","","-","","","-","amine (primary)","25.0","?C","4764-17-4"
"C[C@@H](N)CCC1=CC=CC=C1","BENZENEPROPANAMINE, ?-METHYL-","-","A3633","-","476","2","9.79","Log unit","9.79","Log unit","NC(CCc1ccccc1)C","","-","","","-","amine (primary)","25.0","?C","22374-89-6"
"NCCCC1=CC=CC=C1","3-PHENYL PROPYLAMINE","-","A3633","-","476","2","10.16","Log unit","10.16","Log unit","NCCCc1ccccc1","","-","","","-","amine (primary)","25.0","?C","2038-57-5"
"NCCCCC1=CC=CC=C1","4-Phenylbutylamine","-","A3633","-","476","2","10.36","Log unit","10.36","Log unit","NCCCCc1ccccc1","","-","","","-","amine (primary)","25.0","?C","13214-66-9"
"CC(C)CN","Isobutylamine","-","A3633","-","476","2","10.68","Log unit","10.68","Log unit","NCC(C)C","","-","","","-","amine (primary)","25.0","?C","78-81-9"
"NCC1=CC=CO1","2-AMINOMETHYLFURAN","-","A3633","-","476","2","8.89","Log unit","8.89","Log unit","NCc1occc1","","-","","","-","amine (primary)","30.0","?C","617-89-0"
"NCC(F)(F)F","2,2,2-trifluoroethylamine","-","A3633","-","476","2","5.7","Log unit","5.7","Log unit","NCC(F)(F)F","","-","","","-","amine (primary)","","-","753-90-2"
"COC1=CC(CCN)=CC(OC)=C1OC","Mescaline","-","A3633","-","476","2","9.56","Log unit","9.56","Log unit","NCCc1cc(c(c(c1)OC)OC)OC","","-","","","-","amine (primary)","","-","54-04-6"
"NCC=C","allylamine","-","A3633","-","476","2","9.7","Log unit","9.7","Log unit","NCC=C","","-","","","-","amine (primary)","","-","107-11-9"
"CC[C@@H](C)N","SEC-BUTYLAMINE","-","A3633","-","476","2","10.56","Log unit","10.56","Log unit","NC(CC)C","","-","","","-","amine (primary)","","-","513-49-5"
"CN","Methylamine","-","A3633","-","476","2","10.62","Log unit","10.62","Log unit","NC","","-","","","-","amine (primary)","","-","74-89-5"
"CC(C)N","Isopropylamine","-","A3633","-","476","2","10.63","Log unit","10.63","Log unit","NC(C)C","","-","","","-","amine (primary)","","-","75-31-0"
"CC(C)(C)N","t-Butylamine","-","A3633","-","476","2","10.68","Log unit","10.68","Log unit","NC(C)(C)C","","-","","","-","amine (primary)","","-","75-64-9"
"NC1=CC(=CC=C1)C(O)=O","3-Aminobenzoic acid","-","A3633","-","475","1","3.07","Log unit","3.07","Log unit","Nc1cc(ccc1)C(=O)O","","-","","","-","aniline","25.0","?C","99-05-8"
"NC1=CC=C(C=C1)C(O)=O","4-Aminobenzoic acid","-","A3633","-","475","1","2.38","Log unit","2.38","Log unit","Nc1ccc(cc1)C(=O)O","","-","","","-","aniline","25.0","?C","150-13-0"
"NC1=CC(O)=C(C=C1)C(O)=O","P-AMINOSALICYLIC ACID","-","A3633","-","475","1","2.05","Log unit","2.05","Log unit","Nc1cc(c(cc1)C(=O)O)O","","-","","","-","aniline","25.0","?C","65-49-6"
"NC1=CC=C(O)C=C1","Phenol, 4-amino-","-","A3633","-","475","1","5.48","Log unit","5.48","Log unit","Nc1ccc(cc1)O","","-","","","-","aniline","","-","123-30-8"
"NC1=CC(O)=CC=C1","Phenol, 3-amino-","-","A3633","-","475","1","4.37","Log unit","4.37","Log unit","Nc1cc(ccc1)O","","-","","","-","aniline","20.0","?C","591-27-5"
"NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O","3,5-dinitroaniline","-","A3633","-","475","1","0.298","Log unit","0.298","Log unit","Nc1cc(cc([N+](=O)[O-])c1)[N+](=O)[O-]","","-","","","-","aniline","15.0","?C","618-87-1"
"NC1=CC(Cl)=CC(Cl)=C1","3,5-Dichloroaniline","-","A3633","-","475","1","2.509","Log unit","2.509","Log unit","Nc1cc(cc(Cl)c1)Cl","","-","","","-","aniline","15.0","?C","626-43-7"
"NC1=CC=C(C=C1)C1=CC=CC=C1","4-Aminobiphenyl","-","A3633","-","475","1","4.35","Log unit","4.35","Log unit","Nc1ccc(cc1)c1ccccc1","","-","","","-","aniline","18.0","?C","92-67-1"
"CC1=C(C=CC(N)=C1)[N+]([O-])=O","3-METHYL-4-NITROANILINE","-","A3633","-","475","1","1.64","Log unit","1.64","Log unit","Nc1cc(c([N+](=O)[O-])cc1)C","","-","","","-","aniline","20.0","?C","611-05-2"
"NC1=CC=C(C=C1)C(=O)C1=CC=CC=C1","4-Benzoylaniline","-","A3633","-","475","1","2.24","Log unit","2.24","Log unit","Nc1ccc(cc1)C(=O)c1ccccc1","","-","","","-","aniline","20.0","?C","1137-41-3"
"CC1=CC(N)=CC(C)=C1[N+]([O-])=O","3,5-DIMETHYL-4-NITROBENZENAMINE","-","A3633","-","475","1","2.54","Log unit","2.54","Log unit","Nc1cc(c([N+](=O)[O-])c(c1)C)C","","-","","","-","aniline","21.0","?C","34761-82-5"
"CC1=CC(=C(N)C=C1)[N+]([O-])=O","2-NITRO-P-TOLUIDINE","-","A3633","-","475","1","0.403","Log unit","0.403","Log unit","Nc1c([N+](=O)[O-])cc(cc1)C","","-","","","-","aniline","25.0","?C","89-62-3"
"CS(=O)(=O)C1=CC=C(N)C=C1","4-METHYLSULFONYLANILINE","-","A3633","-","475","1","1.35","Log unit","1.35","Log unit","Nc1ccc(S(=O)(=O)C)cc1","","-","","","-","aniline","25.0","?C","5470-49-5"
"NC1=CC(=C(Cl)C=C1)[N+]([O-])=O","BENZENAMINE, 4-CHLORO-3-NITRO-","-","A3633","-","475","1","1.9","Log unit","1.9","Log unit","Nc1ccc(c([N+](=O)[O-])c1)Cl","","-","","","-","aniline","25.0","?C","635-22-3"
"NC1=CC=C(C=C1)C(F)(F)F","p-Trifluoromethylaniline","-","A3633","-","475","1","2.45","Log unit","2.45","Log unit","Nc1ccc(C(F)(F)F)cc1","","-","","","-","aniline","25.0","?C","455-14-1"
"COC(=O)C1=CC=C(N)C=C1","METHYL P-AMINOBENZOATE","-","A3633","-","475","1","2.47","Log unit","2.47","Log unit","Nc1ccc(cc1)C(=O)OC","","-","","","-","aniline","25.0","?C","619-45-4"
"CCCCOC(=O)C1=CC=C(N)C=C1","BUTYL-P-AMINOBENZOATE","-","A3633","-","475","1","2.472","Log unit","2.472","Log unit","Nc1ccc(cc1)C(=O)OCCCC","","-","","","-","aniline","25.0","?C","94-25-7"
"CCCOC(=O)C1=CC=C(N)C=C1","Propyl-p-aminobenzoate","-","A3633","-","475","1","2.49","Log unit","2.49","Log unit","Nc1ccc(cc1)C(=O)OCCC","","-","","","-","aniline","25.0","?C","94-12-2"
"CCOC(=O)C1=CC=C(N)C=C1","P-AMINOBENZOIC ACID, ETHYL ESTER","-","A3633","-","475","1","2.508","Log unit","2.508","Log unit","Nc1ccc(cc1)C(=O)OCC","","-","","","-","aniline","25.0","?C","94-09-7"
"NC1=CC(Cl)=C(Cl)C=C1","3,4-dichloroaniline","-","A3633","-","475","1","2.968","Log unit","2.968","Log unit","Nc1ccc(c(Cl)c1)Cl","","-","","","-","aniline","25.0","?C","95-76-1"
"NC1=CC=CC(=C1)C(F)(F)F","3-trifluoromethylaniline","-","A3633","-","475","1","3.49","Log unit","3.49","Log unit","Nc1cc(C(F)(F)F)ccc1","","-","","","-","aniline","25.0","?C","98-16-8"
"NC1=CC=CC(Br)=C1","m-Bromoaniline","-","A3633","-","475","1","3.58","Log unit","3.58","Log unit","Nc1cc(Br)ccc1","","-","","","-","aniline","25.0","?C","591-19-5"
"NC1=CC=CC(I)=C1","Benzenamine, 3-iodo-","-","A3633","-","475","1","3.61","Log unit","3.61","Log unit","Nc1cc(I)ccc1","","-","","","-","aniline","25.0","?C","626-01-7"
"NC1=CC=C(I)C=C1","BENZENAMINE, 4-IODO-","-","A3633","-","475","1","3.78","Log unit","3.78","Log unit","Nc1ccc(I)cc1","","-","","","-","aniline","25.0","?C","540-37-4"
"NC1=CC=C(Br)C=C1","P-BROMOANILINE","-","A3633","-","475","1","3.86","Log unit","3.86","Log unit","Nc1ccc(Br)cc1","","-","","","-","aniline","25.0","?C","106-40-1"
"CC1=C(Br)C=CC(N)=C1","4-BROMO-3-METHYLANILINE","-","A3633","-","475","1","4.05","Log unit","4.05","Log unit","Nc1cc(c(Br)cc1)C","","-","","","-","aniline","25.0","?C","6933-10-4"
"NC1=C(C=CC=C1)C(O)=O","2-aminobenzoic acid","-","A3633","-","475","1","2.14","Log unit","2.14","Log unit","Nc1c(cccc1)C(=O)O","","-","","","-","aniline","","-","118-92-3"
"NC1=C(O)C=CC=C1","o-Aminophenol","-","A3633","-","475","1","4.84","Log unit","4.84","Log unit","Nc1c(cccc1)O","","-","","","-","aniline","20.0","?C","95-55-6"
"NC1=C(O)C=CC(=C1)[N+]([O-])=O","2-amino-4-nitrophenol","-","A3633","-","475","1","3.1","Log unit","3.1","Log unit","Nc1cc([N+](=O)[O-])ccc1O","","-","","","-","aniline","25.0","?C","99-57-0"
"NC1=C(Br)C=C(Br)C=C1","2,4-DIBROMOANILINE","-","A3633","-","475","1","2.3","Log unit","2.3","Log unit","Nc1c(Br)cc(cc1)Br","","-","","","-","aniline","15.0","?C","615-57-6"
"CC1=C(C=C(N)C=C1)[N+]([O-])=O","3-Nitro-4-toluidine","-","A3633","-","475","1","3.03","Log unit","3.03","Log unit","Nc1cc([N+](=O)[O-])c(cc1)C","","-","","","-","aniline","17.0","?C","119-32-4"
"NC1=C(C=CC=C1)C1=CC=CC=C1","2-Aminobiphenyl","-","A3633","-","475","1","3.83","Log unit","3.83","Log unit","Nc1c(cccc1)c1ccccc1","","-","","","-","aniline","18.0","?C","90-41-5"
"NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O","2,6-DICHLORO-4-NITROANILINE","-","A3633","-","475","1","-2.55","Log unit","-2.55","Log unit","Nc1c(cc([N+](=O)[O-])cc1Cl)Cl","","-","","","-","aniline","20.0","?C","99-30-9"
"CC1=CC(=CC(C)=C1N)[N+]([O-])=O","2,6-DIMETHYL-4-NITROBENZENAMINE","-","A3633","-","475","1","0.98","Log unit","0.98","Log unit","Nc1c(cc([N+](=O)[O-])cc1C)C","","-","","","-","aniline","22.0","?C","16947-63-0"
"NC1=C(Cl)C=CC(Cl)=C1","2,5-Dichloroaniline","-","A3633","-","475","1","2.05","Log unit","2.05","Log unit","Nc1c(Cl)ccc(c1)Cl","","-","","","-","aniline","25.0","?C","95-82-9"
"NC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O","2,4-Dinitroaniline","-","A3633","-","475","1","-4.25","Log unit","-4.25","Log unit","Nc1c([N+](=O)[O-])cc(cc1)[N+](=O)[O-]","","-","","","-","aniline","25.0","?C","97-02-9"
"NC1=C(C=C(Cl)C=C1)[N+]([O-])=O","4-CHLORO-2-NITROANILINE","-","A3633","-","476","1","-1.02","Log unit","-1.02","Log unit","Nc1c([N+](=O)[O-])cc(cc1)Cl","","-","","","-","aniline","25.0","?C","89-63-4"
"NC1=C(Cl)C=C(C=C1)[N+]([O-])=O","2-Chloro-4-nitroaniline","-","A3633","-","476","1","-0.94","Log unit","-0.94","Log unit","Nc1c(cc([N+](=O)[O-])cc1)Cl","","-","","","-","aniline","25.0","?C","121-87-9"
"NC1=C(F)C(F)=C(F)C(F)=C1F","2,3,4,5,6-PENTAFLUOROANILINE","-","A3633","-","476","1","-0.28","Log unit","-0.28","Log unit","Nc1c(c(c(F)c(c1F)F)F)F","","-","","","-","aniline","25.0","?C","771-60-8"
"NC1=C(Cl)C=CC=C1Cl","2,6-DICHLOROANILINE","-","A3633","-","476","1","0.422","Log unit","0.422","Log unit","Nc1c(Cl)cccc1Cl","","-","","","-","aniline","25.0","?C","608-31-1"
"COC1=CC(=C(N)C=C1)[N+]([O-])=O","BENZENAMINE, 4-METHOXY-2-NITRO-","-","A3633","-","476","1","0.77","Log unit","0.77","Log unit","Nc1c([N+](=O)[O-])cc(cc1)OC","","-","","","-","aniline","25.0","?C","96-96-8"
"CC1=C(N)C=CC(=C1)[N+]([O-])=O","4-NITRO-2-TOLUIDINE","-","A3633","-","476","1","1.04","Log unit","1.04","Log unit","Nc1c(cc([N+](=O)[O-])cc1)C","","-","","","-","aniline","25.0","?C","99-52-5"
"NC1=CC=CC(Cl)=C1Cl","2,3-DICHLOROANILINE","-","A3633","-","476","1","1.761","Log unit","1.761","Log unit","Nc1c(Cl)c(ccc1)Cl","","-","","","-","aniline","25.0","?C","608-27-5"
"NC1=C(Cl)C=C(Cl)C=C1","2,4-dichloroaniline","-","A3633","-","476","1","2.0","Log unit","2.0","Log unit","Nc1c(Cl)cc(cc1)Cl","","-","","","-","aniline","25.0","?C","554-00-7"
"CCOC(=O)C1=C(N)C=CC=C1","O-AMINOBENZOIC ACID, ETHYL ESTER","-","A3633","-","476","1","2.18","Log unit","2.18","Log unit","Nc1c(cccc1)C(=O)OCC","","-","","","-","aniline","25.0","?C","87-25-2"
"COC(=O)C1=C(N)C=CC=C1","METHYL ANTHRANILATE","-","A3633","-","476","1","2.23","Log unit","2.23","Log unit","Nc1c(cccc1)C(=O)OC","","-","","","-","aniline","25.0","?C","134-20-3"
"CC1=C(N)C=C(C=C1)[N+]([O-])=O","5-NITRO-2-TOLUIDINE","-","A3633","-","476","1","2.345","Log unit","2.345","Log unit","Nc1cc([N+](=O)[O-])ccc1C","","-","","","-","aniline","25.0","?C","99-55-8"
"CC1=C(C)C(=C(C)C(C)=C1N)[N+]([O-])=O","2,3,5,6-TETRAMETHYL-4-NITROBENZENAMINE","-","A3633","-","476","1","2.36","Log unit","2.36","Log unit","Nc1c(c(c([N+](=O)[O-])c(c1C)C)C)C","","-","","","-","aniline","25.0","?C","13171-61-4"
"COC1=C(N)C=C(C=C1)[N+]([O-])=O","2-METHOXY-5-NITROANILINE","-","A3633","-","476","1","2.49","Log unit","2.49","Log unit","Nc1cc([N+](=O)[O-])ccc1OC","","-","","","-","aniline","25.0","?C","99-59-2"
"NC1=C(Br)C=CC=C1","o-Bromoaniline","-","A3633","-","476","1","2.53","Log unit","2.53","Log unit","Nc1c(Br)cccc1","","-","","","-","aniline","25.0","?C","615-36-1"
"NC1=C(I)C=CC=C1","2-Iodoaniline","-","A3633","-","476","1","2.6","Log unit","2.6","Log unit","Nc1c(I)cccc1","","-","","","-","aniline","25.0","?C","615-43-0"
"NC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O","2,6-Dinitroaniline","-","A3633","-","476","1","-5.0","Log unit","-5.0","Log unit","Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-]","","-","","","-","aniline","","-","606-22-4"
"NC1=C(Cl)C=C(Cl)C=C1Cl","2,4,6-trichloroaniline","-","A3633","-","476","1","-0.03","Log unit","-0.03","Log unit","Nc1c(Cl)cc(cc1Cl)Cl","","-","","","-","aniline","","-","634-93-5"
"NC1=CC(Cl)=C(Cl)C=C1Cl","2,4,5-Trichloroaniline","-","A3633","-","476","1","1.09","Log unit","1.09","Log unit","Nc1cc(c(Cl)cc1Cl)Cl","","-","","","-","aniline","","-","636-30-6"
"COC1=CC(N)=C(OC)C=C1","2,5-DIMETHOXYANILINE","-","A3633","-","476","1","3.93","Log unit","3.93","Log unit","Nc1c(ccc(c1)OC)OC","","-","","","-","aniline","","-","102-56-7"
"C[C@H](O)C(O)=O","Lactic acid","-","A3183","-","466","6","3.86","Log unit","3.86","Log unit","OC(=O)C(O)C","","-","","","-","aliph. carboxylic acid","20.0","?C","50-21-5"
"COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O","Indomethacin","-","A3183","-","466","6","4.5","Log unit","4.5","Log unit","OC(=O)Cc1c2c(n(C(=O)c3ccc(Cl)cc3)c1C)ccc(c2)OC","","-","","","-","aliph. carboxylic acid","","-","53-86-1"
"NC1=CC=C(C=C1)C(=O)NCC(O)=O","N-(4-AMINOBENZOYL)-GLYCINE","-","A3183","-","466","6","3.8","Log unit","3.8","Log unit","OC(=O)CNC(=O)c1ccc(cc1)N","","-","","","-","aliph. carboxylic acid","","-","61-78-9"
"CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@@H]1C(O)=O","Benzylpenicillin","-","A3183","-","466","6","2.74","Log unit","2.74","Log unit","OC(=O)C1N2C(SC1(C)C)C(C2=O)NC(=O)Cc1ccccc1","","-","","","-","aliph. carboxylic acid","25.0","?C","61-33-6"
"COC1=CC=CC(OC)=C1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@H](N2C1=O)C(O)=O","Methicillin","-","A3183","-","466","6","2.77","Log unit","2.77","Log unit","OC(=O)C1N2C(SC1(C)C)C(C2=O)NC(=O)c1c(cccc1OC)OC","","-","","","-","aliph. carboxylic acid","","-","61-32-5"
"OC(=O)CI","IODO-ACETIC ACID","-","A3183","-","466","6","3.15","Log unit","3.15","Log unit","OC(=O)CI","","-","","","-","aliph. carboxylic acid","","-","64-69-7"
"CC(O)=O","acetic acid","-","A3183","-","466","6","4.76","Log unit","4.76","Log unit","OC(=O)C","","-","","","-","aliph. carboxylic acid","25.0","?C","64-19-7"
"OC(=O)CS","Mercaptoacetic acid","-","A3183","-","466","6","3.55","Log unit","3.55","Log unit","OC(=O)CS","","-","","","-","aliph. carboxylic acid","","-","68-11-1"
"CC(Cl)(Cl)C(O)=O","DALAPON","-","A3183","-","466","6","1.79","Log unit","1.79","Log unit","OC(=O)C(Cl)(Cl)C","","-","","","-","aliph. carboxylic acid","","-","75-99-0"
"CC(C)(C)C(O)=O","2,2-Dimethyl propanoic acid","-","A3183","-","466","6","5.031","Log unit","5.031","Log unit","OC(=O)C(C)(C)C","","-","","","-","aliph. carboxylic acid","25.0","?C","75-98-9"
"OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","benzilic acid","-","A3183","-","466","6","3.05","Log unit","3.05","Log unit","OC(=O)C(O)(c1ccccc1)c1ccccc1","","-","","","-","aliph. carboxylic acid","18.0","?C","76-93-7"
"OC(=O)C(F)(F)F","Trifluoroacetic acid","-","A3183","-","466","6","0.52","Log unit","0.52","Log unit","OC(=O)C(F)(F)F","","-","","","-","aliph. carboxylic acid","25.0","?C","76-05-1"
"OC(=O)C(Cl)(Cl)Cl","TRICHLOROACETIC ACID","-","A3183","-","466","6","0.512","Log unit","0.512","Log unit","OC(=O)C(Cl)(Cl)Cl","","-","","","-","aliph. carboxylic acid","","-","76-03-9"
"C[C@@]12[C@H]3[C@H](C(O)=O)[C@@]45CC(=C)[C@@](O)(C4)CC[C@H]5[C@]3(OC1=O)C=C[C@@H]2O","gibberellic acid","-","A3183","-","466","6","4.0","Log unit","4.0","Log unit","OC(=O)C1C2[C@@]3(OC(=O)[C@@]2(C(C=C3)O)C)C2[C@@]31C[C@@](CC2)(C(=C)C3)O","","-","","","-","aliph. carboxylic acid","","-","77-06-5"
"OC(=O)C(Cl)Cl","DICHLOROACETIC ACID","-","A3183","-","466","6","1.26","Log unit","1.26","Log unit","OC(=O)C(Cl)Cl","","-","","","-","aliph. carboxylic acid","","-","79-43-6"
"CC(C)C(O)=O","isobutyric acid","-","A3183","-","466","6","4.84","Log unit","4.84","Log unit","OC(=O)C(C)C","","-","","","-","aliph. carboxylic acid","20.0","?C","79-31-2"
"OCC(O)=O","hydroxyacetic acid","-","A3183","-","466","6","3.83","Log unit","3.83","Log unit","OC(=O)CO","","-","","","-","aliph. carboxylic acid","","-","79-14-1"
"OC(=O)CCl","chloroacetic acid","-","A3183","-","466","6","2.866","Log unit","2.866","Log unit","OC(=O)CCl","","-","","","-","aliph. carboxylic acid","25.0","?C","79-11-8"
"CCC(O)=O","Propionic Acid","-","A3183","-","466","6","4.875","Log unit","4.875","Log unit","OC(=O)CC","","-","","","-","aliph. carboxylic acid","","-","79-09-4"
"OC(=O)CBr","Bromoacetic Acid","-","A3183","-","466","6","2.89","Log unit","2.89","Log unit","OC(=O)CBr","","-","","","-","aliph. carboxylic acid","20.0","?C","79-08-3"
"C[C@H](CCC(O)=O)[C@@H]1CC[C@@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]12C","cholic acid","-","A3183","-","466","6","4.98","Log unit","4.98","Log unit","OC(=O)CCC(C1[C@@]2(C(O)CC3C(C2CC1)C(CC1[C@@]3(CCC(C1)O)C)O)C)C","","-","","","-","aliph. carboxylic acid","20.0","?C","81-25-4"
"OC(=O)CC1=C(Cl)C=CC(Cl)=C1Cl","Fenac","-","A3183","-","466","6","3.7","Log unit","3.7","Log unit","OC(=O)Cc1c(Cl)c(ccc1Cl)Cl","","-","","","-","aliph. carboxylic acid","25.0","?C","85-34-7"
"OC(=O)CC1=CC=CC2=C1C=CC=C2","NAPHTHALENEACETIC ACID","-","A3183","-","466","6","4.23","Log unit","4.23","Log unit","OC(=O)Cc1c2c(ccc1)cccc2","","-","","","-","aliph. carboxylic acid","25.0","?C","86-87-3"
"OC(=O)CC1=CNC2=C1C=CC=C2","indole-3-acetic acid","-","A3183","-","466","6","4.75","Log unit","4.75","Log unit","OC(=O)Cc1c2c([nH]c1)cccc2","","-","","","-","aliph. carboxylic acid","","-","87-51-4"
"CC1(C)S[C@@H]2[C@H](NC(=O)COC3=CC=CC=C3)C(=O)N2[C@@H]1C(O)=O","Phenoxymethylpenicillin","-","A3183","-","466","6","2.79","Log unit","2.79","Log unit","OC(=O)C1N2C(SC1(C)C)C(C2=O)NC(=O)COc1ccccc1","","-","","","-","aliph. carboxylic acid","","-","87-08-1"
"CCC(CC)C(O)=O","2-ethylbutyric acid","-","A3183","-","466","6","4.71","Log unit","4.71","Log unit","OC(=O)C(CC)CC","","-","","","-","aliph. carboxylic acid","20.0","?C","88-09-5"
"O[C@H](C(O)=O)C1=CC=CC=C1","A-HYDROXYPHENYLACETIC ACID","-","A3183","-","466","6","3.41","Log unit","3.41","Log unit","OC(=O)C(O)c1ccccc1","","-","","","-","aliph. carboxylic acid","25.0","?C","90-64-2"
"OC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl","2,4,5-trichlorophenoxyacetic acid","-","A3183","-","466","6","2.833","Log unit","2.833","Log unit","OC(=O)COc1cc(c(Cl)cc1Cl)Cl","","-","","","-","aliph. carboxylic acid","25.0","?C","93-76-5"
"C[C@H](OC1=CC(Cl)=C(Cl)C=C1Cl)C(O)=O","Silvex","-","A3183","-","466","6","2.84","Log unit","2.84","Log unit","OC(=O)C(Oc1cc(c(Cl)cc1Cl)Cl)C","","-","","","-","aliph. carboxylic acid","","-","93-72-1"
"OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1","4-(2,4-DICHLOROPHENOXY)BUTYRIC ACID","-","A3183","-","466","6","4.95","Log unit","4.95","Log unit","OC(=O)CCCOc1c(Cl)cc(cc1)Cl","","-","","","-","aliph. carboxylic acid","25.0","?C","94-82-6"
"COC(=O)C1=CC=NC=C1","I-NICOTINIC ACID, METHYL ESTER","-","A3633","-","479","5","3.26","Log unit","3.26","Log unit","n1ccc(cc1)C(=O)OC","","-","","","-","pyridine (meta/para)","22.0","?C","2459-09-8"
"ClC1=CC(Cl)=CN=C1","3,5-Dichloropyridine","-","A3633","-","479","5","0.67","Log unit","0.67","Log unit","n1cc(Cl)cc(c1)Cl","","-","","","-","pyridine (meta/para)","25.0","?C","2457-47-8"
"OC(=O)C1=CC(=CN=C1)C(O)=O","DINICOTINIC ACID","-","A3633","-","479","5","1.1","Log unit","1.1","Log unit","n1cc(cc(c1)C(=O)O)C(=O)O","","-","","","-","pyridine (meta/para)","25.0","?C","499-81-0"
"ClC1=CN=CC=C1","3-chloropyridine","-","A3633","-","479","5","2.84","Log unit","2.84","Log unit","n1cc(Cl)ccc1","","-","","","-","pyridine (meta/para)","25.0","?C","626-60-8"
"FC1=CN=CC=C1","3-FLUOROPYRIDINE","-","A3633","-","479","5","2.97","Log unit","2.97","Log unit","n1cc(F)ccc1","","-","","","-","pyridine (meta/para)","25.0","?C","372-47-4"
"CC(=O)C1=CN=CC=C1","3-ACETYLPYRIDINE","-","A3633","-","479","5","3.18","Log unit","3.18","Log unit","n1cc(ccc1)C(=O)C","","-","","","-","pyridine (meta/para)","25.0","?C","350-03-8"
"IC1=CN=CC=C1","3-IODOPYRIDINE","-","A3633","-","479","5","3.25","Log unit","3.25","Log unit","n1cc(I)ccc1","","-","","","-","pyridine (meta/para)","25.0","?C","1120-90-7"
"OC(=O)C1=CN=CC=C1","nicotinic acid","-","A3633","-","479","5","2.07","Log unit","2.07","Log unit","n1cc(ccc1)C(=O)O","","-","","","-","pyridine (meta/para)","25.0","?C","59-67-6"
"OCC1=CN=CC=C1","3-pyridinemethanol","-","A3633","-","479","5","4.9","Log unit","4.9","Log unit","n1cc(ccc1)CO","","-","","","-","pyridine (meta/para)","25.0","?C","100-55-0"
"OCC1=CC=NC=C1","4-Pyridinemethanol","-","A3633","-","479","5","5.33","Log unit","5.33","Log unit","n1ccc(cc1)CO","","-","","","-","pyridine (meta/para)","25.0","?C","586-95-8"
"OCCCC1=CN=CC=C1","3-Pyridinepropanol","-","A3633","-","479","5","5.47","Log unit","5.47","Log unit","n1cc(ccc1)CCCO","","-","","","-","pyridine (meta/para)","25.0","?C","2859-67-8"
"CCC1=CN=CC=C1","3-ETHYLPYRIDINE","-","A3633","-","479","5","5.56","Log unit","5.56","Log unit","n1cc(ccc1)CC","","-","","","-","pyridine (meta/para)","25.0","?C","536-78-7"
"C(C1=CC=CC=C1)C1=CC=NC=C1","4-Benzylpyridine","-","A3633","-","479","5","5.59","Log unit","5.59","Log unit","n1ccc(cc1)Cc1ccccc1","","-","","","-","pyridine (meta/para)","25.0","?C","2116-65-6"
"OCCC1=CC=NC=C1","4-Pyridineethanol","-","A3633","-","479","5","5.6","Log unit","5.6","Log unit","n1ccc(cc1)CCO","","-","","","-","pyridine (meta/para)","25.0","?C","5344-27-4"
"C=CC1=CC=NC=C1","4-VINYLPYRIDINE","-","A3633","-","479","5","5.62","Log unit","5.62","Log unit","n1ccc(cc1)C=C","","-","","","-","pyridine (meta/para)","25.0","?C","100-43-6"
"CC1=CN=CC=C1","3-METHYLPYRIDINE","-","A3633","-","479","5","5.63","Log unit","5.63","Log unit","n1cc(ccc1)C","","-","","","-","pyridine (meta/para)","25.0","?C","108-99-6"
"OCCCC1=CC=NC=C1","4-Pyridinepropanol","-","A3633","-","479","5","5.84","Log unit","5.84","Log unit","n1ccc(cc1)CCCO","","-","","","-","pyridine (meta/para)","25.0","?C","2629-72-3"
"CCC1=CC=NC=C1","4-ETHYLPYRIDINE","-","A3633","-","479","5","5.87","Log unit","5.87","Log unit","n1ccc(cc1)CC","","-","","","-","pyridine (meta/para)","25.0","?C","536-75-4"
"CC1=CC=NC=C1","4-Methylpyridine","-","A3633","-","479","5","5.98","Log unit","5.98","Log unit","n1ccc(cc1)C","","-","","","-","pyridine (meta/para)","25.0","?C","108-89-4"
"CC(C)(C)C1=CC=NC=C1","4-(TERT-BUTYL)PYRIDINE","-","A3633","-","479","5","5.99","Log unit","5.99","Log unit","n1ccc(cc1)C(C)(C)C","","-","","","-","pyridine (meta/para)","25.0","?C","3978-81-2"
