"SMILES","EXTERNALID","N","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC group given","IC smiles given","IC index predicted","AtomNR of IC","groupsAndICs","CASRN"
"[NH2+]CCOP(O)([O-])=O","-","-","2-Aminoethyl dihydrogen phosphate","-","A5793","-","-","-","5.8","Log unit","5.8","Log unit","25.0","?C","OP(=O)([O-])OCC[NH2+]","6.4316","Log unit","po2h","P(=O)(O)([O-1])OCC[N+1]","2","","","-"
"CN(C)CCSCC[N+](C)C","-","-","bisdimethylaminoethyl sulphide","-","A5793","-","-","-","8.3","Log unit","8.3","Log unit","25.0","?C","N(CCSCC[N+](C)C)(C)C","8.9582","Log unit","nr2","S(CC[N+1](C)C)CCN(C)C","8","","","-"
"NCCSSCC[NH2+]","-","-","2,2'-diaminodiethyl disulphide","-","A5793","-","-","-","9.1","Log unit","9.1","Log unit","25.0","?C","NCCSSCC[NH2+]","9.6077","Log unit","nr2","S(SCC[N+1])CCN","7","","","-"
"NCCSCC[NH2+]","-","-","2,2'-diaminodiethyl sulphide","-","A5793","-","-","-","9.14","Log unit","9.14","Log unit","25.0","?C","NCCSCC[NH2+]","9.7125","Log unit","nr2","S(CC[N+1])CCN","6","","","-"
"NCCCNCCCN","-","-","1-amino-3-(3-aminopropyl)aminopropane","-","A5793","-","-","-","10.1","Log unit","10.1","Log unit","25.0","?C","NCCCNCCCN","9.541","Log unit","4","NCCCNCCCN","8","","","-"
"NCCCNCCC[NH2+]","-","-","1-amino-3-(3-aminopropyl)aminopropane","-","A5793","-","-","-","9.7","Log unit","9.7","Log unit","25.0","?C","N(CCC[NH2+])CCCN","10.6936","Log unit","4","[N+1]CCCNCCCN","4","","","-"
"[NH2+]CCCNCCC[NH2+]","-","-","1-amino-3-(3-aminopropyl)aminopropane","-","A5793","-","-","-","7.9","Log unit","7.9","Log unit","25.0","?C","N(CCC[NH2+])CCC[NH2+]","10.4606","Log unit","nr2","[N+1]CCCNCCC[N+1]","4","","","-"
"CN(CCCN)CCCN","-","-","1-amino-3-(3-aminoproplylmethyl)aminopropane","-","A5793","-","-","-","9.8","Log unit","9.8","Log unit","25.0","?C","NCCCN(CCCN)C","9.7588","Log unit","nr2","NCCCN(C)CCCN","9","","","-"
"CN(CCCN)CCC[NH2+]","-","-","1-amino-3-(3-aminoproplylmethyl)aminopropane","-","A5793","-","-","-","9.4","Log unit","9.4","Log unit","25.0","?C","N(CCC[NH2+])(C)CCCN","8.623","Log unit","3","[N+1]CCCN(C)CCCN","4","","","-"
"CN(CCC[NH2+])CCC[NH2+]","-","-","1-amino-3-(3-aminoproplylmethyl)aminopropane","-","A5793","-","-","-","6.5","Log unit","6.5","Log unit","25.0","?C","N(CCC[NH2+])(C)CCC[NH2+]","9.89","Log unit","nr2","[N+1]CCCN(C)CCC[N+1]","4","","","-"
"CCN(CC)CCC[N+](CC)CC","-","-","1,3-bisdiethylaminopropane","-","A5793","-","-","-","8.5","Log unit","8.5","Log unit","25.0","?C","N(CCC[N+](CC)CC)(CC)CC","10.0557","Log unit","nr2","[N+1](CC)(CC)CCCN(CC)CC","8","","","-"
"CCN(CC)CC(O)C[N+](CC)CC","-","-","1,3-bisdiethylamino-2-hydroxypropane","-","A5793","-","-","-","7.44","Log unit","7.44","Log unit","25.0","?C","N(CC(O)C[N+](CC)CC)(CC)CC","9.4847","Log unit","nr2","OC(C[N+1](CC)CC)CN(CC)CC","9","","","-"
"CC(CN(C)C)N(C)C","-","-","1,2-bisdimethylaminopropane","-","A5793","-","-","-","9.19","Log unit","9.19","Log unit","25.0","?C","N(C(CN(C)C)C)(C)C","9.6799","Log unit","nr2","N(C)(C)CC(N(C)C)C","5","","","-"
"CN(C)CCC[N+](C)C","-","-","1,3-bisdimethylaminopropane","-","A5793","-","-","-","8.0","Log unit","8.0","Log unit","25.0","?C","N(CCC[N+](C)C)(C)C","9.5151","Log unit","nr2","[N+1](C)(C)CCCN(C)C","6","","","-"
"CC(O)CN(CCCN(C)C)CC(C)O","-","-","1-(bis-2-hydroxypropyl)amino-3-dimethylaminopropane","-","A5793","-","-","-","8.9","Log unit","8.9","Log unit","25.0","?C","N(CC(O)C)(CC(O)C)CCCN(C)C","10.0103","Log unit","3","OC(C)CN(CC(O)C)CCCN(C)C","4","","","-"
"CC(O)CN(CCC[N+](C)C)CC(C)O","-","-","1-(bis-2-hydroxypropyl)amino-3-dimethylaminopropane","-","A5793","-","-","-","6.8","Log unit","6.8","Log unit","25.0","?C","N(CC(O)C)(CC(O)C)CCC[N+](C)C","9.5372","Log unit","nr2","OC(C)CN(CC(O)C)CCC[N+1](C)C","4","","","-"
"CC(N)CN","-","-","1,2-diamino-propane","-","A5793","-","-","-","9.985001","Log unit","9.985001","Log unit","25.0","?C","NC(CN)C","9.8274","Log unit","nr2","NCC(N)C","3","","","-"
"OC(=O)C1=C(C=C(C=C1)C([O-])=O)C([O-])=O","-","-","Benzene-1,2,4-tricarboxylic acid","-","A5793","-","-","-","4.9","Log unit","4.9","Log unit","25.0","?C","[O-]C(=O)c1ccc(c(C(=O)[O-])c1)C(=O)O","5.6051","Log unit","co2h","c(cc(c1C(=O)[O-1])C(=O)O)c(c1)C(=O)[O-1]","14","","","-"
"OC(=O)C1=CC=CC(C([O-])=O)=C1C([O-])=O","-","-","1,2,3-Benzenetricarboxylic acid","-","A5793","-","-","-","4.85","Log unit","4.85","Log unit","25.0","?C","[O-]C(=O)c1cccc(c1C(=O)[O-])C(=O)O","3.9857","Log unit","co2h","c(cc(c1C(=O)[O-1])C(=O)[O-1])cc1C(=O)O","9","","","-"
"OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C=C1)C(O)=O","-","-","Benzene-1,2,3,4-tetracarboxylic acid","-","A5793","-","-","-","2.35","Log unit","2.35","Log unit","25.0","?C","OC(=O)c1ccc(c(C(=O)O)c1C(=O)O)C(=O)O","2.8749","Log unit","1","c(cc(c1C(=O)O)C(=O)O)c(c1C(=O)O)C(=O)O","17","","","-"
"OC(=O)C1=C(C(O)=O)C(C([O-])=O)=C(C=C1)C(O)=O","-","-","Benzene-1,2,3,4-tetracarboxylic acid","-","A5793","-","-","-","2.9","Log unit","2.9","Log unit","25.0","?C","OC(=O)c1ccc(c(C(=O)[O-])c1C(=O)O)C(=O)O","2.8749","Log unit","3","c(cc(c1C(=O)[O-1])C(=O)O)c(c1C(=O)O)C(=O)O","17","","","-"
"OC(=O)C1=C(C=CC(C([O-])=O)=C1C([O-])=O)C([O-])=O","-","-","Benzene-1,2,3,4-tetracarboxylic acid","-","A5793","-","-","-","5.8","Log unit","5.8","Log unit","25.0","?C","[O-]C(=O)c1ccc(c(c1C(=O)[O-])C(=O)O)C(=O)[O-]","5.2173","Log unit","co2h","c(cc(c1C(=O)[O-1])C(=O)[O-1])c(c1C(=O)O)C(=O)[O-1]","9","","","-"
"OC(=O)C1=CC(C(O)=O)=C(C=C1C([O-])=O)C(O)=O","-","-","1,2,4,5-Benzenetetracarboxylic acid","-","A5793","-","-","-","3.0","Log unit","3.0","Log unit","25.0","?C","OC(=O)c1c(cc(c(c1)C(=O)[O-])C(=O)O)C(=O)O","2.9338","Log unit","3","c(c(c(c1)C(=O)[O-1])C(=O)O)c(c1C(=O)O)C(=O)O","14","","","-"
"OC(=O)C1=CC(C([O-])=O)=C(C=C1C([O-])=O)C(O)=O","-","-","1,2,4,5-Benzenetetracarboxylic acid","-","A5793","-","-","-","4.6","Log unit","4.6","Log unit","25.0","?C","[O-]C(=O)c1cc(c(cc1C(=O)O)C(=O)[O-])C(=O)O","5.0258","Log unit","co2h","c(c(c(c1)C(=O)[O-1])C(=O)O)c(c1C(=O)O)C(=O)[O-1]","17","","","-"
"OC(=O)C1=C(C=C(C([O-])=O)C(=C1)C([O-])=O)C([O-])=O","-","-","1,2,4,5-Benzenetetracarboxylic acid","-","A5793","-","-","-","5.3","Log unit","5.3","Log unit","25.0","?C","[O-]C(=O)c1c(cc(c(c1)C(=O)O)C(=O)[O-])C(=O)[O-]","5.0252","Log unit","co2h","c(c(c(c1)C(=O)[O-1])C(=O)[O-1])c(c1C(=O)O)C(=O)[O-1]","6","","","-"
"OC(=O)C1=CC(C(O)=O)=C(C(O)=O)C(C(O)=O)=C1C(O)=O","-","-","benzene-pentacarboxylic acid","-","A5793","-","-","-","2.3","Log unit","2.3","Log unit","25.0","?C","OC(=O)c1c(cc(c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)O","2.2231","Log unit","1","c(c(c(c1C(=O)O)C(=O)O)C(=O)O)c(c1C(=O)O)C(=O)O","17","","","-"
"OC(=O)C1=C(C(O)=O)C(C([O-])=O)=C(C(O)=O)C(=C1)C([O-])=O","-","-","benzene-pentacarboxylic acid","-","A5793","-","-","-","3.5","Log unit","3.5","Log unit","25.0","?C","OC(=O)c1cc(c(c(C(=O)[O-])c1C(=O)O)C(=O)O)C(=O)[O-]","3.7404","Log unit","3","c(c(c(c1C(=O)[O-1])C(=O)O)C(=O)[O-1])c(c1C(=O)O)C(=O)O","20","","","-"
"OC(=O)C1=C(C([O-])=O)C(C(O)=O)=C(C=C1C([O-])=O)C([O-])=O","-","-","benzene-pentacarboxylic acid","-","A5793","-","-","-","5.5","Log unit","5.5","Log unit","25.0","?C","[O-]C(=O)c1c(c(cc(c1C(=O)O)C(=O)[O-])C(=O)[O-])C(=O)O","5.9995","Log unit","co2h","c(c(c(c1C(=O)[O-1])C(=O)O)C(=O)[O-1])c(c1C(=O)O)C(=O)[O-1]","6","","","-"
"OC(=O)C1=C(C=C(C([O-])=O)C(C([O-])=O)=C1C([O-])=O)C([O-])=O","-","-","benzene-pentacarboxylic acid","-","A5793","-","-","-","6.0","Log unit","6.0","Log unit","25.0","?C","[O-]C(=O)c1c(c(cc(c1C(=O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-]","5.9995","Log unit","co2h","c(c(c(c1C(=O)[O-1])C(=O)[O-1])C(=O)[O-1])c(c1C(=O)O)C(=O)[O-1]","6","","","-"
"OC(=O)C1=C(C([O-])=O)C(C([O-])=O)=C(C([O-])=O)C(C([O-])=O)=C1C([O-])=O","-","-","373 440 benzenehexacarboxylic acid","-","A5793","-","-","-","6.17","Log unit","6.17","Log unit","25.0","?C","[O-]C(=O)c1c(C(=O)[O-])c(C(=O)[O-])c(C(=O)[O-])c(C(=O)[O-])c1C(=O)O","6.4137","Log unit","co2h","O=C([O-1])c1c(C(=O)[O-1])c(C(=O)[O-1])c(C(=O)[O-1])c(C(=O)[O-1])c1C(=O)O","2","","","-"
"OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C(O)=O)C(C(O)=O)=C1C(O)=O","-","-","371 440 benzenehexacarboxylic acid","-","A5793","-","-","-","2.18","Log unit","2.18","Log unit","25.0","?C","OC(=O)c1c(c(c(c(C(=O)O)c1C(=O)O)C(=O)O)C(=O)O)C(=O)O","2.4156","Log unit","co2h","O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O","19","","","-"
"OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C([O-])=O)C(C(O)=O)=C1C(O)=O","-","-","371 440 benzenehexacarboxylic acid","-","A5793","-","-","-","2.6","Log unit","2.6","Log unit","25.0","?C","OC(=O)c1c(c(c(c(C(=O)[O-])c1C(=O)O)C(=O)O)C(=O)O)C(=O)O","2.4156","Log unit","3","O=C([O-1])c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O","19","","","-"
"OC(=O)C1=C(C(O)=O)C(C([O-])=O)=C(C(O)=O)C(C([O-])=O)=C1C(O)=O","-","-","371 440 benzenehexacarboxylic acid","-","A5793","-","-","-","3.2","Log unit","3.2","Log unit","25.0","?C","OC(=O)c1c(c(c(c(C(=O)[O-])c1C(=O)O)C(=O)O)C(=O)[O-])C(=O)O","2.4156","Log unit","3","O=C([O-1])c1c(C(=O)O)c(C(=O)[O-1])c(C(=O)O)c(C(=O)O)c1C(=O)O","19","","","-"
"OC(=O)C1=C(C([O-])=O)C(C(O)=O)=C(C([O-])=O)C(C(O)=O)=C1C([O-])=O","-","-","372 440 benzenehexacarboxylic acid","-","A5793","-","-","-","4.66","Log unit","4.66","Log unit","25.0","?C","OC(=O)c1c(c(c(C(=O)[O-])c(c1C(=O)[O-])C(=O)O)C(=O)O)C(=O)[O-]","5.6795","Log unit","co2h","O=C([O-1])c1c(C(=O)O)c(C(=O)[O-1])c(C(=O)O)c(C(=O)[O-1])c1C(=O)O","15","","","-"
"OC(=O)C1=C(C([O-])=O)C(C([O-])=O)=C(C([O-])=O)C(C(O)=O)=C1C([O-])=O","-","-","372 440 benzenehexacarboxylic acid","-","A5793","-","-","-","5.4","Log unit","5.4","Log unit","25.0","?C","[O-]C(=O)c1c(c(c(c(c1C(=O)[O-])C(=O)O)C(=O)[O-])C(=O)O)C(=O)[O-]","5.6795","Log unit","co2h","O=C([O-1])c1c(C(=O)O)c(C(=O)[O-1])c(C(=O)O)c(C(=O)[O-1])c1C(=O)[O-1]","23","","","-"
"OC1=CC=C(C=C1O)C([O-])=O","-","-","3,4-dihydroxy-benzoic acid","-","A5793","-","-","-","9.0","Log unit","9.0","Log unit","25.0","?C","Oc1c(O)ccc(C(=O)[O-])c1","9.4017","Log unit","2","O-c(ccc1C(=O)[O-1])c(O)c1","9","","","-"
"OC1=CC(=CC=C1[O-])C([O-])=O","-","-","3,4-dihydroxy-benzoic acid","-","A5793","-","-","-","12.6","Log unit","12.6","Log unit","25.0","?C","[O-]c1ccc(C(=O)[O-])cc1O","12.8394","Log unit","oh","[O-1]-c(ccc1C(=O)[O-1])c(O)c1","0","","","-"
"OC1=CC(=CC(O)=C1O)C([O-])=O","-","-","gallic acid","-","A5793","-","-","-","8.68","Log unit","8.68","Log unit","25.0","?C","Oc1c(O)cc(cc1O)C(=O)[O-]","9.045","Log unit","2","O-c(cc(c1)C(=O)[O-1])c(O)c1O","9","","","-"
"OC1=CC(=CC(O)=C1[O-])C([O-])=O","-","-","gallic acid","-","A5793","-","-","-","12.7","Log unit","12.7","Log unit","25.0","?C","Oc1c(c(O)cc(c1)C(=O)[O-])[O-]","11.1668","Log unit","oh","O-c(cc(c1)C(=O)[O-1])c([O-1])c1O","11","","","-"
"OC(=O)CCCC(C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1","-","-","alpha,alpha-diphenyladipic acid","-","A5793","-","-","-","4.47","Log unit","4.47","Log unit","25.0","?C","OC(=O)CCCC(c1ccccc1)(c1ccccc1)C(=O)O","4.7544","Log unit","co2h","c(ccc1C(c(ccc2)cc2)(C(=O)O)CCCC(=O)O)cc1","19","","","-"
"OC(=O)CC(C(CC(O)=O)C1=CC=CC=C1)C1=CC=CC=C1","-","-","beta,beta'-diphenyladipic acid","-","A5793","-","-","-","4.545","Log unit","4.545","Log unit","25.0","?C","OC(=O)CC(c1ccccc1)C(c1ccccc1)CC(=O)O","4.8619","Log unit","co2h","c(ccc1C(C(c(ccc2)cc2)CC(=O)O)CC(=O)O)cc1","19","","","-"
"OC(=O)CCCCC(C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1","-","-","alpha,alpha-diphenylpimelic acid","-","A5793","-","-","-","4.58","Log unit","4.58","Log unit","25.0","?C","OC(=O)CCCCC(c1ccccc1)(c1ccccc1)C(=O)O","4.738","Log unit","co2h","c(ccc1C(c(ccc2)cc2)(C(=O)O)CCCCC(=O)O)cc1","20","","","-"
"[NH2+]C(CC1=CC=CC=C1)C(O)=O","-","-","Phenylalanine","-","A5793","-","-","-","2.16","Log unit","2.16","Log unit","25.0","?C","OC(=O)C(Cc1ccccc1)[NH2+]","4.1426","Log unit","co2h","c(ccc1CC([N+1])C(=O)O)cc1","9","","","-"
"[NH2+]C(CC1=CC=CC=C1F)C(O)=O","-","-","o-Fluorophenylalanine","-","A5793","-","-","-","2.12","Log unit","2.12","Log unit","25.0","?C","OC(=O)C(Cc1c(F)cccc1)[NH2+]","3.562","Log unit","co2h","F-c(ccc1)c(c1)CC([N+1])C(=O)O","12","","","-"
"[NH2+]C(CC1=CC(F)=CC=C1)C(O)=O","-","-","m-Fluorophenylalanine","-","A5793","-","-","-","2.1","Log unit","2.1","Log unit","25.0","?C","OC(=O)C(Cc1cc(F)ccc1)[NH2+]","3.5617","Log unit","co2h","F-c(ccc1)cc1CC([N+1])C(=O)O","12","","","-"
"[NH2+]C(CC1=CC=C(F)C=C1)C(O)=O","-","-","p=fluorophenylalanine","-","A5793","-","-","-","2.13","Log unit","2.13","Log unit","25.0","?C","OC(=O)C(Cc1ccc(F)cc1)[NH2+]","3.5617","Log unit","co2h","F-c(ccc1CC([N+1])C(=O)O)cc1","10","","","-"
"[NH2+]C(CC1=CC=CC=C1Cl)C(O)=O","-","-","O-Chlorophenylalanine","-","A5793","-","-","-","2.23","Log unit","2.23","Log unit","25.0","?C","OC(=O)C(Cc1c(Cl)cccc1)[NH2+]","3.5614","Log unit","co2h","Cl-c(ccc1)c(c1)CC([N+1])C(=O)O","12","","","-"
"[NH2+]C(CC1=CC(Cl)=CC=C1)C(O)=O","-","-","m-chlorophenylalanine","-","A5793","-","-","-","2.17","Log unit","2.17","Log unit","25.0","?C","OC(=O)C(Cc1cc(Cl)ccc1)[NH2+]","3.5618","Log unit","co2h","Cl-c(ccc1)cc1CC([N+1])C(=O)O","12","","","-"
"[NH2+]C(CC1=CC=C(Cl)C=C1)C(O)=O","-","-","P-CHLOROPHENYLALANINE","-","A5793","-","-","-","2.08","Log unit","2.08","Log unit","25.0","?C","OC(=O)C(Cc1ccc(Cl)cc1)[NH2+]","3.5618","Log unit","co2h","Cl-c(ccc1CC([N+1])C(=O)O)cc1","10","","","-"
"[NH2+]C(CC1=CC=C(O)C=C1)C([O-])=O","-","-","tyrosin","-","A5793","-","-","-","10.1","Log unit","10.1","Log unit","25.0","?C","Oc1ccc(CC([NH2+])C(=O)[O-])cc1","9.5042","Log unit","oh","c1(CC([N+1])C(=O)[O-1])ccc(O)cc1","10","","","-"
"NC(CC1=CC=C([O-])C=C1)C([O-])=O","-","-","tyrosin","-","A5793","-","-","-","10.1","Log unit","10.1","Log unit","25.0","?C","[O-]c1ccc(CC(N)C(=O)[O-])cc1","9.7922","Log unit","nr2","c1(CC(N)C(=O)[O-1])ccc([O-1])cc1","10","","","-"
"[NH2+]C(CC1=CC=C(O)C(O)=C1)C(O)=O","-","-","3,4-Dihydroxyphenylalanine","-","A5793","-","-","-","2.32","Log unit","2.32","Log unit","25.0","?C","OC(=O)C(Cc1ccc(O)c(O)c1)[NH2+]","3.3651","Log unit","co2h","O-c(ccc1CC([N+1])C(=O)O)c(O)c1","10","","","-"
"[NH2+]C(CC1=CC=C(O)C(O)=C1)C([O-])=O","-","-","3,4-Dihydroxyphenylalanine","-","A5793","-","-","-","8.7","Log unit","8.7","Log unit","25.0","?C","Oc1c(O)ccc(CC([NH2+])C(=O)[O-])c1","9.2859","Log unit","oh","O-c(ccc1CC([N+1])C(=O)[O-1])c(O)c1","12","","","-"
"NC(CC1=CC=C([O-])C(O)=C1)C([O-])=O","-","-","3,4-Dihydroxyphenylalanine","-","A5793","-","-","-","9.9","Log unit","9.9","Log unit","25.0","?C","Oc1c([O-])ccc(CC(N)C(=O)[O-])c1","9.686","Log unit","nr2","[O-1]-c(ccc1CC(N)C(=O)[O-1])c(O)c1","12","","","-"
"[NH2+]C(CC1=CC(I)=C(O)C(I)=C1)C(O)=O","-","-","Diiodotyrosine","-","A5793","-","-","-","2.115","Log unit","2.115","Log unit","25.0","?C","OC(=O)C(Cc1cc(I)c(O)c(c1)I)[NH2+]","2.2459","Log unit","co2h","I-c(cc(c1)CC([N+1])C(=O)O)c(O)c1I","10","","","-"
"[NH2+]C(CC1=CC(I)=C(O)C(I)=C1)C([O-])=O","-","-","Diiodotyrosine","-","A5793","-","-","-","6.5","Log unit","6.5","Log unit","25.0","?C","Oc1c(I)cc(cc1I)CC([NH2+])C(=O)[O-]","7.2557","Log unit","oh","I-c(cc(c1)CC([N+1])C(=O)[O-1])c(O)c1I","12","","","-"
"OC(=O)C1=C(C([O-])=O)C(Cl)=C(Cl)C(Cl)=C1Cl","-","-","Tetrachloro-1,2-benzenedicarboxylic acid","-","A5793","-","-","-","2.64","Log unit","2.64","Log unit","25.0","?C","[O-]C(=O)c1c(C(=O)O)c(Cl)c(Cl)c(Cl)c1Cl","1.6583","Log unit","co2h","c1(C(=O)[O-1])c(C(=O)O)c(Cl)c(Cl)c(Cl)c1Cl","3","","","-"
"OC(=O)C1=C(C(O)=O)C(Cl)=CC=C1","-","-","3-chloro-1,2-benzenedicarboxylic acid","-","A5793","-","-","-","2.0","Log unit","2.0","Log unit","25.0","?C","OC(=O)c1c(Cl)cccc1C(=O)O","2.172","Log unit","2","Cl-c(ccc1)c(c1C(=O)O)C(=O)O","12","","","-"
"OC(=O)C1=C(C(O)=O)C(Br)=CC=C1","-","-","3-bromo-1,2-benzenedicarboxylic acid","-","A5793","-","-","-","2.27","Log unit","2.27","Log unit","25.0","?C","OC(=O)c1c(Br)cccc1C(=O)O","2.3301","Log unit","2","Br-c(ccc1)c(c1C(=O)O)C(=O)O","12","","","-"
"OC(=O)C1=CC=C(Br)C=C1C(O)=O","-","-","4-bromo-1,2-benzenedicarboxylic acid","-","A5793","-","-","-","2.8","Log unit","2.8","Log unit","25.0","?C","OC(=O)c1cc(Br)ccc1C(=O)O","2.8389","Log unit","2","Br-c(ccc1C(=O)O)cc1C(=O)O","12","","","-"
"OC(=O)C1=CC(C(O)=O)=C(C=C1O)C(O)=O","-","-","5-hydroxy-1,2,4-benzenetricarboxylic acid","-","A5793","-","-","-","1.86","Log unit","1.86","Log unit","25.0","?C","OC(=O)c1c(O)cc(c(C(=O)O)c1)C(=O)O","1.9619","Log unit","3","O-c(cc(c1C(=O)O)C(=O)O)c(c1)C(=O)O","15","","","-"
"OC(=O)C1=C(C=C(C([O-])=O)C(O)=C1)C(O)=O","-","-","5-hydroxy-1,2,4-benzenetricarboxylic acid","-","A5793","-","-","-","3.4","Log unit","3.4","Log unit","25.0","?C","OC(=O)c1cc(O)c(cc1C(=O)O)C(=O)[O-]","3.1998","Log unit","co2h","O-c(cc(c1C(=O)O)C(=O)O)c(c1)C(=O)[O-1]","10","","","-"
"OC(=O)C1=CC(C(O)=O)=C(O)C(=C1)C(O)=O","-","-","2-hydroxy-1,3,5-benzenetricarboxylic acid","-","A5793","-","-","-","3.07","Log unit","3.07","Log unit","25.0","?C","OC(=O)c1c(O)c(cc(C(=O)O)c1)C(=O)O","2.8372","Log unit","2","O-c(c(cc1C(=O)O)C(=O)O)c(c1)C(=O)O","15","","","-"
"COC1=CC(C(O)=O)=C(C=C1)C([O-])=O","-","-","4-methoxy-1,2-benzenedicarboxylic acid","-","A5793","-","-","-","4.9","Log unit","4.9","Log unit","25.0","?C","[O-]C(=O)c1ccc(cc1C(=O)O)OC","5.5842","Log unit","co2h","c(cc(c1C(=O)O)C(=O)[O-1])c(c1)OC","9","","","-"
"CC1=C(O)C=CC(O)=C1","-","-","Toluhydroquinone","-","A5793","-","-","-","10.1","Log unit","10.1","Log unit","25.0","?C","Oc1ccc(O)c(C)c1","9.9088","Log unit","2","c(cc(O)c1C)c(c1)O","8","","","-"
"OC1=CC=CC(O)=C1O","-","-","pyrogallol","-","A5793","-","-","-","9.01","Log unit","9.01","Log unit","25.0","?C","Oc1c(cccc1O)O","8.9373","Log unit","1","c(cc(O)c1O)cc1O","5","","","-"
"OC1=CC=CC([O-])=C1O","-","-","pyrogallol","-","A5793","-","-","-","10.9","Log unit","10.9","Log unit","25.0","?C","Oc1cccc([O-])c1O","11.2955","Log unit","2","c(cc([O-1])c1O)cc1O","8","","","-"
"OC1=C([O-])C=CC=C1[O-]","-","-","pyrogallol","-","A5793","-","-","-","14.0","Log unit","14.0","Log unit","25.0","?C","[O-]c1cccc(c1O)[O-]","14.6951","Log unit","oh","c(cc([O-1])c1O)cc1[O-1]","3","","","-"
"OC1=CC(O)=C(O)C=C1","-","-","1,2,4-benzentriol","-","A5793","-","-","-","9.1","Log unit","9.1","Log unit","25.0","?C","Oc1c(O)ccc(c1)O","9.3856","Log unit","2","c1(O)c(O)cc(O)cc1","3","","","-"
"OC1=CC([O-])=C(O)C=C1","-","-","1,2,4-benzentriol","-","A5793","-","-","-","11.8","Log unit","11.8","Log unit","25.0","?C","Oc1cc(c(O)cc1)[O-]","10.9905","Log unit","2","c1(O)c([O-1])cc(O)cc1","6","","","-"
"OC1=CC(Cl)=C(O)C(Cl)=C1","-","-","2,6-Dichlorohydroquinone","-","A5793","-","-","-","7.34","Log unit","7.34","Log unit","25.0","?C","Oc1c(Cl)cc(cc1Cl)O","6.9791","Log unit","2","Cl-c(cc(c1)O)c(O)c1Cl","7","","","-"
"OC1=CC(=C(O)C=C1)N(=O)=O","-","-","mononitrohydrquinone","-","A5793","-","-","-","7.63","Log unit","7.63","Log unit","25.0","?C","Oc1ccc(O)cc1N(=O)=O","6.8672","Log unit","1","c(cc(O)c1N(=O)=O)c(O)c1","3","","","-"
"OC1=C(O)C(=CC=C1)N(=O)=O","-","-","3-nitropyrocatechine","-","A5793","-","-","-","6.49","Log unit","6.49","Log unit","25.0","?C","Oc1c(cccc1N(=O)=O)O","6.7239","Log unit","2","c(cc(O)c1O)cc1N(=O)=O","5","","","-"
"OC1=CC(=C(O)C(=C1)N(=O)=O)N(=O)=O","-","-","2,6-dinitrohydroquinone","-","A5793","-","-","-","4.42","Log unit","4.42","Log unit","25.0","?C","Oc1c(cc(O)cc1N(=O)=O)N(=O)=O","4.0852","Log unit","2","O-c(cc(c1O)N(=O)=O)cc1N(=O)=O","5","","","-"
"OCC1=CC=CC(CO)=C1O","-","-","2,6-dimethylolphenol","-","A5793","-","-","-","9.66","Log unit","9.66","Log unit","25.0","?C","Oc1c(cccc1CO)CO","10.3087","Log unit","1","c(cc(c1O)CO)cc1CO","4","","","-"
"OCC1=CC=CC=C1O","-","-","2-hydroxymethyl-phenol","-","A5793","-","-","-","9.84","Log unit","9.84","Log unit","25.0","?C","Oc1ccccc1CO","9.9208","Log unit","2","c(ccc1CO)cc1O","8","","","-"
"OCC1=CC=CC(O)=C1","-","-","3-Hydroxymethyl-phenol","-","A5793","-","-","-","9.83","Log unit","9.83","Log unit","25.0","?C","Oc1cccc(c1)CO","9.3764","Log unit","1","c(cc(O)c1)cc1CO","3","","","-"
"OCC1=CC=C(O)C=C1","-","-","4-hydroxymethyl-phenol","-","A5793","-","-","-","9.82","Log unit","9.82","Log unit","25.0","?C","Oc1ccc(cc1)CO","9.4763","Log unit","2","c(cc(c1)CO)c(c1)O","8","","","-"
"NC1=C(O)C(=CC(=C1)N(=O)=O)N(=O)=O","-","-","2-amino-4,6-dinitro-phenol","-","A5793","-","-","-","1.0","Log unit","1.0","Log unit","25.0","?C","Nc1c(O)c(cc(c1)N(=O)=O)N(=O)=O","0.4398","Log unit","nr2","O-c(c(cc1N(=O)=O)N)c(c1)N(=O)=O","8","","","-"
"COC(=O)C1=C(O)C(O)=CC=C1","-","-","2,3-dihydroxybenzoate-methyl","-","A5793","-","-","-","9.1","Log unit","9.1","Log unit","25.0","?C","Oc1c(c(C(=O)OC)ccc1)O","9.2746","Log unit","2","c1(C(=O)OC)c(O)c(O)ccc1","8","","","-"
