"SMILES","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC group given","IC smiles given","IC index predicted","AtomNR of IC","groupsAndICs","IC group detected","MultiGroupDetection","CASRN"
"CNC(N)=NN(=O)=O","N-Methyl-N'-nitroguanidine","-","A5793","-","-","-","-0.9","Log unit","-0.9","Log unit","25.0","?C","C(=NN(=O)=O)(NC)N","","-","neth","CNC(=NN(=O)=O)N","","","{neth=[2], nr2=[1, 4, 7]}","2","","-"
"NC(N)=NC1=CC2=C(C=CC=C2)C=C1","2-napthylguanidine","-","A5793","-","-","-","10.7","Log unit","10.7","Log unit","25.0","?C","c1(cc2ccccc2cc1)N=C(N)N","","-","neth","c1c(N=C(N)N)ccc2ccccc12","","","{neth=[1], nr2=[4, 5]}","1","","-"
"NC(N)=NN(=O)=O","nitro-guanidine","-","A5793","-","-","-","-0.93","Log unit","-0.93","Log unit","25.0","?C","C(=NN(=O)=O)(N)N","","-","neth","NC(=NN(=O)=O)N","","","{neth=[1], nr2=[0, 3, 6]}","1","","-"
"NC(N)=NN=O","nitroso-Guanidine","-","A5793","-","-","-","2.13","Log unit","2.13","Log unit","25.0","?C","C(=NN=O)(N)N","","-","neth","NC(=NN=O)N","","","{neth=[1], nr2=[0, 5]}","1","","-"
"NC(N)=NC#N","Cyano-Guanidine","-","A5793","-","-","-","-0.4","Log unit","-0.4","Log unit","25.0","?C","C(=NC#N)(N)N","","-","neth","NC(=NC#N)N","","","{neth=[1], nr2=[0, 5]}","1","","-"
"CN=C(N(C)C)N(C)C","pentmethylaguanidine","-","A5793","-","-","-","13.8","Log unit","13.8","Log unit","25.0","?C","C(=NC)(N(C)C)N(C)C","","-","neth","CN(C)C(=NC)N(C)C","","","{neth=[3], nr2=[1, 6]}","3","","-"
"NC(N)=NC1=CC=CC=C1","N-Phenylguanidine","-","A5793","-","-","-","10.8","Log unit","10.8","Log unit","25.0","?C","C(=Nc1ccccc1)(N)N","","-","neth","NC(=Nc1ccccc1)N","","","{neth=[1], nr2=[0, 9]}","1","","-"
"CN(C)C(=N)N(C)C","N,N,N',N'-tetramethylaguanidine","-","A5793","-","-","-","13.9","Log unit","13.9","Log unit","25.0","?C","C(=N)(N(C)C)N(C)C","","-","neth","CN(C)C(=N)N(C)C","","","{neth=[3], nr2=[1, 5]}","3","","-"
"CNC(=NC)N(C)C","N,N,N',N''-tetramethylaguanidine","-","A5793","-","-","-","13.9","Log unit","13.9","Log unit","25.0","?C","C(=NC)(N(C)C)NC","","-","neth","CN(C)C(=NC)NC","","","{neth=[3], nr2=[1, 6]}","3","","-"
"CNC(=N)N(C)C","N,N',N'-trimethylaguanidine","-","A5793","-","-","-","13.9","Log unit","13.9","Log unit","25.0","?C","C(=N)(N(C)C)NC","","-","neth","CN(C)C(=N)NC","","","{neth=[3], nr2=[1, 5]}","3","","-"
"CNC(=NN(=O)=O)N(C)C","N,N',N'-tetra-nitro-methylaguanidine","-","A5793","-","-","-","-0.82","Log unit","-0.82","Log unit","25.0","?C","C(=NN(=O)=O)(N(C)C)NC","","-","neth","CN(C)C(=NN(=O)=O)NC","","","{neth=[3], nr2=[1, 5, 8]}","3","","-"
"CNC(NC)=NC","N,N',N''-tetramethylaguanidine","-","A5793","-","-","-","13.9","Log unit","13.9","Log unit","25.0","?C","C(=NC)(NC)NC","","-","neth","CNC(=NC)NC","","","{neth=[2], nr2=[1, 5]}","2","","-"
"OC1=CC(=C2C=NNC2=C1)S(=O)=O","33 1H-6-hydroxy-4-sulfonicindazole","-","A5793","-","-","-","8.85","Log unit","8.85","Log unit","25.0","?C","Oc1cc(c2cn[nH]c2c1)[S](=O)=O","","-","oh","N1N=Cc2c(S(=O)=O)cc(O)cc12","","","{n=[0, 1], sh=[5], oh=[10]}","10","","-"
"OC1=C2NN=CC2=C(C=C1)S(=O)=O","33 1H-7-hydroxy-4-sulfonicindazole","-","A5793","-","-","-","7.6","Log unit","7.6","Log unit","25.0","?C","Oc1ccc(c2cn[nH]c12)[S](=O)=O","","-","oh","N1N=Cc2c(S(=O)=O)ccc(O)c12","","","{n=[0, 1], sh=[5], oh=[11]}","11","","-"
"OC1=C2NN=CC2=CC(=C1)S(=O)=O","33 1H-7-hydroxy-5-sulfonicindazole","-","A5793","-","-","-","8.0","Log unit","8.0","Log unit","25.0","?C","Oc1cc(cc2cn[nH]c12)[S](=O)=O","","-","oh","N1N=Cc2cc(S(=O)=O)cc(O)c12","","","{n=[0, 1], sh=[6], oh=[11]}","11","","-"
"OC1=CC(=C2NN=CC2=C1)S(=O)=O","33 1H-7-hydroxy-5-sulfonicindazole","-","A5793","-","-","-","8.1","Log unit","8.1","Log unit","25.0","?C","Oc1cc2cn[nH]c2c(c1)[S](=O)=O","","-","oh","N1N=Cc2cc(O)cc(S(=O)=O)c12","","","{n=[0, 1], sh=[9], oh=[6]}","6","","-"
"C1=CC=NC=C1","pyridine","-","A5793","-","-","-","5.21","Log unit","5.21","Log unit","25.0","?C","n1ccccc1","","-","n","n(ccc1)cc1","","","{n=[0]}","0","","-"
"CC(=O)NC1=CN=CC=C1","3-Acetamidopyridine","-","A5793","-","-","-","4.41","Log unit","4.41","Log unit","25.0","?C","n1cccc(c1)NC(=O)C","","-","n","n(ccc1)cc1NC(=O)C","","","{n=[0], nr2=[6]}","0","","-"
"CC(=O)NC1=CC=NC=C1","4-Acetamidopyridine","-","A5793","-","-","-","5.87","Log unit","5.87","Log unit","25.0","?C","n1ccc(NC(=O)C)cc1","","-","n","n(ccc1NC(=O)C)cc1","","","{n=[0], nr2=[4]}","0","","-"
"NC1=CC=CC=N1","2-Aminopyridine","-","A5793","-","-","-","6.765","Log unit","6.765","Log unit","25.0","?C","n1ccccc1N","","-","n","n(ccc1)c(c1)N","","","{n=[0], nr2=[6]}","0","","-"
"CC(=O)C1=CC=CC=N1","2-acetylpyridine","-","A5793","-","-","-","2.545","Log unit","2.545","Log unit","25.0","?C","n1ccccc1C(=O)C","","-","n","n(ccc1)c(c1)C(=O)C","","","{n=[0]}","0","","-"
"CC(=O)C1=CN=CC=C1","3-ACETYLPYRIDINE","-","A5793","-","-","-","3.18","Log unit","3.18","Log unit","25.0","?C","n1cccc(c1)C(=O)C","","-","n","n(ccc1)cc1C(=O)C","","","{n=[0]}","0","","-"
"CC(=O)C1=CC=NC=C1","4-acetylpyridine","-","A5793","-","-","-","3.38","Log unit","3.38","Log unit","25.0","?C","n1ccc(C(=O)C)cc1","","-","n","n(ccc1C(=O)C)cc1","","","{n=[0]}","0","","-"
"NC1=CN=CC=C1","3-Amino-pyridine","-","A5793","-","-","-","6.03","Log unit","6.03","Log unit","25.0","?C","n1cccc(c1)N","","-","n","n(ccc1)cc1N","","","{n=[0], nr2=[6]}","0","","-"
"NC1=CC=NC=C1","4-amino-pyridine","-","A5793","-","-","-","9.18","Log unit","9.18","Log unit","25.0","?C","n1ccc(N)cc1","","-","n","n(ccc1N)cc1","","","{n=[0], nr2=[4]}","0","","-"
"NC1=CC=NC=C1Br","4-AMINO-3-BROMOPYRIDINE","-","A5793","-","-","-","7.05","Log unit","7.05","Log unit","25.0","?C","n1cc(Br)c(cc1)N","","-","n","Br-c(cnc1)c(c1)N","","","{n=[3], nr2=[7]}","3","","-"
"NC1=CC=CC(Br)=N1","2-AMINO-6-BROMOPYRIDINE","-","A5793","-","-","-","2.6","Log unit","2.6","Log unit","25.0","?C","n1c(Br)cccc1N","","-","n","Br-c(nc(c1)N)cc1","","","{n=[2], nr2=[5]}","2","","-"
"NC1=CC(=NC(=C1)C([O-])=O)C([O-])=O","4-amino-2,6-dicarboxypyridine","-","A5793","-","-","-","9.2","Log unit","9.2","Log unit","25.0","?C","n1c(cc(N)cc1C(=O)[O-])C(=O)[O-]","","-","n","n(c(cc1N)C(=O)[O-1])c(c1)C(=O)[O-1]","","","{n=[0], nr2=[4]}","0","","-"
"NC1CC([NH2+]C(C1)C([O-])=O)C(O)=O","4-amino-2,6-dicarboxypyridine","-","A5793","-","-","-","1.8","Log unit","1.8","Log unit","25.0","?C","OC(=O)C1[NH2+]C([CH]C([CH]1)N)C(=O)[O-]","","-","co2h","[n+1](c(cc1N)C(=O)O)c(c1)C(=O)[O-1]","","","{co2h=[7], nr2=[4]}","7","","-"
"NC1[NH2+]CCCC1C(O)=O","2-amino-3-carboxypyridine","-","A5793","-","-","-","2.4","Log unit","2.4","Log unit","25.0","?C","OC(=O)C1C([NH2+][CH][CH][CH]1)N","","-","co2h","[n+1](ccc1)c(N)c1C(=O)O","","","{co2h=[9], nr2=[5]}","9","","-"
"NC1=C(C=CC=N1)C([O-])=O","2-amino-3-carboxypyridine","-","A5793","-","-","-","6.58","Log unit","6.58","Log unit","25.0","?C","n1cccc(c1N)C(=O)[O-]","","-","n","n(ccc1)c(N)c1C(=O)[O-1]","","","{n=[0], nr2=[5]}","0","","-"
"NC1CCC[NH2+]C1C(O)=O","3-amino-2-carboxypyridine","-","A5793","-","-","-","1.5","Log unit","1.5","Log unit","25.0","?C","OC(=O)C1[NH2+][CH][CH][CH]C1N","","-","co2h","[n+1](ccc1)c(c1N)C(=O)O","","","{co2h=[9], nr2=[6]}","9","","-"
"NC1=CC(=CC=N1)C([O-])=O","2-amino-4-carboxypyridine","-","A5793","-","-","-","6.37","Log unit","6.37","Log unit","25.0","?C","n1ccc(C(=O)[O-])cc1N","","-","n","n(ccc1C(=O)[O-1])c(c1)N","","","{n=[0], nr2=[9]}","0","","-"
"NC1=CC(Cl)=CC=N1","2-amino-4-chloropyridine","-","A5793","-","-","-","5.7","Log unit","5.7","Log unit","25.0","?C","n1ccc(Cl)cc1N","","-","n","Cl-c(ccn1)cc1N","","","{n=[4], nr2=[7]}","4","","-"
"NC1=NC=C(Cl)C=C1","2-Amino-5-chloropyridine","-","A5793","-","-","-","4.83","Log unit","4.83","Log unit","25.0","?C","n1cc(Cl)ccc1N","","-","n","Cl-c(cnc1N)cc1","","","{n=[3], nr2=[5]}","3","","-"
"NC1=CC=C(C=N1)C#N","2-Amino-5-cyanopyridine","-","A5793","-","-","-","3.41","Log unit","3.41","Log unit","25.0","?C","n1cc(ccc1N)C#N","","-","n","n(cc(c1)C#N)c(c1)N","","","{n=[0], nr2=[8]}","0","","-"
"NC1=NC=C(Cl)C=C1Cl","2-Amino-3,5-dichloropyridine","-","A5793","-","-","-","2.75","Log unit","2.75","Log unit","25.0","?C","n1cc(Cl)cc(c1N)Cl","","-","n","Cl-c(cnc1N)cc1Cl","","","{n=[3], nr2=[5]}","3","","-"
"NC1=CC(Cl)=NC(Cl)=C1","4-Amino-2,6-dichloropyridine","-","A5793","-","-","-","1.17","Log unit","1.17","Log unit","25.0","?C","n1c(Cl)cc(cc1Cl)N","","-","n","Cl-c(nc(Cl)c1)cc1N","","","{n=[2], nr2=[8]}","2","","-"
"NC1=CN=C(Cl)C=C1Cl","5-amino-2,4-dichloropyridine","-","A5793","-","-","-","0.73","Log unit","0.73","Log unit","25.0","?C","n1c(Cl)cc(c(c1)N)Cl","","-","n","Cl-c(ncc1N)cc1Cl","","","{n=[2], nr2=[5]}","2","","-"
"CC1=CC(N)=NC(C)=C1","2-AMINO-4,6-DIMETHYLPYRIDINE","-","A5793","-","-","-","7.84","Log unit","7.84","Log unit","25.0","?C","n1c(cc(C)cc1C)N","","-","n","n(c(cc1C)N)c(c1)C","","","{n=[0], nr2=[5]}","0","","-"
"CC1=CN=CC(C)=C1N","4-AMINO-3,5-DIMETHYLPYRIDINE","-","A5793","-","-","-","9.53","Log unit","9.53","Log unit","25.0","?C","n1cc(c(N)c(c1)C)C","","-","n","n(cc(c1N)C)cc1C","","","{n=[0], nr2=[4]}","0","","-"
"CCOC(=O)C1=C(N)N=CC=C1","2-amino-3-ethoxycarbonylpyridine","-","A5793","-","-","-","4.73","Log unit","4.73","Log unit","25.0","?C","n1cccc(c1N)C(=O)OCC","","-","n","n(ccc1)c(N)c1C(=O)OCC","","","{n=[0], nr2=[5]}","0","","-"
"CCOC(=O)C1=CC=NC(N)=C1","2-amino-4-ethoxycarbonylpyridine","-","A5793","-","-","-","5.25","Log unit","5.25","Log unit","25.0","?C","n1ccc(C(=O)OCC)cc1N","","-","n","n(ccc1C(=O)OCC)c(c1)N","","","{n=[0], nr2=[11]}","0","","-"
"[NH3+]CCC1=CC=CC=N1","2-(2-aminoethyl)-pyridine","-","A5793","-","-","-","3.8","Log unit","3.8","Log unit","25.0","?C","n1ccccc1CC[NH3+]","","-","n","n(ccc1)c(c1)CC[N+1]","","","{n=[0]}","0","","-"
"NCCC1=CC=CC=N1","2-(2-aminoethyl)-pyridine","-","A5793","-","-","-","9.75","Log unit","9.75","Log unit","25.0","?C","NCCc1ncccc1","","-","nr2","n(ccc1)c(c1)CCN","","","{n=[0], nr2=[8]}","8","","-"
"NC1=CC([O-])=CC=N1","2-amino-4-hydroxypyridine","-","A5793","-","-","-","10.7","Log unit","10.7","Log unit","25.0","?C","n1ccc([O-])cc1N","","-","n","n(ccc1[O-1])c(c1)N","","","{n=[0], nr2=[7]}","0","","-"
"NC1=CC=CC([O-])=N1","2-amino-6-hydroxypyridine","-","A5793","-","-","-","11.38","Log unit","11.38","Log unit","25.0","?C","n1c(cccc1N)[O-]","","-","n","n(c(cc1)[O-1])c(c1)N","","","{n=[0], nr2=[7]}","0","","-"
"NC1=C([O-])N=CC=C1","3-Amino-2-hydroxypyridine","-","A5793","-","-","-","12.57","Log unit","12.57","Log unit","25.0","?C","n1cccc(c1[O-])N","","-","n","n(ccc1)c([O-1])c1N","","","{n=[0], nr2=[7]}","0","","-"
"NC1=CN=CC=C1[O-]","3-amino-4-hydroxypyridine","-","A5793","-","-","-","11.38","Log unit","11.38","Log unit","25.0","?C","n1ccc([O-])c(c1)N","","-","n","n(ccc1[O-1])cc1N","","","{n=[0], nr2=[7]}","0","","-"
"NC1C[NH2+]CCC1O","3-amino-4-hydroxypyridine","-","A5793","-","-","-","3.84","Log unit","3.84","Log unit","25.0","?C","OC1[CH][CH][NH2+][CH]C1N","","-","oh","[n+1](ccc1O)cc1N","","","{nr2=[7], oh=[4]}","4","","-"
"NC1=CC=NC([O-])=C1","4-amino-2-hydroxypyridine","-","A5793","-","-","-","13.54","Log unit","13.54","Log unit","25.0","?C","n1ccc(N)cc1[O-]","","-","n","n(ccc1N)c(c1)[O-1]","","","{n=[0], nr2=[4]}","0","","-"
"NC1=CC=C([O-])N=C1","5-amino-2-hydroxypyridine","-","A5793","-","-","-","11.65","Log unit","11.65","Log unit","25.0","?C","n1cc(ccc1[O-])N","","-","n","n(cc(c1)N)c(c1)[O-1]","","","{n=[0], nr2=[4]}","0","","-"
"CCC1=CN=CC=C1N","4-AMINO-3-ETHYLPYRIDINE","-","A5793","-","-","-","9.49","Log unit","9.49","Log unit","25.0","?C","n1ccc(N)c(c1)CC","","-","n","n(ccc1N)cc1CC","","","{n=[0], nr2=[4]}","0","","-"
"CC(C)C1=CN=CC=C1N","4-AMINO-3-ISOPROPYLPYRIDINE","-","A5793","-","-","-","9.59","Log unit","9.59","Log unit","25.0","?C","n1ccc(N)c(c1)C(C)C","","-","n","n(ccc1N)cc1C(C)C","","","{n=[0], nr2=[4]}","0","","-"
"NC1C[NH2+]CCC1S","3-amino-4-mercaptopyridine","-","A5793","-","-","-","1.6","Log unit","1.6","Log unit","25.0","?C","SC1[CH][CH][NH2+][CH]C1N","","-","sh","S-c(cc[n+1]1)c(c1)N","","","{sh=[0], nr2=[7]}","0","","-"
"NC1=CN=CC=C1[S-]","3-amino-4-mercaptopyridine","-","A5793","-","-","-","9.2","Log unit","9.2","Log unit","25.0","?C","n1ccc([S-])c(c1)N","","-","n","[S-1]-c(ccn1)c(c1)N","","","{n=[4], nr2=[7]}","4","","-"
"COC1=CC=NC(N)=C1","2-amino-4-methoxypyridine","-","A5793","-","-","-","7.62","Log unit","7.62","Log unit","25.0","?C","n1ccc(OC)cc1N","","-","n","n(ccc1OC)c(c1)N","","","{n=[0], nr2=[8]}","0","","-"
"COC1=CC=CC(N)=N1","2-amino-6-methoxypyridine","-","A5793","-","-","-","4.64","Log unit","4.64","Log unit","25.0","?C","n1c(cccc1OC)N","","-","n","n(c(cc1)N)c(c1)OC","","","{n=[0], nr2=[4]}","0","","-"
"COC1=C(N)C=CC=N1","3-amino-2-methoxypyridine","-","A5793","-","-","-","3.35","Log unit","3.35","Log unit","25.0","?C","n1cccc(c1OC)N","","-","n","n(ccc1)c(c1N)OC","","","{n=[0], nr2=[6]}","0","","-"
"COC1=CC=NC=C1N","3-amino-4-methoxypyridine","-","A5793","-","-","-","7.41","Log unit","7.41","Log unit","25.0","?C","n1ccc(OC)c(c1)N","","-","n","n(ccc1OC)cc1N","","","{n=[0], nr2=[8]}","0","","-"
"COC1=CC(N)=CC=N1","4-amino-2-methoxypyridine","-","A5793","-","-","-","7.05","Log unit","7.05","Log unit","25.0","?C","n1ccc(N)cc1OC","","-","n","n(ccc1N)c(c1)OC","","","{n=[0], nr2=[4]}","0","","-"
"COC1=CC=C(N)C=N1","5-Amino-2-methoxypyridine","-","A5793","-","-","-","4.28","Log unit","4.28","Log unit","25.0","?C","n1cc(ccc1OC)N","","-","n","n(cc(c1)N)c(c1)OC","","","{n=[0], nr2=[4]}","0","","-"
"COC(=O)C1=C(N)N=CC=C1","2-amino-3-methoxycarbonylpyridine","-","A5793","-","-","-","4.78","Log unit","4.78","Log unit","25.0","?C","n1cccc(c1N)C(=O)OC","","-","n","n(ccc1)c(N)c1C(=O)OC","","","{n=[0], nr2=[5]}","0","","-"
"COC(=O)C1=CC=NC(N)=C1","2-amino-4-methoxycarbonylpyridine","-","A5793","-","-","-","5.21","Log unit","5.21","Log unit","25.0","?C","n1ccc(C(=O)OC)cc1N","","-","n","n(ccc1C(=O)OC)c(c1)N","","","{n=[0], nr2=[10]}","0","","-"
"[NH3+]CC1=CC=CC=N1","2-aminomethylpyridine","-","A5793","-","-","-","3.1","Log unit","3.1","Log unit","25.0","?C","n1ccccc1C[NH3+]","","-","n","n(ccc1)c(c1)C[N+1]","","","{n=[0]}","0","","-"
"NCC1=CC=CC=N1","2-aminomethylpyridine","-","A5793","-","-","-","8.78","Log unit","8.78","Log unit","25.0","?C","NCc1ncccc1","","-","nr2","n(ccc1)c(c1)CN","","","{n=[0], nr2=[7]}","7","","-"
"CC1=C(N)N=CC=C1","2-Amino-3-methylpyridine","-","A5793","-","-","-","7.24","Log unit","7.24","Log unit","25.0","?C","n1cccc(c1N)C","","-","n","n(ccc1)c(N)c1C","","","{n=[0], nr2=[5]}","0","","-"
"CC1=CC=NC(N)=C1","2-amino-4-methylpyridine","-","A5793","-","-","-","7.48","Log unit","7.48","Log unit","25.0","?C","n1ccc(C)cc1N","","-","n","n(ccc1C)c(c1)N","","","{n=[0], nr2=[7]}","0","","-"
"CC1=CC=C(N)N=C1","2-AMINO-5-METHYLPYRIDINE","-","A5793","-","-","-","7.22","Log unit","7.22","Log unit","25.0","?C","n1cc(ccc1N)C","","-","n","n(cc(c1)C)c(c1)N","","","{n=[0], nr2=[7]}","0","","-"
"CC1=CC=CC(N)=N1","2-Amino-6-methylpyridine","-","A5793","-","-","-","7.41","Log unit","7.41","Log unit","25.0","?C","n1c(cccc1C)N","","-","n","n(c(cc1)N)c(c1)C","","","{n=[0], nr2=[4]}","0","","-"
"NCC1=CN=CC=C1","3-aminomethylpyridine","-","A5793","-","-","-","8.04","Log unit","8.04","Log unit","25.0","?C","NCc1cnccc1","","-","nr2","n(ccc1)cc1CN","","","{n=[0], nr2=[7]}","7","","-"
"CC1=CN=CC=C1N","4-Amino-3-methylpyridine","-","A5793","-","-","-","9.45","Log unit","9.45","Log unit","25.0","?C","n1ccc(N)c(c1)C","","-","n","n(ccc1N)cc1C","","","{n=[0], nr2=[4]}","0","","-"
"CC1=CC=C(CN)C=N1","3-aminomethyl-6-methylpyridine","-","A5793","-","-","-","8.764999","Log unit","8.764999","Log unit","25.0","?C","NCc1cnc(cc1)C","","-","nr2","n(cc(c1)CN)c(c1)C","","","{n=[0], nr2=[5]}","5","","-"
"NC1=CC=C(C=C1)C1CCCC[NH2+]1","2-p-aminophenylpyridine","-","A5793","-","-","-","2.47","Log unit","2.47","Log unit","25.0","?C","Nc1ccc(C2[NH2+][CH][CH][CH][CH]2)cc1","","-","nr2","[n+1](ccc1)c(c1)c(ccc2N)cc2","","","{nr2=[10]}","10","","-"
"NC1=CC=C(C=C1)C1CC[NH2+]CC1","2-p-aminophenylpyridine","-","A5793","-","-","-","2.75","Log unit","2.75","Log unit","25.0","?C","Nc1ccc(C2[CH][CH][NH2+][CH][CH]2)cc1","","-","nr2","[n+1]1ccc(c2ccc(N)cc2)cc1","","","{nr2=[8]}","8","","-"
"CC1=C(N)N=CC(=C1)N(=O)=O","2-Amino-3-methyl-5-nitropyridine","-","A5793","-","-","-","3.58","Log unit","3.58","Log unit","25.0","?C","n1cc(cc(c1N)C)N(=O)=O","","-","n","n(cc(c1)N(=O)=O)c(N)c1C","","","{n=[0], nr2=[4, 8]}","0","","-"
"CC1=CC(=C(N)N=C1)N(=O)=O","2-amino-5-methyl-3-nitropyridine","-","A5793","-","-","-","2.98","Log unit","2.98","Log unit","25.0","?C","n1cc(cc(c1N)N(=O)=O)C","","-","n","n(cc(c1)C)c(N)c1N(=O)=O","","","{n=[0], nr2=[6, 8]}","0","","-"
"NC1=C(C=CC=N1)N(=O)=O","2-Amino-3-nitropyridine","-","A5793","-","-","-","2.33","Log unit","2.33","Log unit","25.0","?C","n1cccc(c1N)N(=O)=O","","-","n","n(ccc1)c(N)c1N(=O)=O","","","{n=[0], nr2=[5, 7]}","0","","-"
"NC1=CC=C(C=N1)N(=O)=O","2-Amino-5-nitropyridine","-","A5793","-","-","-","2.78","Log unit","2.78","Log unit","25.0","?C","n1cc(ccc1N)N(=O)=O","","-","n","n(cc(c1)N(=O)=O)c(c1)N","","","{n=[0], nr2=[4, 9]}","0","","-"
"NC1=CC=NC=C1N(=O)=O","4-Amino-3-nitropyridine","-","A5793","-","-","-","5.04","Log unit","5.04","Log unit","25.0","?C","n1ccc(N)c(c1)N(=O)=O","","-","n","n(ccc1N)cc1N(=O)=O","","","{n=[0], nr2=[4, 7]}","0","","-"
"NC1=CC=C(C=C1)C1=CC=CC=N1","2-p-aminophenylpyridine","-","A5793","-","-","-","5.7","Log unit","5.7","Log unit","25.0","?C","n1ccccc1c1ccc(N)cc1","","-","n","n(ccc1)c(c1)c(ccc2N)cc2","","","{n=[0], nr2=[10]}","0","","-"
"NC1=CC=C(C=C1)C1=CC=NC=C1","4-p-aminophenyl-pyridine","-","A5793","-","-","-","6.26","Log unit","6.26","Log unit","25.0","?C","n1ccc(c2ccc(N)cc2)cc1","","-","n","n(ccc1-c(ccc2N)cc2)cc1","","","{n=[0], nr2=[8]}","0","","-"
"CC1=NC(C)=C(C)C(N)=C1C","4-amino-2,3,5,6-tetramethylpyridine","-","A5793","-","-","-","10.57","Log unit","10.57","Log unit","25.0","?C","n1c(c(c(N)c(c1C)C)C)C","","-","n","n(c(c(c1N)C)C)c(c1C)C","","","{n=[0], nr2=[4]}","0","","-"
"O=C(NC1=CC=CC=N1)C1=CC=CC=C1","2-benzamidopyridine","-","A5793","-","-","-","3.33","Log unit","3.33","Log unit","25.0","?C","n1ccccc1NC(=O)c1ccccc1","","-","n","n(ccc1)c(c1)NC(=O)-c(ccc2)cc2","","","{n=[0], nr2=[6]}","0","","-"
"O=C(NC1=CN=CC=C1)C1=CC=CC=C1","3-benzamidopyridine","-","A5793","-","-","-","3.8","Log unit","3.8","Log unit","25.0","?C","n1cccc(c1)NC(=O)c1ccccc1","","-","n","n(ccc1)cc1NC(=O)-c(ccc2)cc2","","","{n=[0], nr2=[6]}","0","","-"
"O=C(NC1=CC=NC=C1)C1=CC=CC=C1","4-Benzamidopyridine","-","A5793","-","-","-","5.32","Log unit","5.32","Log unit","25.0","?C","n1ccc(NC(=O)c2ccccc2)cc1","","-","n","n(ccc1NC(=O)-c(ccc2)cc2)cc1","","","{n=[0], nr2=[4]}","0","","-"
"C(C1=CC=CC=C1)C1=CC=CC=N1","2-Benzylpyridine","-","A5793","-","-","-","5.13","Log unit","5.13","Log unit","25.0","?C","n1ccccc1Cc1ccccc1","","-","n","n(ccc1)c(c1)C-c(ccc2)cc2","","","{n=[0]}","0","","-"
"C[NH+](C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1","2-[benzyl(2-dimethylaminoethyl)amino]-pyridine","-","A5793","-","-","-","3.92","Log unit","3.92","Log unit","25.0","?C","n1ccccc1N(Cc1ccccc1)CC[NH+](C)C","","-","n","n(ccc1)c(c1)N(C-c(ccc2)cc2)CC[N+1](C)C","","","{n=[0], nr2=[6, 16]}","0","","-"
"C(C1=CC=CC=C1)C1=CC=NC=C1","4-Benzylpyridine","-","A5793","-","-","-","5.59","Log unit","5.59","Log unit","25.0","?C","n1ccc(Cc2ccccc2)cc1","","-","n","n(ccc1C-c(ccc2)cc2)cc1","","","{n=[0]}","0","","-"
"CC1=C(OCC2=CC=CC=C2)C(C)=C(CO)C=N1","3-benzyloxy-5-hydroxymethyl-2,4-dimethylpyridine","-","A5793","-","-","-","5.52","Log unit","5.52","Log unit","25.0","?C","n1c(c(OCc2ccccc2)c(c(c1)CO)C)C","","-","n","c(ccc1CO-c(c(nc2)C)c(c2CO)C)cc1","","","{n=[8], oh=[14]}","8","","-"
"C(SC1=CC=CC=N1)C1=CC=CC=C1","2-benzylthiopyridine","-","A5793","-","-","-","3.23","Log unit","3.23","Log unit","25.0","?C","n1ccccc1SCc1ccccc1","","-","n","n(ccc1)c(c1)SC-c(ccc2)cc2","","","{n=[0]}","0","","-"
"C(SC1=CC=NC=C1)C1=CC=CC=C1","4-benzylthiopyridine","-","A5793","-","-","-","5.41","Log unit","5.41","Log unit","25.0","?C","n1ccc(SCc2ccccc2)cc1","","-","n","n(ccc1SC-c(ccc2)cc2)cc1","","","{n=[0]}","0","","-"
"BrC1=NC=CC=C1","2-Bromopyridine","-","A5793","-","-","-","0.8049999","Log unit","0.8049999","Log unit","25.0","?C","n1c(Br)cccc1","","-","n","Br-c(ncc1)cc1","","","{n=[2]}","2","","-"
"NC1=CC=C(O)C2=C1C(=O)C1=CC=CC=C1C2=O","Disperse Red 15","-","A5793","-","-","-","0.78","Log unit","0.78","Log unit","25.0","?C","Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12","","-","nr2","c1(N)ccc(O)c2C(=O)c3ccccc3C(=O)c12","","","{nr2=[1], oh=[5]}","1","","-"
"NC1=CC=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O","DISPERSE VIOLET 1","-","A5793","-","-","-","1.28","Log unit","1.28","Log unit","25.0","?C","Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12","","-","nr2","c1(N)ccc(N)c2C(=O)c3ccccc3C(=O)c12","","","{nr2=[1, 5]}","1","true","-"
"CNC1=CC=C(NC)C2=C1C(=O)C1=CC=CC=C1C2=O","Disperse Blue 14","-","A5793","-","-","-","1.8","Log unit","1.8","Log unit","25.0","?C","N(c1ccc(NC)c2C(=O)c3ccccc3C(=O)c12)C","","-","nr2","c1(NC)ccc(NC)c2C(=O)c3ccccc3C(=O)c12","","","{nr2=[1, 6]}","1","true","-"
