"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","IC group given","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","pKa predicted value","UNIT {pKa predicted value}","IC smiles given","AtomNR of IC","groupsAndICs","COMMENTS","INCHI_KEY"
"C[NH2+]CC(O)C1=CC=C(O)C=C1","-","R1206117","M15374","-","-","1-hydroxy-4-(1-hydroxy-2-methylamino)ethylbenzene","-","Koerner","charochkina","A5793","-","-","-","8.76","Log unit","8.76","Log unit","25.0","?C","Oc1ccc(C(O)C[NH2+]C)cc1","1","0","","-","9.4674","Log unit","O-c(ccc1C(O)C[N+1]C)cc1","","","-","YRCWQPVGYLYSOX-UHFFFAOYSA"
"CNCC(O)C1=CC=C(O)C=C1","-","R1206118","M15374","-","-","1-hydroxy-4-(1-hydroxy-2-methylamino)ethylbenzene","-","Koerner","charochkina","A5793","-","-","-","9.7","Log unit","9.7","Log unit","25.0","?C","Oc1ccc(C(O)CNC)cc1","nr2","0","","-","9.7555","Log unit","O-c(ccc1C(O)CNC)cc1","","","-","YRCWQPVGYLYSOX-UHFFFAOYSA"
"COC1=C(O)C(CN)=CC=C1","-","R1206148","M1107090","-","-","2-hydroxy-3-methoxy-benzylamine","-","Koerner","charochkina","A5793","-","-","-","11.06","Log unit","11.06","Log unit","25.0","?C","NCc1cccc(OC)c1O","oh","10","","-","10.3414","Log unit","c(cc(OC)c1O)cc1CN","","","-","CLJHZQFAKIIMBA-UHFFFAOYSA"
"NCC1=CC=C(C=C1)N(=O)=O","-","R1206162","M31919","-","-","4-Nitrobenzylamine","-","Koerner","charochkina","A5793","-","-","-","8.505","Log unit","8.505","Log unit","25.0","?C","NCc1ccc(cc1)N(=O)=O","nr2","10","","-","9.2628","Log unit","c(cc(c1)N(=O)=O)c(c1)CN","","","-","ODVBBZFQPGORMJ-UHFFFAOYSA"
"NCC1=CC=CC=C1S(N)(=O)=O","-","R1206165","M1157850","-","-","2-sulphamoylbenzylamine","-","Koerner","charochkina","A5793","-","-","-","8.53","Log unit","8.53","Log unit","25.0","?C","NCc1c(S(=O)(=O)N)cccc1","4","11","","-","8.5582","Log unit","S(=O)(=O)(N)-c(ccc1)c(c1)CN","","","-","NDRZWXBIKCFBSU-UHFFFAOYSA"
"NCC1=CC(=CC=C1)S(N)(=O)=O","-","R1206166","M1157851","-","-","3-sulphamoylbenzylamine","-","Koerner","charochkina","A5793","-","-","-","8.55","Log unit","8.55","Log unit","25.0","?C","NCc1cc(S(=O)(=O)N)ccc1","4","11","","-","8.8517","Log unit","S(=O)(=O)(N)-c(ccc1)cc1CN","","","-","HNENXADRSCEPIJ-UHFFFAOYSA"
"NCC1=CC=C(C=C1)S(N)(=O)=O","-","R1206167","M10873","-","-","4-sulphamoylbenzylamine","-","Koerner","charochkina","A5793","-","-","-","8.35","Log unit","8.35","Log unit","25.0","?C","NCc1ccc(S(=O)(=O)N)cc1","4","9","","-","9.2356","Log unit","S(=O)(=O)(N)-c(ccc1CN)cc1","","","-","TYMRLRRVMHJFTF-UHFFFAOYSA"
"NC1=CC=C(C=C1)C1=CC=C(C=C1)N(=O)=O","-","R1206172","M120140","-","-","4-amino-4'-nitropiphenyl","-","Koerner","charochkina","A5793","-","-","-","3.765","Log unit","3.765","Log unit","25.0","?C","Nc1ccc(cc1)c1ccc(N(=O)=O)cc1","nr2","15","","-","3.7305","Log unit","c(cc(c1)-c(ccc2N(=O)=O)cc2)c(c1)N","","","-","BOFVBIYTBGDQGY-UHFFFAOYSA"
"CC1=CC=CC(N)=C1C1=C(N)C=CC=C1C","-","R1206176","M1107149","-","-","2,2'-diamino-6,6'-dimethylbiphenyl","-","Koerner","charochkina","A5793","-","-","-","3.7","Log unit","3.7","Log unit","25.0","?C","Nc1c(c2c(cccc2C)N)c(ccc1)C","nr2","9","","-","3.3745","Log unit","c(cc(N)c1-c(c(cc2)N)c(c2)C)cc1C","","","-","MCUUKQCKNKUMBP-UHFFFAOYSA"
"NC1=CC(O)=C(O)C2=CC=CC=C12","-","R1206207","M1107165","-","-","1-amino-3,4-dihydroxynaphthalene","-","Koerner","charochkina","A5793","-","-","-","9.32","Log unit","9.32","Log unit","25.0","?C","Oc1c(c2ccccc2c(c1)N)O","oh","7","","-","9.5428","Log unit","c(ccc1c(O)c2O)cc1c(c2)N","","","-","BMBCZQQICGADPE-UHFFFAOYSA"
"NC1=C(O)C2=CC=CC=C2C(O)=C1","-","R1206209","M1107166","-","-","2-amino-1,4-dihydroxynaphthalene","-","Koerner","charochkina","A5793","-","-","-","9.57","Log unit","9.57","Log unit","25.0","?C","Oc1c2ccccc2c(O)c(N)c1","2","12","","-","9.7327","Log unit","c(ccc1c(O)c2N)cc1c(c2)O","","","-","ZSSKPZAMFNKWIY-UHFFFAOYSA"
"NC1=CC=C(C2=CC=CC=C12)N(=O)=O","-","R1206248","M67732","-","-","1-amino-4-nitro-naphthalene","-","Koerner","charochkina","A5793","-","-","-","0.54","Log unit","0.54","Log unit","25.0","?C","Nc1c2ccccc2c(cc1)N(=O)=O","nr2","13","","-","0.7853","Log unit","c(ccc1c(c2)N(=O)=O)cc1c(c2)N","","","-","BVPJPRYNQHAOPQ-UHFFFAOYSA"
"NC1=CC2=CC=CC=C2C(=C1)N(=O)=O","-","R1206254","M1107197","-","-","2-amino-4-nitro-naphthalene","-","Koerner","charochkina","A5793","-","-","-","2.43","Log unit","2.43","Log unit","25.0","?C","Nc1cc2ccccc2c(c1)N(=O)=O","nr2","13","","-","1.9933","Log unit","c(ccc1c(c2)N(=O)=O)cc1cc2N","","","-","QMXYWTRTKVSGPG-UHFFFAOYSA"
"NC1=CC2=C(C=C1)C(=CC=C2)N(=O)=O","-","R1206255","M1107198","-","-","2-amino-5-nitro-naphthalene","-","Koerner","charochkina","A5793","-","-","-","3.01","Log unit","3.01","Log unit","25.0","?C","Nc1ccc2c(cccc2N(=O)=O)c1","nr2","13","","-","3.7321","Log unit","c(cc(c1cc2)c(c2)N(=O)=O)c(c1)N","","","-","PPYFMWXMDIAZSV-UHFFFAOYSA"
"NC1=CC2=C(C=C1)C=C(C=C2)N(=O)=O","-","R1206256","M147724","-","-","2-amino-6-nitro-naphthalene","-","Koerner","charochkina","A5793","-","-","-","2.62","Log unit","2.62","Log unit","25.0","?C","Nc1ccc2cc(ccc2c1)N(=O)=O","nr2","13","","-","3.7522","Log unit","c(cc(cc(c1)N(=O)=O)c2c1)c(c2)N","","","-","LNYJXDMWSMEVGQ-UHFFFAOYSA"
"NC1=CC2=C(C=C1)C=CC(=C2)N(=O)=O","-","R1206257","M1107199","-","-","2-amino-7-nitro-naphthalene","-","Koerner","charochkina","A5793","-","-","-","3.1","Log unit","3.1","Log unit","25.0","?C","Nc1ccc2ccc(N(=O)=O)cc2c1","nr2","13","","-","3.7576","Log unit","c(cc(ccc1N(=O)=O)c2c1)c(c2)N","","","-","KRHGMPUYSBHCPE-UHFFFAOYSA"
"NC1=CC2=C(C=CC=C2N(=O)=O)C=C1","-","R1206258","M1107200","-","-","2-amino-8-nitronaphthalene","-","Koerner","charochkina","A5793","-","-","-","2.73","Log unit","2.73","Log unit","25.0","?C","Nc1ccc2cccc(c2c1)N(=O)=O","nr2","13","","-","3.5606","Log unit","c(cc(ccc1)c2c1N(=O)=O)c(c2)N","","","-","FGLPIWSCAOGYBA-UHFFFAOYSA"
"NC1=C(N)C2=CC=CC=C2C=C1","-","R1206264","M24122","-","-","1,2-Diaminonaphthalene","-","Koerner","charochkina","A5793","-","-","-","4.76","Log unit","4.76","Log unit","25.0","?C","Nc1c(c2ccccc2cc1)N","4","6","","-","4.3056","Log unit","c(ccc1c(c2N)N)cc1cc2","","","-","NTNWKDHZTDQSST-UHFFFAOYSA"
"NC1=CC(N)=C(O)C2=CC=CC=C12","-","R1206267","M1107202","-","-","1,3-diamino-4-hydroxynaphthalene","-","Koerner","charochkina","A5793","-","-","-","4.7","Log unit","4.7","Log unit","25.0","?C","Nc1c2ccccc2c(O)c(N)c1","nr2","12","","-","5.6332","Log unit","c(ccc1c(O)c2N)cc1c(c2)N","","","-","SGEHDRMRHWBHLE-UHFFFAOYSA"
"NC1=CC([NH2+])=C([O-])C2=CC=CC=C12","-","R1206268","M1157852","-","-","1,3-diamino-4-hydroxynaphthalene","-","Koerner","charochkina","A5793","-","-","-","3.14","Log unit","3.14","Log unit","25.0","?C","Nc1c2ccccc2c([O-])c([NH+])c1","nr2","12","","-","4.5347","Log unit","c(ccc1c([O-1])c2[N+1])cc1c(c2)N","","","-","QDSLDZLSJBUUKT-UHFFFAOYSA"
"NCCNCC1=CC=CO1","-","R1206292","M1107212","-","-","2-(2-aminoethylaminomethyl)furan","-","Koerner","charochkina","A5793","-","-","-","9.795","Log unit","9.795","Log unit","25.0","?C","NCCNCc1occc1","4","9","","-","9.397","Log unit","O(C=C1)C(=C1)CNCCN","","","-","SDYAGGMEBLMHCR-UHFFFAOYSA"
"[NH2+]CCNCC1=CC=CO1","-","R1206293","M1157853","-","-","2-(2-aminoethylaminomethyl)furan","-","Koerner","charochkina","A5793","-","-","-","6.56","Log unit","6.56","Log unit","25.0","?C","N(Cc1occc1)CC[NH2+]","nr2","6","","-","7.6291","Log unit","O(C=C1)C(=C1)CNCC[N+1]","","","-","RCJHCQKPRWRIFI-UHFFFAOYSA"
"NCCNCC1=COC=C1","-","R1206294","M1157854","-","-","3-(2-aminoethylaminomethyl)furan","-","Koerner","charochkina","A5793","-","-","-","9.86","Log unit","9.86","Log unit","25.0","?C","NCCNCc1cocc1","3","9","","-","9.4407","Log unit","O(C=C1)C=C1CNCCN","","","-","MVZOCQCWSANBLU-UHFFFAOYSA"
"C(C[N+]1CCCCC1)N1CCCCC1","-","R1206342","M1157855","-","-","1-(2-piperidino)ethylpiperidine","-","Koerner","charochkina","A5793","-","-","-","6.55","Log unit","6.55","Log unit","25.0","?C","N1(CC[N+]2CCCCC2)CCCCC1","nr2","8","","-","7.8591","Log unit","C1CCCC[N+1]1CCN2CCCCC2","","","-","KLJCDRSIYIQDQS-UHFFFAOYSA"
"N1C=CC=C1","-","R1206358","M5422","-","-","pyrrole","-","Koerner","charochkina","A5793","-","-","-","-3.8","Log unit","-3.8","Log unit","25.0","?C","[nH]1cccc1","nr2","0","","-","18.0034","Log unit","N(C=C1)C(=C1)","","","-","KAESVJOAVNADME-UHFFFAOYSA"
"N1C=CC=C1","-","R1206359","M5422","-","-","pyrrole","-","Koerner","charochkina","A5793","-","-","-","16.8","Log unit","16.8","Log unit","25.0","?C","[nH]1cccc1","nr2_a","0","","-","18.0034","Log unit","N(C=C1)C(=C1)","","","-","KAESVJOAVNADME-UHFFFAOYSA"
"CC1=CC=C(C)N1","-","R1206360","M22803","-","-","Pyrrole,2,5-dimethyl-","-","Koerner","charochkina","A5793","-","-","-","-0.71","Log unit","-0.71","Log unit","25.0","?C","[nH]1c(ccc1C)C","nr2","0","","-","17.9737","Log unit","N(C(=C1)C)C(=C1)C","","","-","PAPNRQCYSFBWDI-UHFFFAOYSA"
"NC1CC(=O)NC1=O","-","R1206362","M1157856","-","-","Pyrrolidien,3-amino-2,5-dioxo-:","-","Koerner","charochkina","A5793","-","-","-","5.9","Log unit","5.9","Log unit","25.0","?C","NC1CC(=O)NC1=O","4","7","","-","6.5312","Log unit","O=C(NC1=O)CC1N","","","-","YDNMHDRXNOHCJH-UHFFFAOYSA"
"OC(CN1CCCC1)C[N+]1CCCC1","-","R1206379","M1157857","-","-","Pyrrolidine,1(2-hydroxy-3-pyrrolidine-1-yl)propyl-:","-","Koerner","charochkina","A5793","-","-","-","8.05","Log unit","8.05","Log unit","25.0","?C","N1(CCCC1)CC(O)C[N+]1CCCC1","nr2","3","","-","9.2151","Log unit","C(CC1)N(C1)CC(O)C[N+1](CC2)CC2","","","-","MITMRKUHXYQHBT-UHFFFAOYSA"
"C[N+]1CCCC1C1=CN=CC=C1","-","R1206385","M1007475","-","-","Pyrrolidine, 1-methyl-2-(3-pyridy)-:","-","Koerner","charochkina","A5793","-","-","-","3.4","Log unit","3.4","Log unit","25.0","?C","n1cccc(c1)C1[N+](CCC1)C","n","0","","-","4.4641","Log unit","n(ccc1)cc1C([N+1](C2)C)CC2","","","-","WDLCRPUFOKJNEU-UHFFFAOYSA"
"NCCNCC1=CC=CS1","-","R1206394","M1107254","-","-","Thiophene, 2-(2-aminoethylaminomethyl)-:","-","Koerner","charochkina","A5793","-","-","-","9.7","Log unit","9.7","Log unit","25.0","?C","NCCNCc1sccc1","4","6","","-","9.4933","Log unit","S1C(CNCCN)=CC=C1","","","-","PMVKNSKIASQUCS-UHFFFAOYSA"
"[NH2+]CCNCC1=CC=CS1","-","R1206395","M1157858","-","-","Thiophene, 2-(2-aminoethylaminomethyl)-:","-","Koerner","charochkina","A5793","-","-","-","6.3","Log unit","6.3","Log unit","25.0","?C","N(Cc1sccc1)CC[NH2+]","nr2","3","","-","8.4597","Log unit","S1C(CNCC[N+1])=CC=C1","","","-","PBNTXKJNXDXNHU-UHFFFAOYSA"
"NCCNCC1=CC=CS1","-","R1206396","M1107254","-","-","Thiophene, 2-(2-aminoethylaminomethyl)-:","-","Koerner","charochkina","A5793","-","-","-","9.8","Log unit","9.8","Log unit","25.0","?C","NCCNCc1sccc1","4","9","","-","9.4933","Log unit","S(C=C1)C(=C1)CNCCN","","","-","PMVKNSKIASQUCS-UHFFFAOYSA"
"CC1=NOC=C1","-","R1206398","M1106658","-","-","Isoxsazole, 3-methyl-","-","Koerner","charochkina","A5793","-","-","-","-1.0","Log unit","-1.0","Log unit","25.0","?C","n1occc1C","nethR","1","","-","0.7174","Log unit","O(N=C1C)C=C1","","","-","CUMCMYMKECWGHO-UHFFFAOYSA"
"CC1=C(C)C(C)=NO1","-","R1206399","M32590","-","-","Isoxazoline, 3,4,5-trimethyl-","-","Koerner","charochkina","A5793","-","-","-","-1.0","Log unit","-1.0","Log unit","25.0","?C","n1oc(C)c(c1C)C","nethR","1","","-","1.781","Log unit","O(N=C1C)C(C)=C1C","","","-","MGHKWBQZEBMFOH-UHFFFAOYSA"
"NCCN1CCOCC1","-","R1206404","M26129","-","-","Morpholine, N-(2-amino)ethyl-","-","Koerner","charochkina","A5793","-","-","-","9.45","Log unit","9.45","Log unit","25.0","?C","NCCN1CCOCC1","3","6","","-","9.3746","Log unit","O(CCN1CCN)CC1","","","-","RWIVICVCHVMHMU-UHFFFAOYSA"
"[NH2+]CCN1CCOCC1","-","R1206405","M1157859","-","-","Morpholine, N-(2-amino)ethyl-","-","Koerner","charochkina","A5793","-","-","-","4.84","Log unit","4.84","Log unit","25.0","?C","N1(CCOCC1)CC[NH2+]","nr2","3","","-","6.8765","Log unit","O(CCN1CC[N+1])CC1","","","-","AEBMOUBNPZACAQ-UHFFFAOYSA"
"CC(O)CN(CCN1CCOCC1)CC(C)O","-","R1206407","M1157860","-","-","Morplholine, N-[2-(dis-2-hydroxypropyl)aminoethyl]-","-","Koerner","charochkina","A5793","-","-","-","7.9","Log unit","7.9","Log unit","25.0","?C","N(CCN1CCOCC1)(CC(O)C)CC(O)C","4","6","","-","9.2024","Log unit","O(CCN1CCN(CC(O)C)CC(O)C)CC1","","","-","RIHTVFXWBJBDFX-UHFFFAOYSA"
"CC(O)CN(CCCN1CCOCC1)CC(C)O","-","R1206408","M1107259","-","-","Mokrpholine, N-[3-(bis-2-hydroxpropyl)aminopropyl]-","-","Koerner","charochkina","A5793","-","-","-","8.4","Log unit","8.4","Log unit","25.0","?C","N(CCCN1CCOCC1)(CC(O)C)CC(O)C","4","7","","-","9.7229","Log unit","O(CCN1CCCN(CC(O)C)CC(O)C)CC1","","","-","REDLMXNXEJVVCU-UHFFFAOYSA"
"CC(O)C[N+](CCCN1CCOCC1)CC(C)O","-","R1206409","M1157861","-","-","Mokrpholine, N-[3-(bis-2-hydroxpropyl)aminopropyl]-","-","Koerner","charochkina","A5793","-","-","-","5.5","Log unit","5.5","Log unit","25.0","?C","N1(CCOCC1)CCC[N+](CC(O)C)CC(O)C","nr2","3","","-","7.3331","Log unit","O(CCN1CCC[N+1](CC(O)C)CC(O)C)CC1","","","-","FAORAWLHGHDFSN-UHFFFAOYSA"
"OC(CN1CCOCC1)C[N+]1CCOCC1","-","R1206421","M1157862","-","-","Morpholine, N-(2-hydroxy-3-morpholin)propyl-:","-","Koerner","charochkina","A5793","-","-","-","5.3","Log unit","5.3","Log unit","25.0","?C","N1(CCOCC1)CC(O)C[N+]1CCOCC1","nr2","3","","-","6.9025","Log unit","O(CCN1CC(O)C[N+1](CCO2)CC2)CC1","","","-","IRKUQCDWFJIDOO-UHFFFAOYSA"
"CC1=NCCO1","-","R1206426","M24626","-","-","Oxazoline, 2-methylo-:","-","Koerner","charochkina","A5793","-","-","-","5.51","Log unit","5.51","Log unit","25.0","?C","N1=C(OCC1)C","nethR","4","","-","4.2766","Log unit","O(CC1)C(=N1)C","","","-","GUXJXWKCUUWCLX-UHFFFAOYSA"
"CC(=O)N1CCNCC1","-","R1206429","M114827","-","-","Piperazine, 1-acetyl-","-","Koerner","charochkina","A5793","-","-","-","7.94","Log unit","7.94","Log unit","25.0","?C","N1CCN(C(=O)C)CC1","2","0","","-","7.8222","Log unit","N(CCN1C(=O)C)CC1","","","-","PKDPUENCROCRCH-UHFFFAOYSA"
"NCCN1CCNCC1","-","R1206430","M4505","-","-","Piperazine, N-2-aminoethyl-","-","Koerner","charochkina","A5793","-","-","-","9.4","Log unit","9.4","Log unit","25.0","?C","NCCN1CCNCC1","5","6","","-","9.6835","Log unit","N(CCN1CCN)CC1","","","-","IMUDHTPIFIBORV-UHFFFAOYSA"
"[NH2+]CCN1CCNCC1","-","R1206431","M1157863","-","-","Piperazine, N-2-aminoethyl-","-","Koerner","charochkina","A5793","-","-","-","8.37","Log unit","8.37","Log unit","25.0","?C","N1CCN(CC[NH2+])CC1","2","0","","-","9.2814","Log unit","N(CCN1CC[N+1])CC1","","","-","NLQMTBGJGYBFIA-UHFFFAOYSA"
"CN1CCN(CC1)C(=O)C1=CC=CC=C1","-","R1206432","M45466","-","-","Piperazine, 1-benzoyl-4-methyl-","-","Koerner","charochkina","A5793","-","-","-","6.78","Log unit","6.78","Log unit","25.0","?C","N1(CCN(C(=O)c2ccccc2)CC1)C","2","9","","-","6.8707","Log unit","c(ccc1C(=O)N(CCN2C)CC2)cc1","","","-","QRYWRVHZEBEZDQ-UHFFFAOYSA"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Br)C=C1","-","R1206433","M1157864","-","-","Piperazine, 1-(4-dromobenzhydryl)-4-methyl-:","-","Koerner","charochkina","A5793","-","-","-","7.97","Log unit","7.97","Log unit","25.0","?C","N1(CCN(C(c2ccc(Br)cc2)c2ccccc2)CC1)C","2","9","","-","7.9406","Log unit","Br-c(ccc1C(N(CCN2C)CC2)-c(ccc3)cc3)cc1","","","-","GGZNCFOHQLUSNQ-UHFFFAOYSA"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC(Cl)=CC=C1","-","R1206434","M1157865","-","-","Piperazine, 1-(3-chlorobenzhydry)-4-methylo-","-","Koerner","charochkina","A5793","-","-","-","8.1","Log unit","8.1","Log unit","25.0","?C","N1(CCN(C(c2cc(Cl)ccc2)c2ccccc2)CC1)C","2","11","","-","7.9914","Log unit","Cl-c(ccc1)cc1C(N(CCN2C)CC2)c(ccc3)cc3","","","-","QMIKQQJCEQKIMV-UHFFFAOYSA"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","-","R1206435","M17688","-","-","Piperazine, 1-(4-chlorobenzhyldryl)-4-methyl-","-","Koerner","charochkina","A5793","-","-","-","7.98","Log unit","7.98","Log unit","25.0","?C","N1(CCN(C(c2ccc(Cl)cc2)c2ccccc2)CC1)C","2","9","","-","8.0034","Log unit","Cl-c(ccc1C(N(CCN2C)CC2)c(ccc3)cc3)cc1","","","-","WFNAKBGANONZEQ-UHFFFAOYSA"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1","-","R1206438","M17687","-","-","Piperazine, 1-diphenylmethyl-4-methyl-","-","Koerner","charochkina","A5793","-","-","-","8.16","Log unit","8.16","Log unit","25.0","?C","N1(C(c2ccccc2)c2ccccc2)CCN(C)CC1","2","5","","-","8.5102","Log unit","c(ccc1C(N(CCN2C)CC2)c(ccc3)cc3)cc1","","","-","UVKZSORBKUEBAZ-UHFFFAOYSA"
"CN1CCN(CC1)C(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1","-","R1206439","M1157866","-","-","Piperazine, 1-(4-fluorobenzhydry)-4-methyl-","-","Koerner","charochkina","A5793","-","-","-","8.23","Log unit","8.23","Log unit","25.0","?C","N1(CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C","2","9","","-","7.9131","Log unit","F-c(ccc1C(N(CCN2C)CC2)-c(ccc3F)cc3)cc1","","","-","VFXSSVNPFMGFDW-UHFFFAOYSA"
"N1C=CC=N1","-","R1206441","M12595","-","-","Pyrazole,","-","Koerner","charochkina","A5793","-","-","-","2.48","Log unit","2.48","Log unit","25.0","?C","n1[nH]ccc1","nethR","0","","-","2.1689","Log unit","N(NC=1)=CC1","","","-","WTKZEGDFNFYCGP-UHFFFAOYSA"
"NCCC1=NNC=C1","-","R1206442","M18525","-","-","Pyrazole,3-(2-aminoethyl)-","-","Koerner","charochkina","A5793","-","-","-","9.61","Log unit","9.61","Log unit","25.0","?C","NCCc1n[nH]cc1","4","7","","-","9.5571","Log unit","N(NC=1)=C(C1)CCN","","","-","JXDFEQONERDKSS-UHFFFAOYSA"
"CC1=NNC=C1","-","R1206443","M51727","-","-","Pyrazole,3-methyl-","-","Koerner","charochkina","A5793","-","-","-","3.56","Log unit","3.56","Log unit","25.0","?C","n1[nH]ccc1C","nethR","0","","-","3.0755","Log unit","N(NC=1)=C(C1)C","","","-","XKVUYEYANWFIJX-UHFFFAOYSA"
"CN1C=CC(=O)C=N1","-","R1206444","M1106659","-","-","Pyridazine, 1,4-dihydro-1-methyl-4-oxo-:","-","Koerner","charochkina","A5793","-","-","-","1.02","Log unit","1.02","Log unit","25.0","?C","n1n(C)ccc(=O)c1","nethR","2","","-","-0.5831","Log unit","N1(C)N=CC(=O)C=C1","","","-","DHKJWZRZAPAFGV-UHFFFAOYSA"
"N1C=CC2=C1C=CC=C2","-","R1206445","M10389","-","-","indole","-","Koerner","charochkina","A5793","-","-","-","-2.4","Log unit","-2.4","Log unit","25.0","?C","[nH]1ccc2ccccc12","nr2","7","","-","16.437","Log unit","c1cccc2C=CNc12","","","-","SIKJAQJRHWYJAI-UHFFFAOYSA"
"N1C=CC2=C1C=CC=C2","-","R1206446","M10389","-","-","indole","-","Koerner","charochkina","A5793","-","-","-","16.5","Log unit","16.5","Log unit","25.0","?C","[nH]1ccc2ccccc12","nr2_a","7","","-","16.437","Log unit","c1cccc2C=CNc12","","","-","SIKJAQJRHWYJAI-UHFFFAOYSA"
"NCCC1=CNC2=C1C=CC=C2","-","R1206447","M355","-","-","3-(2-aminoethyl)indole","-","Koerner","charochkina","A5793","-","-","-","10.2","Log unit","10.2","Log unit","25.0","?C","NCCc1c2ccccc2[nH]c1","3","8","","-","9.734","Log unit","c1cccc2C(CCN)=CNc12","","","-","APJYDQYYACXCRM-UHFFFAOYSA"
"COC1=CC2=C(NC=C2CC(C)N)C=C1","-","R1206448","M174345","-","-","3-(2-aminopropyl)-5-methoxyindole","-","Koerner","charochkina","A5793","-","-","-","10.3","Log unit","10.3","Log unit","25.0","?C","NC(Cc1c2cc(ccc2[nH]c1)OC)C","3","10","","-","9.9841","Log unit","c1cc(OC)cc2C(CC(N)C)=CNc12","","","-","OGNJZVNNKBZFRM-UHFFFAOYSA"
"[NH2+]CCC1=CNC2=C1C=C(O)C=C2","-","R1206449","M1157867","-","-","3-(2-aminoethyl)-5-hydroxyindole","-","Koerner","charochkina","A5793","-","-","-","10.0","Log unit","10.0","Log unit","25.0","?C","Oc1ccc2[nH]cc(c2c1)CC[NH2+]","oh","3","","-","9.5563","Log unit","c1cc(O)cc2C(CC[N+1])=CNc12","","","-","CZQKWTPTNNNHQS-UHFFFAOYSA"
"NCCC1=CNC2=C1C=C([O-])C=C2","-","R1206450","M9542","-","-","3-(2-aminoethyl)-5-hydroxyindole","-","Koerner","charochkina","A5793","-","-","-","11.1","Log unit","11.1","Log unit","25.0","?C","NCCc1c2cc(ccc2[nH]c1)[O-]","3","9","","-","10.0043","Log unit","c1cc([O-1])cc2C(CCN)=CNc12","","","-","QZAYGJVTTNCVMB-UHFFFAOYSA"
"CC1=CNC2=C1C=CC=C2","-","R1206451","M14089","-","-","3-methylindole","-","Koerner","charochkina","A5793","-","-","-","16.6","Log unit","16.6","Log unit","25.0","?C","[nH]1cc(c2ccccc12)C","nr2_a","8","","-","17.4831","Log unit","c1cccc2C(C)=CNc12","","","-","ZFRKQXVRDFCRJG-UHFFFAOYSA"
"BrC1=CC2=C(NC=C2)C=C1","-","R1206452","M12060","-","-","5-Bromoindole","-","Koerner","charochkina","A5793","-","-","-","16.13","Log unit","16.13","Log unit","25.0","?C","[nH]1ccc2cc(ccc12)Br","nr2_a","8","","-","16.347","Log unit","c1cc(Br)cc2C=CNc12","","","-","VXWVFZFZYXOBTA-UHFFFAOYSA"
"FC1=CC=CC2=C1C=CN2","-","R1206453","M743458","-","-","4-Fluoroindole","-","Koerner","charochkina","A5793","-","-","-","16.3","Log unit","16.3","Log unit","25.0","?C","[nH]1ccc2c(cccc12)F","nr2_a","8","","-","16.1894","Log unit","c1ccc(F)c2C=CNc12","","","-","ZWKIJOPJWWZLDI-UHFFFAOYSA"
"FC1=CC2=C(NC=C2)C=C1","-","R1206454","M66277","-","-","5-Fluoroindole","-","Koerner","charochkina","A5793","-","-","-","16.3","Log unit","16.3","Log unit","25.0","?C","[nH]1ccc2cc(ccc12)F","nr2_a","8","","-","16.5098","Log unit","c1cc(F)cc2C=CNc12","","","-","ODFFPRGJZRXNHZ-UHFFFAOYSA"
"O=N(=O)C1=CNC2=C1C=CC=C2","-","R1206455","M1106660","-","-","3-nitroindole","-","Koerner","charochkina","A5793","-","-","-","10.12","Log unit","10.12","Log unit","25.0","?C","[nH]1cc(c2ccccc12)N(=O)=O","nr2_a","10","","-","11.9181","Log unit","c1cccc2C(N(=O)=O)=CNc12","","","-","LSMXNZJFLGIPMS-UHFFFAOYSA"
"O=N(=O)C1=CC2=C(NC=C2)C=C1","-","R1206456","M52435","-","-","5-Nitroindole","-","Koerner","charochkina","A5793","-","-","-","14.75","Log unit","14.75","Log unit","25.0","?C","[nH]1ccc2cc(ccc12)N(=O)=O","nr2_a","10","","-","15.4461","Log unit","c1cc(N(=O)=O)cc2C=CNc12","","","-","OZFPSOBLQZPIAV-UHFFFAOYSA"
"COC1=C(N)C2=C(C(N)=C1)C(=O)C1=CC=CC=C1C2=O","-","R1206461","M27510","-","-","Disperse Red 15","-","Koerner","charochkina","A5793","-","-","-","0.86","Log unit","0.86","Log unit","25.0","?C","Nc1cc(c(N)c2C(=O)c3ccccc3C(=O)c12)OC","4","7","","-","0.4016","Log unit","c1(N)c(OC)cc(N)c2C(=O)c3ccccc3C(=O)c12","","","-","TUXJTJITXCHUEL-UHFFFAOYSA"
