Smiles,CASRN,Record ID,Molecule ID,External ID,N,Name,Introducer,Modifer,Article ID,PUBMED ID,PAGE,TABLE,pKa,pKa Unit,Temperature,Temperature Unit,Ionizable center smiles,IC group
OC(=O)\C=C\C1=CC=C(C=C1)N(=O)=O,-,R932897,M51223,-,-,4-NITROCINNAMICACID,Koerner,charochkina,A3555,12767145,-,-,4.05,Log unit,,-,OC(=O)C=Cc1ccc(cc1)N(=O)=O,
OC1=CC=C(C=C1)N(=O)=O,-,R932898,M1034,-,-,4-nitrophenol,Koerner,charochkina,A3555,12767145,-,-,7.15,Log unit,,-,Oc1ccc(cc1)N(=O)=O,
OC(=O)CC1=CC=C(C=C1)N(=O)=O,-,R932899,M13397,-,-,4-NITROPHENYLACETICACID,Koerner,charochkina,A3555,12767145,-,-,3.85,Log unit,,-,OC(=O)Cc1ccc(cc1)N(=O)=O,
OC1=CC=C(C=C1)N=O,-,R932900,M5245,-,-,4-nitrosophenol,Koerner,charochkina,A3555,12767145,-,-,6.48,Log unit,,-,Oc1ccc(cc1)N=O,
CC(=O)CCC(O)=O,-,R932901,M19168,-,-,4-OXOPENTANOICACID,Koerner,charochkina,A3555,12767145,-,-,4.59,Log unit,,-,OC(=O)CCC(=O)C,
OC(=O)CCC=C,-,R932902,M22054,-,-,4-PENTENOICACID,Koerner,charochkina,A3555,12767145,-,-,4.68,Log unit,,-,OC(=O)CCC=C,
OC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1,-,R932903,M10142,-,-,4-PHENOXYBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,4.52,Log unit,,-,OC(=O)c1ccc(cc1)Oc1ccccc1,
OC(=O)CCCC1=CC=CC=C1,-,R932904,M7770,-,-,4-PHENYLBUTANOICACID,Koerner,charochkina,A3555,12767145,-,-,4.76,Log unit,,-,OC(=O)CCCc1ccccc1,
OC1=CC=C(C=C1)C1=CC=CC=C1,-,R932905,M13909,-,-,4-Phenylphenol,Koerner,charochkina,A3555,12767145,-,-,9.55,Log unit,,-,Oc1ccc(cc1)c1ccccc1,
NS(=O)(=O)C1=CC=C(C=C1)C(O)=O,-,R932906,M19489,-,-,4-SULFAMYLBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,3.47,Log unit,,-,OC(=O)c1ccc(cc1)S(=O)(=O)N,
OC1=CC=C(C=C1)S(O)(=O)=O,-,R932907,M18255,-,-,4-SULFOPHENOL2,Koerner,charochkina,A3555,12767145,-,-,8.7,Log unit,,-,Oc1ccc(cc1)S(=O)(=O)O,
CC(C)(C)C1=CC=C(C=C1)C(O)=O,-,R932908,M18258,-,-,4-T-BUTYLBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,4.39,Log unit,,-,OC(=O)c1ccc(cc1)C(C)(C)C,
CC(C)(C)C1=CC=C(CC(O)=O)C=C1,-,R932909,M37796,-,-,4-T-BUTYLPHENYLACETICACID,Koerner,charochkina,A3555,12767145,-,-,4.42,Log unit,,-,OC(=O)Cc1ccc(cc1)C(C)(C)C,
OC(=O)CCCC(F)(F)F,-,R932910,M124359,-,-,"5,5,5-TRIFLUOROPENTANOICACID",Koerner,charochkina,A3555,12767145,-,-,4.5,Log unit,,-,OC(=O)CCCC(F)(F)F,
CC1(C)CC(=O)CC(=O)C1,-,R932911,M19263,-,-,"5,5-DIMETHYL-1,3-CYCLOHEXANEDIONE",Koerner,charochkina,A3555,12767145,-,-,5.15,Log unit,,-,C1C(=O)CC(CC1=O)(C)C,
CC(=O)CC(=O)C(C)(C)C,-,R932912,M6065,-,-,"5,5-DIMETHYL-2,4-HEXANEDIONE",Koerner,charochkina,A3555,12767145,-,-,10.01,Log unit,,-,C(C(=O)C)C(=O)C(C)(C)C,
CC1(C)NC(=O)NC1=O,-,R932913,M13555,-,-,"5,5-DIMETHYLHYDANTOIN",Koerner,charochkina,A3555,12767145,-,-,9.19,Log unit,,-,N1C(C(=O)NC1=O)(C)C,
OC1=CC=CC2=C1CCCC2,-,R932914,M21298,-,-,"5,6,7,8-Tetrahydro-1-naphthol",Koerner,charochkina,A3555,12767145,-,-,10.28,Log unit,,-,Oc1cccc2CCCCc12,
OC1=CC2=C(CCCC2)C=C1,-,R932915,M11194,-,-,"5,6,7,8-tetrahydro-2-naphthol",Koerner,charochkina,A3555,12767145,-,-,10.48,Log unit,,-,Oc1ccc2CCCCc2c1,
NCCCCC(O)=O,-,R932916,M23204,-,-,5-AMINOPENTANOICACID1,Koerner,charochkina,A3555,12767145,-,-,4.2,Log unit,,-,OC(=O)CCCCN,
NC1=CC=C(O)C(=C1)C(O)=O,-,R932917,M17917,-,-,5-AMINOSALICYLICACID1,Koerner,charochkina,A3555,12767145,-,-,2.74,Log unit,,-,OC(=O)c1c(ccc(c1)N)O,
CCCCCC1(CC)C(=O)NC(=O)NC1=O,-,R932918,M13328,-,-,5-ETHYL-5-PENTYLBARBITURICACID,Koerner,charochkina,A3555,12767145,-,-,7.96,Log unit,,-,N1C(=O)NC(=O)C(C1=O)(CC)CCCCC,
CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,-,R932919,M1860,-,-,5-ETHYL-5-PHENYLBARBITURICACID,Koerner,charochkina,A3555,12767145,-,-,7.45,Log unit,,-,N1C(=O)NC(=O)C(C1=O)(CC)c1ccccc1,
FC1=CNC(=O)NC1=O,-,R932920,M3204,-,-,5-fluorouracil,Koerner,charochkina,A3555,12767145,-,-,8,Log unit,,-,[nH]1c(=O)[nH]cc(c1=O)F,
CC1=C(N=NN1C1=CC=CC=C1)C(O)=O,-,R932921,M124360,-,-,"5-METHYL-1-PHENYL-1,2,3-TRIAZOLE-4-CARBOXYLICACID",Koerner,charochkina,A3555,12767145,-,-,3.73,Log unit,,-,OC(=O)c1c(n(c2ccccc2)nn1)C,
CC(C)=CCCC(O)=O,-,R932922,M124361,-,-,5-METHYL-4-HEXENOICACID,Koerner,charochkina,A3555,12767145,-,-,4.8,Log unit,,-,OC(=O)CCC=C(C)C,
C[C@]1(CNC(=O)NC1=O)C1=CC=CC=C1,-,R932923,M124362,-,-,5-METHYL-5-PHENYLBARBITURICACID,Koerner,charochkina,A3555,12767145,-,-,8.01,Log unit,,-,N1CC(c2ccccc2)(C(=O)NC1=O)C,
NCCCCCC(O)=O,-,R932924,M10473,-,-,6-AMINOHEXANOICACID1,Koerner,charochkina,A3555,12767145,-,-,4.37,Log unit,,-,OC(=O)CCCCCN,
CC1=NC(=CC=C1)C(O)=O,-,R932925,M68190,-,-,6-METHYLPYRIDINE-2-CARBOXYLICACID,Koerner,charochkina,A3555,12767145,-,666,5.83,Log unit,,-,n1c(cccc1C(=O)O)C,
OC1=C(C=C(C2=C1N=CC=C2)S(O)(=O)=O)\N=N\C1=CC=C(C=C1)N(=O)=O,-,R932926,M124363,-,-,7-(4-NITROPHENYLAZO)-8-HYDROXY-5-QUINOLINESUFONICACID,Koerner,charochkina,A3555,12767145,-,666,3.14,Log unit,,-,n1cccc2c(cc(c(c12)O)N=Nc1ccc(cc1)N(=O)=O)S(=O)(=O)O,
OC1=C(Br)C=C(C2=C1N=CC=C2)S(O)(=O)=O,-,R932927,M124364,-,-,7-BROMO-8-HYDROXYQUINOLINE-5-SULFONICACID,Koerner,charochkina,A3555,12767145,-,666,2.51,Log unit,,-,n1cccc2c(cc(c(c12)O)Br)S(=O)(=O)O,
OC1=C(Cl)C=C(C2=C1N=CC=C2)S(O)(=O)=O,-,R932928,M124365,-,-,7-CHLORO-8-HYDROXYQUINOLINE-5-SULFONICACID,Koerner,charochkina,A3555,12767145,-,666,2.92,Log unit,,-,n1cccc2c(cc(c(c12)O)Cl)S(=O)(=O)O,
OC1=C(I)C=C(C2=C1N=CC=C2)S(O)(=O)=O,-,R932929,M21588,-,-,7-IODO-8-HYDROXYQUINOLINE-5-SULFONICACID,Koerner,charochkina,A3555,12767145,-,666,2.51,Log unit,,-,n1cccc2c(cc(c(c12)O)I)S(=O)(=O)O,
OC1=C(C=C(C2=C1N=CC=C2)S(O)(=O)=O)\N=N\C1=CC=CC=C1,-,R932930,M124366,-,-,7-PHENYLAZO-8-HYDROXY-5-QUINOLINESULFONICACID,Koerner,charochkina,A3555,12767145,-,666,3.41,Log unit,,-,n1cccc2c(cc(c(c12)O)N=Nc1ccccc1)S(=O)(=O)O,
CC1=NC2=C(C=C1)C(=CC=C2O)S(O)(=O)=O,-,R932931,M124367,-,-,8-HYDROXY-2-METHYLQUINOLINE-5-SULFONICACID,Koerner,charochkina,A3555,12767145,-,666,4.8,Log unit,,-,n1c(ccc2c(ccc(c12)O)S(=O)(=O)O)C,
CC(O)=O,-,R932932,M9421,-,-,ACETICACID,Koerner,charochkina,A3555,12767145,-,-,4.76,Log unit,,-,OC(=O)C,
OC(=O)C=C,-,R932933,M17550,-,-,ACRYLICACID,Koerner,charochkina,A3555,12767145,-,-,4.26,Log unit,,-,OC(=O)C=C,
C[C@H](N)C(O)=O,-,R932934,M9273,-,-,ALANINE1,Koerner,charochkina,A3555,12767145,-,-,2.35,Log unit,,-,OC(=O)C(N)C,
C[C@H](N)C(=O)NCC(=O)NCC(O)=O,-,R932935,M123195,-,-,ALANYLGLYCYLGLYCINE1,Koerner,charochkina,A3555,12767145,-,-,3.19,Log unit,,-,OC(=O)CNC(=O)CNC(=O)C(N)C,
[H]N=C(N)NCCC[C@H](N)C(O)=O,-,R932936,M50281,-,-,ARGININE1,Koerner,charochkina,A3555,12767145,-,-,1.82,Log unit,,-,OC(=O)C(N)CCCNC(=N)N,
N[C@@H](CC(N)=O)C(O)=O,-,R932937,M1856,-,-,ASPARAGINE1,Koerner,charochkina,A3555,12767145,-,-,2.14,Log unit,,-,OC(=O)C(N)CC(=O)N,
N[C@@H](CC(O)=O)C(O)=O,-,R932938,M50477,-,-,ASPARTICACID1,Koerner,charochkina,A3555,12767145,-,-,1.99,Log unit,,-,OC(=O)C(N)CC(=O)O,
N[C@@H](CC(O)=O)C(O)=O,-,R932939,M50477,-,-,ASPARTICACID3,Koerner,charochkina,A3555,12767145,-,-,3.9,Log unit,,-,OC(=O)CC(N)C(=O)O,
C[C@H](N)C(=O)N[C@@H](CC1=CN=CN1)C(O)=O,-,R932940,M124368,-,-,B-ALANYLHISTIDINE1,Koerner,charochkina,A3555,12767145,-,-,2.64,Log unit,,-,OC(=O)C(NC(=O)C(N)C)Cc1[nH]cnc1,
OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C(O)=O)C(C(O)=O)=C1C(O)=O,-,R932941,M21164,-,-,BENZENEHEXACARBOXYLICACID,Koerner,charochkina,A3555,12767145,-,-,0.68,Log unit,,-,OC(=O)c1c(c(c(c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,
OC(=O)C1=CC(C(O)=O)=C(C(O)=O)C(C(O)=O)=C1C(O)=O,-,R932942,M25411,-,-,BENZENEPENTACARBOXYLICACID,Koerner,charochkina,A3555,12767145,-,-,1.8,Log unit,,-,OC(=O)c1c(c(c(cc1C(=O)O)C(=O)O)C(=O)O)C(=O)O,
O[S@@](=O)C1=CC=CC=C1,-,R932943,M22582,-,-,BENZENESULFINICACID,Koerner,charochkina,A3555,12767145,-,-,1.5,Log unit,,-,OS(=O)c1ccccc1,
OS(=O)(=O)C1=CC=CC=C1,-,R932944,M18233,-,-,BENZENESULFONICACID,Koerner,charochkina,A3555,12767145,-,-,2.55,Log unit,,-,OS(=O)(=O)c1ccccc1,
OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,-,R932945,M11153,-,-,BENZILICACID,Koerner,charochkina,A3555,12767145,-,-,3.09,Log unit,,-,OC(=O)C(c1ccccc1)(c1ccccc1)O,
OC(=O)C1=CC=CC=C1,-,R932946,M12504,-,-,BENZOICACID,Koerner,charochkina,A3555,12767145,-,-,4.2,Log unit,,-,OC(=O)c1ccccc1,
CC(=O)CC(=O)C1=CC=CC=C1,-,R932947,M1669,-,-,Benzoylacetone,Koerner,charochkina,A3555,12767145,-,-,8.23,Log unit,,-,C(C(=O)c1ccccc1)C(=O)C,
OC(=O)CBr,-,R932948,M5489,-,-,BROMOACETICACID,Koerner,charochkina,A3555,12767145,-,-,2.9,Log unit,,-,OC(=O)CBr,
OC(=O)C#CBr,-,R932949,M124369,-,-,BROMOPROPYNOICACID,Koerner,charochkina,A3555,12767145,-,-,1.86,Log unit,,-,OC(=O)C#CBr,
OC(=O)C[C@@H](Br)C(O)=O,-,R932950,M124370,-,-,BROMOSUCCINICACID,Koerner,charochkina,A3555,12767145,-,-,2.55,Log unit,,-,OC(=O)C(CC(=O)O)Br,
CCCC(O)=O,-,R932951,M2541,-,-,BUTYRICACID,Koerner,charochkina,A3555,12767145,-,-,4.82,Log unit,,-,OC(=O)CCC,
OC(=O)CCl,-,R932952,M2769,-,-,CHLOROACETICACID,Koerner,charochkina,A3555,12767145,-,-,2.87,Log unit,,-,OC(=O)CCl,
OC(=O)C(F)(F)Cl,-,R932953,M17431,-,-,CHLORODIFLUOROACETICACID,Koerner,charochkina,A3555,12767145,-,-,0.46,Log unit,,-,OC(=O)C(Cl)(F)F,
OC(=O)C#CCl,-,R932954,M124371,-,-,CHLOROPROPYNOICACID,Koerner,charochkina,A3555,12767145,-,-,1.85,Log unit,,-,OC(=O)C#CCl,
NC#N,-,R932955,M13353,-,-,CYANAMIDE,Koerner,charochkina,A3555,12767145,-,-,10.27,Log unit,,-,NC#N,
OC(=O)CC#N,-,R932956,M20250,-,-,CYANOACETICACID,Koerner,charochkina,A3555,12767145,-,-,2.46,Log unit,,-,OC(=O)CC#N,
O=C1NC(=O)NC(=O)N1,-,R932957,M14090,-,-,CYANURICACID,Koerner,charochkina,A3555,12767145,-,-,6.78,Log unit,,-,[nH]1c(=O)[nH]c(=O)[nH]c1=O,
OC(=O)C1CCC1,-,R932958,M28609,-,-,CYCLOBUTANECARBOXYLICACID,Koerner,charochkina,A3555,12767145,-,-,4.78,Log unit,,-,OC(=O)C1CCC1,
OC(=O)C1CCCCC1,-,R932959,M7717,-,-,CYCLOHEXANECARBOXYLICACID,Koerner,charochkina,A3555,12767145,-,-,4.9,Log unit,,-,OC(=O)C1CCCCC1,
OC(=O)CC1CCCCC1,-,R932960,M30044,-,-,CYCLOHEXYLACETICACID,Koerner,charochkina,A3555,12767145,-,-,4.51,Log unit,,-,OC(=O)CC1CCCCC1,
OC(=O)[C@@H](C#N)C1CCCCC1,-,R932961,M124372,-,-,CYCLOHEXYLCYANOACETICACID,Koerner,charochkina,A3555,12767145,-,-,2.37,Log unit,,-,OC(=O)C(C1CCCCC1)C#N,
OC(=O)CSC1CCCCC1,-,R932962,M40024,-,-,CYCLOHEXYLTHIOACETICACID,Koerner,charochkina,A3555,12767145,-,-,3.49,Log unit,,-,OC(=O)CSC1CCCCC1,
OC(=O)C1(CCCC1)C(O)=O,-,R932963,M124373,-,-,"CYCLOPENTANE-1,1-DICARBOXYLICACID",Koerner,charochkina,A3555,12767145,-,-,3.23,Log unit,,-,OC(=O)C1(CCCC1)C(=O)O,
OC(=O)C1CCCC1,-,R932964,M28194,-,-,CYCLOPENTANECARBOXYLICACID,Koerner,charochkina,A3555,12767145,-,-,4.91,Log unit,,-,OC(=O)C1CCCC1,
OC(=O)C1(CC1)C(O)=O,-,R932965,M67084,-,-,"CYCLOPROPANE-1,1-DICARBOXYLICACID",Koerner,charochkina,A3555,12767145,-,-,1.82,Log unit,,-,OC(=O)C1(CC1)C(=O)O,
OC(=O)C1CC1,-,R932966,M25722,-,-,CYCLOPROPANECARBOXYLICACID,Koerner,charochkina,A3555,12767145,-,-,4.83,Log unit,,-,OC(=O)C1CC1,
N[C@@H](CS)C(O)=O,-,R932967,M50448,-,-,CYSTEINE1,Koerner,charochkina,A3555,12767145,-,-,1.92,Log unit,,-,OC(=O)C(N)CS,
N[C@@H](CS)C(O)=O,-,R932968,M50448,-,666,CYSTEINE3,Koerner,charochkina,A3555,12767145,-,666,8.37,Log unit,,-,NC(CS)C(=O)O,
OC(=O)C(Br)Br,-,R932969,M22993,-,-,DIBROMOACETICACID,Koerner,charochkina,A3555,12767145,-,-,1.39,Log unit,,-,OC(=O)C(Br)Br,
OC(=O)C(Cl)Cl,-,R932970,M17565,-,-,DICHLOROACETICACID,Koerner,charochkina,A3555,12767145,-,-,1.26,Log unit,,-,OC(=O)C(Cl)Cl,
OC(=O)C(F)F,-,R932971,M20312,-,-,DIFLUOROACETICACID,Koerner,charochkina,A3555,12767145,-,-,1.33,Log unit,,-,OC(=O)C(F)F,
OC(C(O)=O)C(=O)C(O)=O,-,R932972,M1018331,-,-,DIHYDROXYMALEICACID,Koerner,charochkina,A3555,12767145,-,-,1.1,Log unit,,-,OC(=O)C(=O)C(C(=O)O)O,
O[C@@H](C(O)=O)C1=CC(Cl)=CC=C1,-,R932773,M124335,-,-,3-CHLOROMANDELICACID,Koerner,charochkina,A3555,12767145,-,-,3.24,Log unit,,-,OC(=O)C(O)c1cc(ccc1)Cl,
OC1=CC=CC(Cl)=C1,-,R932774,M3973,-,-,3-Chlorophenol,Koerner,charochkina,A3555,12767145,-,-,9.1,Log unit,,-,Oc1cc(ccc1)Cl,
OC(=O)COC1=CC(Cl)=CC=C1,-,R932775,M13195,-,-,3-CHLOROPHENOXYACETICACID,Koerner,charochkina,A3555,12767145,-,-,3.07,Log unit,,-,OC(=O)COc1cc(ccc1)Cl,
OC(=O)CC1=CC=CC(Cl)=C1,-,R932776,M12249,-,-,3-CHLOROPHENYLACETICACID,Koerner,charochkina,A3555,12767145,-,-,4.14,Log unit,,-,OC(=O)Cc1cccc(c1)Cl,
OC(=O)CCCl,-,R932777,M9074,-,-,3-CHLOROPROPANOICACID,Koerner,charochkina,A3555,12767145,-,-,3.99,Log unit,,-,OC(=O)CCCl,
OC(=O)C1=CC(=CC=C1)C#N,-,R932778,M3610,-,-,3-CYANOBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,3.6,Log unit,,-,OC(=O)c1cc(C#N)ccc1,
OC1=CC=CC(=C1)C#N,-,R932779,M10337,-,-,3-Cyanophenol,Koerner,charochkina,A3555,12767145,-,-,8.61,Log unit,,-,Oc1cccc(c1)C#N,
OC(=O)CCC#N,-,R932780,M124336,-,-,3-CYANOPROPANOICACID,Koerner,charochkina,A3555,12767145,-,-,3.99,Log unit,,-,OC(=O)CCC#N,
OC(=O)CCC1CCCCC1,-,R932781,M23384,-,-,3-CYCLOHEXYLPROPANOICACID,Koerner,charochkina,A3555,12767145,-,-,4.91,Log unit,,-,OC(=O)CCC1CCCCC1,
CCOC1=CC(O)=CC=C1,-,R932782,M11535,-,-,3-Ethoxyphenol,Koerner,charochkina,A3555,12767145,-,-,9.65,Log unit,,-,Oc1cc(ccc1)OCC,
CCC(CC(O)=O)CC(O)=O,-,R932783,M124337,-,-,3-ETHYLGLUTARICACID,Koerner,charochkina,A3555,12767145,-,-,4.28,Log unit,,-,OC(=O)CC(CC(=O)O)CC,
CCC(C(C)=O)C(C)=O,-,R932784,M25333,-,-,"3-Ethylpentane-2,4-dione",Koerner,charochkina,A3555,12767145,-,-,11.34,Log unit,,-,C(C(=O)C)(C(=O)C)CC,
CCC1=CC=CC(O)=C1,-,R932785,M3927,-,-,3-ethylphenol,Koerner,charochkina,A3555,12767145,-,-,10.07,Log unit,,-,Oc1cc(ccc1)CC,
OC(=O)C1=CC=CC(F)=C1,-,R932786,M7098,-,-,3-FLUOROBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,3.87,Log unit,,-,OC(=O)c1cc(ccc1)F,
OC1=CC=CC(F)=C1,-,R932787,M10413,-,-,3-fluorophenol,Koerner,charochkina,A3555,12767145,-,-,9.29,Log unit,,-,Oc1cc(ccc1)F,
OC(=O)COC1=CC=CC(F)=C1,-,R932788,M2101,-,-,3-FLUOROPHENOXYACETICACID,Koerner,charochkina,A3555,12767145,-,-,3.08,Log unit,,-,OC(=O)COc1cc(ccc1)F,
CC\C=C\CC(O)=O,-,R932789,M13300,-,-,3-HEXENOICACID,Koerner,charochkina,A3555,12767145,-,-,4.72,Log unit,,-,OC(=O)CC=CCC,
COC1=CC=C(C=O)C=C1O,-,R932790,M5307,-,-,3-hydroxy-4-methoxybenzaldehyde,Koerner,charochkina,A3555,12767145,-,-,8.89,Log unit,,-,Oc1cc(ccc1OC)C=O,
OC1=CC=CC(C=O)=C1,-,R932791,M4261,-,-,3-hydroxybenzaldehyde,Koerner,charochkina,A3555,12767145,-,-,9,Log unit,,-,Oc1cc(ccc1)C=O,
OC(=O)C1=CC=CC(O)=C1,-,R932792,M4429,-,-,3-HYDROXYBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,4.08,Log unit,,-,OC(=O)c1cc(ccc1)O,
CC1=CC=CC(O)=C1,-,R932793,M9841,-,-,3-hydroxytoluene,Koerner,charochkina,A3555,12767145,-,-,10.1,Log unit,,-,Oc1cc(ccc1)C,
OC(=O)C1=CC(I)=CC=C1,-,R932794,M5883,-,-,3-IODOBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,3.86,Log unit,,-,OC(=O)c1cccc(c1)I,
OC1=CC(I)=CC=C1,-,R932795,M2995,-,-,3-iodophenol,Koerner,charochkina,A3555,12767145,-,-,8.88,Log unit,,-,Oc1cc(ccc1)I,
OC(=O)COC1=CC=CC(I)=C1,-,R932796,M2751,-,-,3-IODOPHENOXYACETICACID,Koerner,charochkina,A3555,12767145,-,-,3.13,Log unit,,-,OC(=O)COc1cccc(c1)I,
OC(=O)CC1=CC=CC(I)=C1,-,R932797,M6982,-,-,3-IODOPHENYLACETICACID,Koerner,charochkina,A3555,12767145,-,-,4.16,Log unit,,-,OC(=O)Cc1cccc(c1)I,
OC(=O)CCI,-,R932798,M5698,-,-,3-IODOPROPANOICACID,Koerner,charochkina,A3555,12767145,-,-,4.08,Log unit,,-,OC(=O)CCI,
CC(C)C(CC(O)=O)CC(O)=O,-,R932799,M73871,-,-,3-ISOPROPYLPENTANEDIOICACID,Koerner,charochkina,A3555,12767145,-,-,4.3,Log unit,,-,OC(=O)CC(CC(=O)O)C(C)C,
COC1=CC(=CC=C1)C(O)=O,-,R932800,M12939,-,-,3-METHOXYBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,4.08,Log unit,,-,OC(=O)c1cc(ccc1)OC,
COC1=CC(O)=CC=C1,-,R932801,M436,-,-,3-Methoxyphenol,Koerner,charochkina,A3555,12767145,-,-,9.65,Log unit,,-,Oc1cccc(c1)OC,
CC(C)=CC(O)=O,-,R932802,M21485,-,-,3-METHYL-2-BUTENOICACID,Koerner,charochkina,A3555,12767145,-,-,5.12,Log unit,,-,OC(=O)C=C(C)C,
CC1=CC=CC(=C1)C(O)=O,-,R932803,M3418,-,-,3-METHYLBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,4.27,Log unit,,-,OC(=O)c1cccc(c1)C,
C[C@@H]1CCCC(CC(O)=O)(CC(O)=O)C1,-,R932804,M124338,-,-,"3-METHYLCYCLOHEXYL-1,1-DIACETICACID",Koerner,charochkina,A3555,12767145,-,-,3.49,Log unit,,-,OC(=O)CC1(CC(CCC1)C)CC(=O)O,
C[C@H]1CCC(CC(O)=O)(CC(O)=O)C1,-,R932805,M124339,-,-,"3-METHYLCYCLOPENTYL-1,1-DIACETICACID",Koerner,charochkina,A3555,12767145,-,-,3.79,Log unit,,-,OC(=O)CC1(CC(CC1)C)CC(=O)O,
CC(CC(O)=O)CC(O)=O,-,R932806,M22829,-,-,3-METHYLGLUTARICACID,Koerner,charochkina,A3555,12767145,-,-,4.24,Log unit,,-,OC(=O)CC(CC(=O)O)C,
CC(C(C)=O)C(C)=O,-,R932807,M67797,-,-,"3-Methylpentane-2,4-dione",Koerner,charochkina,A3555,12767145,-,-,10.87,Log unit,,-,C(C)(C(=O)C)C(=O)C,
CC[C@@H](C)CC(O)=O,-,R932808,M124340,-,-,3-METHYLPENTANOICACID,Koerner,charochkina,A3555,12767145,-,-,4.77,Log unit,,-,OC(=O)CC(CC)C,
CS(=O)(=O)C1=CC(=CC=C1)C(O)=O,-,R932809,M124341,-,-,3-METHYLSULFONYLBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,3.52,Log unit,,-,OC(=O)c1cc(ccc1)S(=O)(=O)C,
CS(=O)(=O)C1=CC(O)=CC=C1,-,R932810,M124342,-,-,3-METHYLSULFONYLPHENOL,Koerner,charochkina,A3555,12767145,-,-,9.33,Log unit,,-,Oc1cc(ccc1)S(=O)(=O)C,
OC(=O)C1=CC=CC(=C1)N(=O)=O,-,R932811,M120,-,-,3-Nitrobenzoicacid,Koerner,charochkina,A3555,12767145,-,-,3.46,Log unit,,-,OC(=O)c1cc(ccc1)N(=O)=O,
OC(=O)\C=C\C1=CC(=CC=C1)N(=O)=O,-,R932812,M51130,-,-,3-NITROCINNAMICACID,Koerner,charochkina,A3555,12767145,-,-,4.12,Log unit,,-,OC(=O)C=Cc1cccc(c1)N(=O)=O,
OC1=CC(=CC=C1)N(=O)=O,-,R932813,M10051,-,-,3-nitrophenol,Koerner,charochkina,A3555,12767145,-,-,8.36,Log unit,,-,Oc1cc(ccc1)N(=O)=O,
OC(=O)CC1=CC(=CC=C1)N(=O)=O,-,R932814,M12619,-,-,3-NITROPHENYLACETICACID,Koerner,charochkina,A3555,12767145,-,-,3.97,Log unit,,-,OC(=O)Cc1cc(ccc1)N(=O)=O,
C\C=C\CC(O)=O,-,R932815,M69853,-,-,3-PENTENOICACID,Koerner,charochkina,A3555,12767145,-,-,4.52,Log unit,,-,OC(=O)CC=CC,
OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,-,R932816,M28641,-,-,3-PHENOXYBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,3.95,Log unit,,-,OC(=O)c1cccc(c1)Oc1ccccc1,
O[C@H](CC(O)=O)C1=CC=CC=C1,-,R932817,M124343,-,-,3-PHENYL-3-HYDROXYPROPANOICACID,Koerner,charochkina,A3555,12767145,-,-,4.4,Log unit,,-,OC(=O)CC(c1ccccc1)O,
OC1=CC(=CC=C1)C1=CC=CC=C1,-,R932818,M10945,-,-,3-PHENYLPHENOL,Koerner,charochkina,A3555,12767145,-,-,9.63,Log unit,,-,Oc1cc(ccc1)c1ccccc1,
NS(=O)(=O)C1=CC=CC(=C1)C(O)=O,-,R932819,M124344,-,-,3-SULFAMYLBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,3.54,Log unit,,-,OC(=O)c1cccc(c1)S(=O)(=O)N,
OC1=CC=CC(=C1)S(O)(=O)=O,-,R932820,M25068,-,-,3-SULFOPHENOL2,Koerner,charochkina,A3555,12767145,-,-,9.07,Log unit,,-,Oc1cc(ccc1)S(=O)(=O)O,
CC(C)(C)C1=CC=CC(=C1)C(O)=O,-,R932821,M124345,-,-,3-T-BUTYLBENZOICACID,Koerner,charochkina,A3555,12767145,-,-,4.2,Log unit,,-,OC(=O)c1cccc(c1)C(C)(C)C,
OC(=O)C1=CSC=C1,-,R932822,M13671,-,-,3-THIOPHENECARBOXYLICACID,Koerner,charochkina,A3555,12767145,-,-,4.1,Log unit,,-,OC(=O)c1cscc1,
OC1=CC(=CC=C1)C(F)(F)F,-,R932823,M11044,-,-,3-Trifluoromethylphenol,Koerner,charochkina,A3555,12767145,-,-,8.95,Log unit,,-,Oc1cccc(c1)C(F)(F)F,
CC(=O)C1=CC=C(O)C=C1,-,R932824,M10849,-,-,4'-Hydroxyacetophenone,Koerner,charochkina,A3555,12767145,-,-,8.05,Log unit,,-,Oc1ccc(cc1)C(=O)C,
COC1=CC=C(OCC(O)=O)C=C1,-,R932825,M763,-,-,4'-METHOXYPHENOXYACETICACID,Koerner,charochkina,A3555,12767145,-,-,3.21,Log unit,,-,OC(=O)COc1ccc(cc1)OC,
