"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","groupsAndICs","AtomNR of IC","IC group given","IC smiles given","MultiGroupDetection","IC group detected","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","COMMENTS","INCHI_KEY"
"CCC(C)CC(O)=O","-","R935492","M4386","-","-","beta-methyl-beta-ethylpropionic acid","-","Koerner","charochkina","A5793","-","-","-","4.83","Log unit","4.83","Log unit","25.0","?C","OC(=O)CC(C)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","IGIDLTISMCAULB-UHFFFAOYSA"
"CCC(C)(C)C(O)=O","-","R935493","M22154","-","-","dimethyl-ethylacetic acid","-","Koerner","charochkina","A5793","-","-","-","4.98","Log unit","4.98","Log unit","25.0","?C","OC(=O)C(C)(C)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","VUAXHMVRKOTJKP-UHFFFAOYSA"
"CCC(CC)C(O)=O","-","R935494","M8338","-","-","Diethylacetic acid","-","Koerner","charochkina","A5793","-","-","-","4.73","Log unit","4.73","Log unit","25.0","?C","OC(=O)C(CC)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","OXQGTIUCKGYOAA-UHFFFAOYSA"
"CCCCCCC(O)=O","-","R935495","M6894","-","-","Enanthic acid","-","Koerner","charochkina","A5793","-","-","-","4.87","Log unit","4.87","Log unit","25.0","?C","OC(=O)CCCCCC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","MNWFXJYAOYHMED-UHFFFAOYSA"
"CC(C)(C)C(C)(C)C(O)=O","-","R935496","M1018352","-","-","triethylacetic acid","-","Koerner","charochkina","A5793","-","-","-","4.79","Log unit","4.79","Log unit","25.0","?C","OC(=O)C(C)(C)C(C)(C)C","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","PIBUNTNSFAPZPC-UHFFFAOYSA"
"CCCC(CC)C(O)=O","-","R935497","M34937","-","-","ethyl-n-propylacetic acid","-","Koerner","charochkina","A5793","-","-","-","4.71","Log unit","4.71","Log unit","25.0","?C","OC(=O)C(CC)CCC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","BAZMYXGARXYAEQ-UHFFFAOYSA"
"CCCCCCCC(O)=O","-","R935498","M12676","-","-","caprylic acid","-","Koerner","charochkina","A5793","-","-","-","4.89","Log unit","4.89","Log unit","25.0","?C","OC(=O)CCCCCCC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","WWZKQHOCKIZLMA-UHFFFAOYSA"
"CCCCCCCCC(O)=O","-","R935499","M2478","-","-","pelargonic acid","-","Koerner","charochkina","A5793","-","-","-","4.95","Log unit","4.95","Log unit","25.0","?C","OC(=O)CCCCCCCC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","FBUKVWPVBMHYJY-UHFFFAOYSA"
"OC(=O)C(O)=O","-","R935500","M7022","-","-","oxalic acid","-","Koerner","charochkina","A5793","-","-","-","1.275","Log unit","1.275","Log unit","25.0","?C","OC(=O)C(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","MUBZPKHOEPUJKR-UHFFFAOYSA"
"OC(=O)C([O-])=O","-","R935501","M7022","-","-","oxalic acid","-","Koerner","charochkina","A5793","-","-","-","3.5","Log unit","3.5","Log unit","25.0","?C","OC(=O)C(=O)[O-]","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","MUBZPKHOEPUJKR-UHFFFAOYSA"
"OC(=O)CC(O)=O","-","R935502","M7880","-","-","malonic acid","-","Koerner","charochkina","A5793","-","-","-","3.14","Log unit","3.14","Log unit","25.0","?C","OC(=O)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","OFOBLEOULBTSOW-UHFFFAOYSA"
"OC(=O)CC([O-])=O","-","R935503","M7880","-","-","malonic acid","-","Koerner","charochkina","A5793","-","-","-","5.4","Log unit","5.4","Log unit","25.0","?C","OC(=O)CC(=O)[O-]","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","OFOBLEOULBTSOW-UHFFFAOYSA"
"OC(=O)CCC(O)=O","-","R935504","M5500","-","-","succinic acid","-","Koerner","charochkina","A5793","-","-","-","4.5","Log unit","4.5","Log unit","25.0","?C","OC(=O)CCC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","KDYFGRWQOYBRFD-UHFFFAOYSA"
"OC(=O)CCC([O-])=O","-","R935505","M5500","-","-","succinic acid","-","Koerner","charochkina","A5793","-","-","-","4.9","Log unit","4.9","Log unit","25.0","?C","OC(=O)CCC(=O)[O-]","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","KDYFGRWQOYBRFD-UHFFFAOYSA"
"OC(=O)CCCC(O)=O","-","R935506","M4960","-","-","glutaric acid","-","Koerner","charochkina","A5793","-","-","-","4.64","Log unit","4.64","Log unit","25.0","?C","OC(=O)CCCC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","JFCQEDHGNNZCLN-UHFFFAOYSA"
"OC(=O)CCCC([O-])=O","-","R935507","M4960","-","-","glutaric acid","-","Koerner","charochkina","A5793","-","-","-","4.71","Log unit","4.71","Log unit","25.0","?C","OC(=O)CCCC(=O)[O-]","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","JFCQEDHGNNZCLN-UHFFFAOYSA"
"OC(=O)CCCCC(O)=O","-","R935508","M12445","-","-","adipic acid","-","Koerner","charochkina","A5793","-","-","-","4.58","Log unit","4.58","Log unit","25.0","?C","OC(=O)CCCCC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","WNLRTRBMVRJNCN-UHFFFAOYSA"
"OC(=O)CCCCC([O-])=O","-","R935509","M12445","-","-","adipic acid","-","Koerner","charochkina","A5793","-","-","-","4.7","Log unit","4.7","Log unit","25.0","?C","OC(=O)CCCCC(=O)[O-]","{co2h=9, aliphatic_carboxylic_acid=9}","","","","","","","-","","","-","-","WNLRTRBMVRJNCN-UHFFFAOYSA"
"OC(=O)CCCCCC(O)=O","-","R935510","M12393","-","-","pimelic acid","-","Koerner","charochkina","A5793","-","-","-","4.8","Log unit","4.8","Log unit","25.0","?C","OC(=O)CCCCCC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","WLJVNTCWHIRURA-UHFFFAOYSA"
"OC(=O)CCCCCC([O-])=O","-","R935511","M12393","-","-","pimelic acid","-","Koerner","charochkina","A5793","-","-","-","5.2","Log unit","5.2","Log unit","25.0","?C","OC(=O)CCCCCC(=O)[O-]","{co2h=10, aliphatic_carboxylic_acid=10}","","","","","","","-","","","-","-","WLJVNTCWHIRURA-UHFFFAOYSA"
"OC(=O)CCCCCCC(O)=O","-","R935512","M10869","-","-","SUBERIC ACID","-","Koerner","charochkina","A5793","-","-","-","4.82","Log unit","4.82","Log unit","25.0","?C","OC(=O)CCCCCCC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","TYFQFVWCELRYAO-UHFFFAOYSA"
"OC(=O)CCCCCCC([O-])=O","-","R935513","M10869","-","-","SUBERIC ACID","-","Koerner","charochkina","A5793","-","-","-","5.2","Log unit","5.2","Log unit","25.0","?C","OC(=O)CCCCCCC(=O)[O-]","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","TYFQFVWCELRYAO-UHFFFAOYSA"
"OC(=O)CCCCCCCC(O)=O","-","R935514","M684","-","-","azelaic acid","-","Koerner","charochkina","A5793","-","-","-","4.84","Log unit","4.84","Log unit","25.0","?C","OC(=O)CCCCCCCC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","BDJRBEYXGGNYIS-UHFFFAOYSA"
"OC(=O)CCCCCCCC([O-])=O","-","R935515","M684","-","-","azelaic acid","-","Koerner","charochkina","A5793","-","-","-","5.2","Log unit","5.2","Log unit","25.0","?C","OC(=O)CCCCCCCC(=O)[O-]","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","BDJRBEYXGGNYIS-UHFFFAOYSA"
"CC(C(O)=O)C(O)=O","-","R935516","M21151","-","-","Methylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","3.36","Log unit","3.36","Log unit","25.0","?C","OC(=O)C(C)C(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","ZIYVHBGGAOATLY-UHFFFAOYSA"
"CC(C(O)=O)C([O-])=O","-","R935517","M21151","-","-","Methylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","5.5","Log unit","5.5","Log unit","25.0","?C","OC(=O)C(C)C(=O)[O-]","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","ZIYVHBGGAOATLY-UHFFFAOYSA"
"CCC(C(O)=O)C(O)=O","-","R935518","M22253","-","-","ETHYLMALONIC ACID","-","Koerner","charochkina","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","OC(=O)C(C(=O)O)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","UKFXDFUAPNAMPJ-UHFFFAOYSA"
"CCC(C(O)=O)C([O-])=O","-","R935519","M22253","-","-","ETHYLMALONIC ACID","-","Koerner","charochkina","A5793","-","-","-","5.5","Log unit","5.5","Log unit","25.0","?C","OC(=O)C(C(=O)[O-])CC","{co2h=6, aliphatic_carboxylic_acid=6}","","","","","","","-","","","-","-","UKFXDFUAPNAMPJ-UHFFFAOYSA"
"CCCC(C(O)=O)C(O)=O","-","R935520","M22536","-","-","n-Propylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","OC(=O)C(C(=O)O)CCC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","VQDJODAWOFNASI-UHFFFAOYSA"
"CCCC(C(O)=O)C([O-])=O","-","R935521","M22536","-","-","n-Propylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","5.54","Log unit","5.54","Log unit","25.0","?C","OC(=O)C(C(=O)[O-])CCC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","VQDJODAWOFNASI-UHFFFAOYSA"
"CC(C)C(C(O)=O)C(O)=O","-","R935522","M67109","-","-","Isopropylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","OC(=O)C(C(=O)O)C(C)C","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","DQEUFPARIOFOAI-UHFFFAOYSA"
"CC(C)C(C(O)=O)C([O-])=O","-","R935523","M67109","-","-","Isopropylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","5.58","Log unit","5.58","Log unit","25.0","?C","OC(=O)C(C(=O)[O-])C(C)C","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","DQEUFPARIOFOAI-UHFFFAOYSA"
"CC(C)(C(O)=O)C(O)=O","-","R935524","M8180","-","-","DIMETHYLMALONIC ACID","-","Koerner","charochkina","A5793","-","-","-","3.5","Log unit","3.5","Log unit","25.0","?C","OC(=O)C(C)(C)C(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","OREAFAJWWJHCOT-UHFFFAOYSA"
"CC(C)(C(O)=O)C([O-])=O","-","R935525","M8180","-","-","DIMETHYLMALONIC ACID","-","Koerner","charochkina","A5793","-","-","-","5.43","Log unit","5.43","Log unit","25.0","?C","OC(=O)C(C)(C)C(=O)[O-]","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","OREAFAJWWJHCOT-UHFFFAOYSA"
"CCC(C)(C(O)=O)C(O)=O","-","R935526","M67071","-","-","methylethylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","3.0","Log unit","3.0","Log unit","25.0","?C","OC(=O)C(C)(C(=O)O)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","OGAFKQWRXQJXJD-UHFFFAOYSA"
"CCC(C)(C(O)=O)C([O-])=O","-","R935527","M67071","-","-","methylethylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","6.1","Log unit","6.1","Log unit","25.0","?C","OC(=O)C(C)(C(=O)[O-])CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","OGAFKQWRXQJXJD-UHFFFAOYSA"
"CCC(CC)(C(O)=O)C(O)=O","-","R935528","M21092","-","-","Diethylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","2.48","Log unit","2.48","Log unit","25.0","?C","OC(=O)C(C(=O)O)(CC)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","LTMRRSWNXVJMBA-UHFFFAOYSA"
"CCCC(CC)(C(O)=O)C(O)=O","-","R935529","M124376","-","-","ethyl-n-propylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","2.43","Log unit","2.43","Log unit","25.0","?C","OC(=O)C(C(=O)O)(CC)CCC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","GDYPOKOVVJLYCE-UHFFFAOYSA"
"CCCC(CCC)(C(O)=O)C(O)=O","-","R935530","M69900","-","-","di-n-Propylmalonic acid","-","Koerner","charochkina","A5793","-","-","-","2.355","Log unit","2.355","Log unit","25.0","?C","OC(=O)C(C(=O)O)(CCC)CCC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","DIRSQLKNZQKDBK-UHFFFAOYSA"
"CC(C(C)C(O)=O)C(O)=O","-","R935531","M22180","-","-","meso-alpha,alpha'-dimethylpyrotartaric acid","-","Koerner","charochkina","A5793","-","-","-","4.1","Log unit","4.1","Log unit","25.0","?C","OC(=O)C(C)C(C(=O)O)C","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","KLZYRCVPDWTZLH-UHFFFAOYSA"
"CC(C(C)C([O-])=O)C(O)=O","-","R935532","M22180","-","-","meso-alpha,alpha'-dimethylpyrotartaric acid","-","Koerner","charochkina","A5793","-","-","-","5.0","Log unit","5.0","Log unit","25.0","?C","OC(=O)C(C(C(=O)[O-])C)C","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","KLZYRCVPDWTZLH-UHFFFAOYSA"
"CCC(CC(O)=O)C(O)=O","-","R935533","M67347","-","-","ethylpyrotartaric acid","-","Koerner","charochkina","A5793","-","-","-","4.38","Log unit","4.38","Log unit","25.0","?C","OC(=O)CC(C(=O)O)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","RVHOBHMAPRVOLO-UHFFFAOYSA"
"CCC(CC)(CC(O)=O)C(O)=O","-","R935534","M30548","-","-","alpha,alpha-diethylprotartaric acid","-","Koerner","charochkina","A5793","-","-","-","4.14","Log unit","4.14","Log unit","25.0","?C","OC(=O)CC(C(=O)O)(CC)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","WKRCUUPMCASSBN-UHFFFAOYSA"
"CCC(C(CC)C(O)=O)C(O)=O","-","R935535","M24808","-","-","meso-alpha,alpha'-diethylprotartaric acid","-","Koerner","charochkina","A5793","-","-","-","3.93","Log unit","3.93","Log unit","25.0","?C","OC(=O)C(CC)C(C(=O)O)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","KJXMXCRSMLOXBM-UHFFFAOYSA"
"CCC(C(CC)C([O-])=O)C(O)=O","-","R935536","M24808","-","-","meso-alpha,alpha'-diethylprotartaric acid","-","Koerner","charochkina","A5793","-","-","-","6.1","Log unit","6.1","Log unit","25.0","?C","OC(=O)C(CC)C(C(=O)[O-])CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","KJXMXCRSMLOXBM-UHFFFAOYSA"
"CCC(C(CC)C(O)=O)C(O)=O","-","R935537","M24808","-","-","rac-alpha,alpha'-diethylprotartaric acid","-","Koerner","charochkina","A5793","-","-","-","3.785","Log unit","3.785","Log unit","25.0","?C","OC(=O)C(CC)C(C(=O)O)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","KJXMXCRSMLOXBM-UHFFFAOYSA"
"CCC(C(O)=O)C(CC)(CC)C(O)=O","-","R935538","M1018353","-","-","triethylprotartaric acid","-","Koerner","charochkina","A5793","-","-","-","4.0","Log unit","4.0","Log unit","25.0","?C","OC(=O)C(CC)C(C(=O)O)(CC)CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","PAAHIGPPWFSBDJ-UHFFFAOYSA"
"CC(C)(C(O)=O)C(C)(C)C(O)=O","-","R935539","M22976","-","-","tetramethylprotartaric acid","-","Koerner","charochkina","A5793","-","-","-","3.9","Log unit","3.9","Log unit","25.0","?C","OC(=O)C(C)(C)C(C(=O)O)(C)C","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","CDPPYCZVWYZBJH-UHFFFAOYSA"
"CC(CC(O)=O)CC(O)=O","-","R935540","M22829","-","-","beta-Methylglutaric acid","-","Koerner","charochkina","A5793","-","-","-","4.65","Log unit","4.65","Log unit","25.0","?C","OC(=O)CC(C)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","XJMMNTGIMDZPMU-UHFFFAOYSA"
"CCC(CC(O)=O)CC(O)=O","-","R935541","M124337","-","-","beta-ethylglutaric acid","-","Koerner","charochkina","A5793","-","-","-","4.585","Log unit","4.585","Log unit","25.0","?C","OC(=O)CC(CC)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","VDAVARPTDLMJIC-UHFFFAOYSA"
"CC(C)(CC(O)=O)CC(O)=O","-","R935542","M2295","-","-","beta,beta'-dimethylglutaric acid","-","Koerner","charochkina","A5793","-","-","-","4.2","Log unit","4.2","Log unit","25.0","?C","OC(=O)CC(C)(C)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","DUHQIGLHYXLKAE-UHFFFAOYSA"
"CCCC(CC(O)=O)CC(O)=O","-","R935543","M1018354","-","-","beta-n-propylglutaric acid","-","Koerner","charochkina","A5793","-","-","-","4.61","Log unit","4.61","Log unit","25.0","?C","OC(=O)CC(CCC)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","YHJZYPZZBZPIPX-UHFFFAOYSA"
"CC(C)C(CC(O)=O)CC(O)=O","-","R935544","M73871","-","-","beta-Isopropylglutaric acid","-","Koerner","charochkina","A5793","-","-","-","4.615","Log unit","4.615","Log unit","25.0","?C","OC(=O)CC(C(C)C)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","UCKCQQMLUHXLCR-UHFFFAOYSA"
"CCC(C)(CC(O)=O)CC(O)=O","-","R935545","M30133","-","-","Beta-beta'-methyl-ethyl-glutaric acid","-","Koerner","charochkina","A5793","-","-","-","3.925","Log unit","3.925","Log unit","25.0","?C","OC(=O)CC(C)(CC)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","XAWFHZMTJUGGEE-UHFFFAOYSA"
"CCC(CC)(CC(O)=O)CC(O)=O","-","R935546","M1018355","-","-","beta-beta'-diethylglutaric acid","-","Koerner","charochkina","A5793","-","-","-","3.85","Log unit","3.85","Log unit","25.0","?C","OC(=O)CC(CC)(CC)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","RNWKAIFTTVGWLK-UHFFFAOYSA"
"CCCC(C)(CC(O)=O)CC(O)=O","-","R935547","M1018356","-","-","beta,beta'-methyl-n-propylglutaric acid","-","Koerner","charochkina","A5793","-","-","-","3.93","Log unit","3.93","Log unit","25.0","?C","OC(=O)CC(C)(CCC)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","DQUACPPWSVJDOW-UHFFFAOYSA"
"CCCC(CC)(CC(O)=O)CC(O)=O","-","R935548","M1018357","-","-","beta,beta-ethyl-n-propylglutaric acid","-","Koerner","charochkina","A5793","-","-","-","4.2","Log unit","4.2","Log unit","25.0","?C","OC(=O)CC(CC)(CCC)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","UNNABQXNGQNJEF-UHFFFAOYSA"
"CCCC(CCC)(CC(O)=O)CC(O)=O","-","R935549","M1018358","-","-","beta,beta-di-n-propylglutaric acid","-","Koerner","charochkina","A5793","-","-","-","3.99","Log unit","3.99","Log unit","25.0","?C","OC(=O)CC(CCC)(CCC)CC(=O)O","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","QGDILUQZCFRJIL-UHFFFAOYSA"
"OC(=O)C=C","-","R935550","M17550","-","-","ACRYLIC ACID","-","Koerner","charochkina","A5793","-","-","-","4.25","Log unit","4.25","Log unit","25.0","?C","OC(=O)C=C","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","NIXOWILDQLNWCW-UHFFFAOYSA"
"CC=CC(O)=O","-","R935551","M6077","-","-","trans-Crotonic acid","-","Koerner","charochkina","A5793","-","-","-","4.695","Log unit","4.695","Log unit","25.0","?C","OC(=O)C=CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","LDHQCZJRKDOVOX-UHFFFAOYSA"
"OC(=O)CC=C","-","R935553","M8838","-","-","vinyl-acetic acid","-","Koerner","charochkina","A5793","-","-","-","4.35","Log unit","4.35","Log unit","25.0","?C","OC(=O)CC=C","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","PVEOYINWKBTPIZ-UHFFFAOYSA"
"CC(=C)C(O)=O","-","R935554","M1291","-","-","alpha-Methacrylic acid","-","Koerner","charochkina","A5793","-","-","-","4.66","Log unit","4.66","Log unit","25.0","?C","OC(=O)C(=C)C","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","CERQOIWHTDAKMF-UHFFFAOYSA"
"CCC=CC(O)=O","-","R935555","M13564","-","-","2-PENTENOIC ACID","-","Koerner","charochkina","A5793","-","-","-","4.695","Log unit","4.695","Log unit","25.0","?C","OC(=O)C=CCC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","YIYBQIKDCADOSF-UHFFFAOYSA"
"CC=CCC(O)=O","-","R935556","M1018359","-","-","n-butene-2-carboxylic acid -1","-","Koerner","charochkina","A5793","-","-","-","4.51","Log unit","4.51","Log unit","25.0","?C","OC(=O)CC=CC","{co2h=2, aliphatic_carboxylic_acid=2}","","","","","","","-","","","-","-","UIUWNILCHFBLEQ-UHFFFAOYSA"
"CC1=NC2=C(C=CC=C2N)C=C1","-","R933373","M109496","-","-","8-Aminoquinaldine","-","Koerner","charochkina","A3555","12767145","-","-","4.86","Log unit","4.86","Log unit","","-","n1c(ccc2cccc(c12)N)C","","","","","","","5.824","Log unit","0","4.7042","Log unit","-","JHIAOWGCGNMQKA-UHFFFAOYSA"
"CC1=NC2=C(C=CC=C2O)C=C1","-","R933374","M7178","-","-","8-HYDROXY-2-METHYLQUINOLINE","-","Koerner","charochkina","A3555","12767145","-","-","5.55","Log unit","5.55","Log unit","","-","n1c(ccc2cccc(c12)O)C","","","","","","","5.68","Log unit","0","4.522","Log unit","-","NBYLBWHHTUWMER-UHFFFAOYSA"
"CC1=CC=NC2=C1C=CC=C2O","-","R933375","M8368","-","-","8-HYDROXY-4-METHYLQUINOLINE","-","Koerner","charochkina","A3555","12767145","-","-","5.56","Log unit","5.56","Log unit","","-","n1ccc(c2cccc(c12)O)C","","","","","","","5.318","Log unit","0","4.6686","Log unit","-","OYUKRQOCPFZNHR-UHFFFAOYSA"
"C1=CC2=CC3=C(C=CC=C3)N=C2C=C1","-","R933376","M2399","-","-","acridine","-","Koerner","charochkina","A3555","12767145","-","-","5.6","Log unit","5.6","Log unit","","-","n1c2ccccc2cc2c1cccc2","","","","","","","4.416","Log unit","0","6.1506","Log unit","-","DZBUGLKDJFMEHC-UHFFFAOYSA"
"C[C@H](N)C(O)=O","-","R933377","M9273","-","-","ALANINE2","-","Koerner","charochkina","A3555","12767145","-","-","9.87","Log unit","9.87","Log unit","","-","NC(C)C(=O)O","","","","","","","9.988","Log unit","0","9.4769","Log unit","-","QNAYBMKLOCPYGJ-REOHCLBHSA"
"C[C@H](N)C(=O)NCC(=O)NCC(O)=O","-","R933378","M123195","-","-","ALANYLGLYCYLGLYCINE2","-","Koerner","charochkina","A3555","12767145","-","-","8.15","Log unit","8.15","Log unit","","-","NC(C)C(=O)NCC(=O)NCC(=O)O","","","","","","","8.276","Log unit","0","8.0879","Log unit","-","VGPWRRFOPXVGOH-BYPYZUCNSA"
"NCC=C","-","R933379","M12013","-","-","allylamine","-","Koerner","charochkina","A3555","12767145","-","-","9.69","Log unit","9.69","Log unit","","-","NCC=C","","","","","","","9.778","Log unit","0","9.6624","Log unit","-","VVJKKWFAADXIJK-UHFFFAOYSA"
"NCC#N","-","R933380","M21460","-","-","AMINOACETONITRILE","-","Koerner","charochkina","A3555","12767145","-","-","5.34","Log unit","5.34","Log unit","","-","NCC#N","","","","","","","10.217","Log unit","0","6.3903","Log unit","-","DFNYGALUNNFWKJ-UHFFFAOYSA"
"NC(C(O)=O)C(O)=O","-","R933381","M124972","-","-","AMINOMALONICACID2","-","Koerner","charochkina","A3555","12767145","-","-","9.83","Log unit","9.83","Log unit","","-","NC(C(=O)O)C(=O)O","","","","","","","9.026","Log unit","0","8.496","Log unit","-","JINBYESILADKFW-UHFFFAOYSA"
"NC1=CC=CC=C1","-","R933382","M8413","-","-","aniline","-","Koerner","charochkina","A3555","12767145","-","-","4.58","Log unit","4.58","Log unit","","-","Nc1ccccc1","","","","","","","4.264","Log unit","0","4.6418","Log unit","-","PAYRUJLWNCNPSJ-UHFFFAOYSA"
"[H]N=C(N)NCCC[C@H](N)C(O)=O","-","R933383","M50281","-","-","ARGININE2","-","Koerner","charochkina","A3555","12767145","-","-","8.99","Log unit","8.99","Log unit","","-","NC(CCCNC(=N)N)C(=O)O","","","","","","","10.196","Log unit","0","9.1244","Log unit","-","ODKSFYDXXFIFQN-BYPYZUCNSA"
"[H]N=C(N)NCCC[C@H](N)C(O)=O","-","R933384","M50281","-","-","ARGININE3","-","Koerner","charochkina","A3555","12767145","-","-","12.48","Log unit","12.48","Log unit","","-","N=C(NCCCC(N)C(=O)O)N","","","","","","","11.18","Log unit","0","12.411","Log unit","-","ODKSFYDXXFIFQN-BYPYZUCNSA"
"N[C@@H](CC(N)=O)C(O)=O","-","R933385","M1856","-","-","ASPARAGINE2","-","Koerner","charochkina","A3555","12767145","-","-","8.72","Log unit","8.72","Log unit","","-","NC(CC(=O)N)C(=O)O","","","","","","","10.015","Log unit","0","8.4335","Log unit","-","DCXYFEDJOCDNAF-REOHCLBHSA"
